12535-1464198038-1928796,tack,ick,rek@n,v@rwacr,erydit,@n,bei,Limburg
12960-1464332570-1970347,tackt,ick,rek@n,f@rwacr,icrycdit,@,bei,Limburg
13066-1464209310-1942394,t@k,ick,reg@,f@rwacrt,icrycdit,@n,bei,Limburg
13627-1464341148-2015986,t@k,ick,rek@n,fecrwacrt,erydit,@,bei,Limburg
13969-1464285699-1981434,tk,ick,reg@,v@rwacr,erydit,@,bei,Limburg
14111-1477308651-2516972,tk,k,regn,fecrwacrt,icrycdit,@n,bei,Limburg
15579-1469788114-2416093,tackt,k,reg@n,v@rwacr,@rydit,@n,bei,Limburg
15588-1466157736-2330938,tk,ick,reg@n,fecrwacrt,icrycdit,@,bei,Limburg
15592-1465471999-2283394,tk,ick,reg,f@rwacrt,icrycdit,@n,bei,Limburg
15779-1464357929-2036729,tackt,ick,reg,vecrwacr,icrycdit,@n,bei,Limburg
15781-1465025963-2230217,tack,k,reg,fecrwacrt,erydit,@n,bei,Limburg
15972-1464424681-2080895,tack,ick,rek@n,v@rwacr,@r@dit,@n,bei,Limburg
16149-1464375193-2060389,tackt,ick,rek,vecrwacr,icrycdit,@n,bei,Limburg
16207-1464421803-2078786,tackt,k,rek,fecrwacrt,erydit,@,bei,Limburg
16210-1464544562-2129242,tk,k,reg,f@rwacrt,icrycdit,@n,bei,Limburg
16222-1464606149-2144955,tk,k,reg,v@rwacrt,erydit,@,bei,Limburg
16307-1464165279-1901143,tk,k,regn,v@rwacr,@rydit,@n,bei,Limburg
16326-1464608569-2145724,tk,ick,reg@n,v@rwacr,icrycdit,@n,bei,Limburg
16495-1464467997-2107433,tackt,k,rek@,vecrwacrt,erydit,@,bei,Limburg
165-1449670525-167619,tackt,ick,reg,vecrwacr,icrycdit,@,bei,Limburg
16938-1469366810-2410974,t@k,ick,reg@,v@rwacrt,icrycdit,@,bei,Limburg
17089-1473520447-2485437,t@kt,ick,reg@n,v@rwacr,erydit,@n,bei,Limburg
1726-1449253390-181828,tk,ick,reg@,v@rwacr,@r@dit,@,bei,Limburg
17469-1474486886-2492135,tk,k,reg@,v@rwacrt,icrycdit,n,bei,Limburg
17777-1482061626-2543435,t@k,ick,reg,v@rwacrt,icrycdit,@n,bei,Limburg
1987-1449753374-567702,tk,ick,reg,fecrwacrt,erydit,@n,bei,Limburg
2339-1449325389-277928,tackt,k,reg,vecrwacrt,erydit,@n,bei,Limburg
2477-1449570258-472960,tk,k,reg@,vecrwacrt,erydit,@,bei,Limburg
2526-1449833506-587382,t@k,ick,rek@n,vecrwacr,erydit,@,bei,Limburg
2720-1449362794-327351,tk,ick,reg@n,vecrwacrt,erydit,@,bei,Limburg
2782-1459947568-1673543,t@k,ick,rek@n,fecrwacrt,@rydit,@,bei,Limburg
2981-1449947490-622544,t@k,k,rek@n,vecrwacr,erydit,@n,bei,Limburg
3178-1449510605-440378,tk,k,rek,vecrwacr,erydit,@,bei,Limburg
3293-1449702655-556244,tackt,ick,rek@n,v@rwacrt,erydit,@,bei,Limburg
3318-1449511590-442776,tk,ick,rek@n,f@rwacrt,icrycdit,@,bei,Limburg
3594-1449681058-539189,t@k,k,reg@,vecrwacr,erydit,@n,bei,Limburg
3677-1449657959-525889,tk,ick,reg@,v@rwacr,icrycdit,@n,bei,Limburg
3733-1450032312-655275,t@k,ick,rek@n,vecrwacr,@r@dit,@,bei,Limburg
3737-1455192337-1324405,tk,ick,rek@n,vecrwacr,icrycdit,@,bei,Limburg
4502-1450731730-757458,t@k,ick,rek@n,f@rwacr,erydit,@n,bei,Limburg
4642-1450788217-762503,t@k,ick,reg,f@rwacrt,icrycdit,@n,bei,Limburg
4672-1451771988-841211,tk,k,rek,fecrwacrt,erydit,@,bei,Limburg
4722-1451143154-785637,t@k,ick,rek@n,fecrwacrt,@rydit,@,bei,Limburg
4769-1451324016-802714,tack,ick,reg@n,v@rwacr,icrycdit,@n,bei,Limburg
4772-1451329366-806475,t@k,ick,rek@n,f@rwacrt,icrycdit,@,bei,Limburg
4777-1451482079-825841,tk,ick,rek@n,v@rwacr,erydit,@,bei,Limburg
4782-1451327309-805151,tk,ick,regn,fecrwacrt,erydit,@n,bei,Limburg
4830-1454349790-876103,t@k,ick,reg@n,vecrwacr,icrycdit,@n,bei,Limburg
4851-1452296588-837278,t@k,ick,reg@,f@rwacrt,erydit,@n,bei,Limburg
4858-1451779482-830434,t@k,k,reg@n,v@rwacr,@rydit,@n,bei,Limburg
5058-1454084395-1103866,tack,ick,regn,vecrwacr,erydit,@,bei,Limburg
5194-1453537874-921343,tk,ick,reg@,vecrwacr,icrycdit,@,bei,Limburg
5203-1453481418-919599,t@k,ick,reg@n,fecrwacrt,icrycdit,@,bei,Limburg
5418-1454011246-992914,tk,k,reg@,v@rwacrt,erydit,@,bei,Limburg
5476-1454010942-998121,t@k,ick,reg@,f@rwacrt,@r@dit,@,bei,Limburg
5728-1454060497-1069211,tack,k,regn,v@rwacr,erydit,@n,bei,Limburg
5900-1455445629-1449715,tk,ick,rek@,v@rwacr,@r@dit,@,bei,Limburg
5981-1463949814-1845541,tk,ick,rek@n,vecrwacr,erydit,@n,bei,Limburg
6178-1454051971-1060718,t@k,ick,reg@,v@rwacrt,icrycdit,@n,bei,Limburg
6499-1454440652-1250340,tack,ick,regn,f@rwacrt,icrycdit,@,bei,Limburg
6705-1454271101-1198862,tk,ick,reg,v@rwacrt,icrycdit,@n,bei,Limburg
6875-1454502427-1261743,tk,ick,rek@,v@rwacr,erydit,@,bei,Limburg
6969-1455101293-1410085,t@k,ick,rek@n,f@rwacrt,erydit,@,bei,Limburg
6971-1454600225-1328618,tack,ick,reg@,v@rwacr,icrycdit,@n,bei,Limburg
7017-1454591464-1325105,t@k,ick,reg,f@rwacrt,icrycdit,@,bei,Limburg
7183-1454659244-1319288,tack,k,reg,v@rwacr,icrycdit,@,bei,Limburg
7202-1454613623-1314654,t@kt,ick,rek@,f@rwacr,@rydit,@n,bei,Limburg
7358-1454701047-1359847,tk,ick,reg@,f@rwacr,erydit,@n,bei,Limburg
7538-1455197507-1421229,t@k,ick,rek@n,v@rwacr,erydit,@,bei,Limburg
7543-1455206827-1422684,tk,ick,reg@n,fecrwacrt,icrycdit,@,bei,Limburg
8132-1457624373-1571915,t@k,ick,rek@n,vecrwacrt,erydit,n,bei,Limburg
8289-1457724754-1595567,t@k,k,reg@,f@rwacr,erydit,@,bei,Limburg
8295-1457732813-1605297,tk,ick,regn,fecrwacr,erydit,@n,bei,Limburg
8392-1457724242-1601969,tk,ick,reg@,v@rwacr,erydit,@n,bei,Limburg
8490-1459537864-1601073,tk,ick,rek@,fecrwacr,erydit,@n,bei,Limburg
8595-1457961309-1645531,tk,ick,rek@n,fecrwacr,icrycdit,@,bei,Limburg
8668-1458205796-1671911,tackt,ick,reg@,v@rwacr,icrycdit,@n,bei,Limburg
8708-1457953504-1635007,t@k,ick,reg,fecrwacrt,erydit,@,bei,Limburg
8788-1457956709-1641944,tk,ick,reg@,fecrwacrt,icrycdit,n,bei,Limburg
9006-1460798553-1765749,tk,ick,rek@n,v@rwacr,@r@dit,@,bei,Limburg
9096-1459552281-1725764,tackt,ick,regn,f@rwacr,icrycdit,@n,bei,Limburg
9109-1459938253-1744190,tk,ick,rek@n,f@rwacrt,@r@dit,@n,bei,Limburg
9111-1460036198-1748495,tk,ick,reg@,v@rwacrt,erydit,@,bei,Limburg
9114-1459951356-1745141,tk,ick,rek,f@rwacrt,erydit,@n,bei,Limburg
9122-1459855459-1732484,t@k,ick,rek@n,f@rwacrt,@r@dit,@n,bei,Limburg
9128-1459887450-1741459,tackt,ick,reg@,fecrwacrt,icrycdit,@n,bei,Limburg
9131-1459858939-1734300,t@k,ick,rek,vecrwacrt,@rydit,@n,bei,Limburg
9136-1459859030-1734652,tkt,ick,reg,v@rwacrt,erydit,@n,bei,Limburg
9140-1459860188-1735302,tack,ick,rek@n,vecrwacr,icrycdit,@,bei,Limburg
9145-1459864307-1737149,t@k,ick,reg,v@rwacrt,icrycdit,@n,bei,Limburg
9157-1459873322-1738964,tk,ick,rek@n,f@rwacrt,erydit,@n,bei,Limburg
9161-1459932894-1743544,tack,k,rek,f@rwacrt,@r@dit,@,bei,Limburg
9164-1459876449-1739885,t@k,ick,rekn,f@rwacrt,@r@dit,n,bei,Limburg
9175-1459975151-1746899,t@k,ick,rek@n,v@rwacrt,@rydit,@,bei,Limburg
9179-1459988168-1747419,tk,k,reg,vecrwacrt,erydit,@n,bei,Limburg
9181-1459969818-1746620,t@kt,ick,reg@,f@rwacrt,erydit,@,bei,Limburg
9240-1460554005-1761330,t@k,ick,rek@n,fecrwacrt,icrycdit,@n,bei,Limburg
9531-1463929558-1842597,tk,ick,reg@n,fecrwacrt,icrycdit,@n,bei,Limburg
10442-1465980610-2317805,t@k,ick,rek@n,f@rwacr,@r@dit,@,bei,Oost_Overijsel-Gelderland
10609-1464163312-1899839,tk,k,reg@,f@rwacrt,icrycdit,@n,bei,Oost_Overijsel-Gelderland
10895-1464108235-1870551,t@k,ick,rek@n,f@rwacrt,erydit,@,bei,Oost_Overijsel-Gelderland
11791-1466163285-2331543,t@k,ick,rek@,fecrwacr,@r@dit,@,bei,Oost_Overijsel-Gelderland
11940-1464641810-2162772,t@k,ick,rek@n,v@rwacr,icrycdit,@,bei,Oost_Overijsel-Gelderland
12145-1466103508-2097057,tack,ick,rek,f@rwacr,icrycdit,@n,bei,Oost_Overijsel-Gelderland
13104-1464302752-2005078,tk,ick,reg@n,fecrwacrt,icrycdit,@n,bei,Oost_Overijsel-Gelderland
13285-1465071342-2213090,tackt,ick,rek@n,f@rwacrt,erydit,@,bei,Oost_Overijsel-Gelderland
13452-1464291224-1990346,tk,ick,reg,v@rwacr,erydit,@n,bei,Oost_Overijsel-Gelderland
13550-1465928369-2316160,tk,ick,reg@n,v@rwacr,@rydit,@,bei,Oost_Overijsel-Gelderland
13884-1465542570-2289823,tk,ick,rek@n,f@rwacrt,icrycdit,@,bei,Oost_Overijsel-Gelderland
14656-1464340733-2015617,t@kt,ick,reg,f@rwacrt,erydit,@n,bei,Oost_Overijsel-Gelderland
14949-1464437994-2088668,tk,k,rek,fecrwacr,erydit,@n,bei,Oost_Overijsel-Gelderland
14966-1464384766-2071424,t@k,k,rek,f@rwacrt,erydit,@n,bei,Oost_Overijsel-Gelderland
1524-1453230315-909129,tk,k,regn,f@rwacrt,erydit,n,bei,Oost_Overijsel-Gelderland
15456-1464345332-2021288,tk,ick,rek@n,f@rwacrt,@r@dit,@,bei,Oost_Overijsel-Gelderland
15474-1464525030-2105642,tack,k,reg@,vecrwacr,icrycdit,@,bei,Oost_Overijsel-Gelderland
15629-1464795841-2191975,t@k,ick,rek@n,v@rwacr,erydit,@,bei,Oost_Overijsel-Gelderland
15664-1464356855-2035263,tackt,ick,rek@n,v@rwacr,icrycdit,@n,bei,Oost_Overijsel-Gelderland
16057-1464364188-2045018,tk,ick,rek@n,f@rwacrt,erydit,@,bei,Oost_Overijsel-Gelderland
16188-1465373875-2134243,tackt,ick,rek@n,v@rwacr,@rydit,@,bei,Oost_Overijsel-Gelderland
16270-1464091204-1858153,tk,k,reg@n,fecrwacr,icrycdit,@n,bei,Oost_Overijsel-Gelderland
16318-1467667501-2395695,tk,ick,reg@n,f@rwacrt,@r@dit,@n,bei,Oost_Overijsel-Gelderland
16368-1464280638-1974984,tackt,ick,reg@n,v@rwacr,icrycdit,@,bei,Oost_Overijsel-Gelderland
16497-1464683111-2167632,tk,ick,reg@n,v@rwacr,@r@dit,@,bei,Oost_Overijsel-Gelderland
16501-1464622818-2151704,tackt,ick,rek,fecrwacrt,@r@dit,@,bei,Oost_Overijsel-Gelderland
16505-1464543811-2128459,t@k,ick,rek@n,v@rwacr,erydit,@,bei,Oost_Overijsel-Gelderland
1654-1449406977-355480,tk,ick,reg@,f@rwacrt,icrycdit,@,bei,Oost_Overijsel-Gelderland
17187-1472374607-2452009,tackt,ick,regn,vecrwacr,icrycdit,@,bei,Oost_Overijsel-Gelderland
17226-1472584859-2478132,t@k,ick,regn,vecrwacr,@r@dit,@,bei,Oost_Overijsel-Gelderland
17518-1476345665-2509231,tk,ick,rek@n,f@rwacr,icrycdit,@,bei,Oost_Overijsel-Gelderland
17700-1480112962-2531673,tk,ick,reg@n,fecrwacr,erydit,@,bei,Oost_Overijsel-Gelderland
2426-1453833439-819582,t@k,k,reg,f@rwacrt,erydit,@n,bei,Oost_Overijsel-Gelderland
2486-1449325261-286924,tk,ick,rek@n,v@rwacrt,icrycdit,@,bei,Oost_Overijsel-Gelderland
2625-1452283340-871185,t@k,ick,reg@n,v@rwacr,icrycdit,@,bei,Oost_Overijsel-Gelderland
2682-1449504851-433823,tack,ick,reg,v@rwacrt,@rydit,@n,bei,Oost_Overijsel-Gelderland
3060-1449665605-394697,tk,ick,reg@n,vecrwacrt,@rydit,@,bei,Oost_Overijsel-Gelderland
309-1449157030-71811,tk,ick,reg@n,v@rwacrt,icrycdit,@n,bei,Oost_Overijsel-Gelderland
3377-1449688178-498570,t@kt,ick,rek@n,f@rwacrt,erydit,@,bei,Oost_Overijsel-Gelderland
3399-1449678964-538013,tk,k,rek,fecrwacrt,erydit,@n,bei,Oost_Overijsel-Gelderland
3583-1449677026-523497,tk,k,regn,vecrwacr,icrycdit,@n,bei,Oost_Overijsel-Gelderland
4012-1450112628-672670,tk,ick,reg@n,fecrwacrt,icrycdit,@,bei,Oost_Overijsel-Gelderland
4245-1450075041-665448,t@k,k,rek,fecrwacrt,icrycdit,@n,bei,Oost_Overijsel-Gelderland
4373-1450275020-698097,t@k,ick,rek@n,v@rwacr,erydit,@n,bei,Oost_Overijsel-Gelderland
4424-1457695626-1565759,tack,ick,reg,f@rwacrt,@rydit,@n,bei,Oost_Overijsel-Gelderland
4444-1450522870-721671,t@k,ick,regn,fecrwacrt,erydit,@n,bei,Oost_Overijsel-Gelderland
4495-1451033085-739355,t@k,ick,reg@,fecrwacrt,icrycdit,@n,bei,Oost_Overijsel-Gelderland
4674-1450955241-774438,t@k,k,rek,f@rwacrt,icrycdit,@,bei,Oost_Overijsel-Gelderland
4937-1451769580-840521,tk,ick,rek@n,f@rwacr,icrycdit,@,bei,Oost_Overijsel-Gelderland
5559-1454010581-988763,tackt,ick,rek@,f@rwacr,@r@dit,@n,bei,Oost_Overijsel-Gelderland
5598-1454102125-1123336,tack,k,reg@n,f@rwacr,erydit,@n,bei,Oost_Overijsel-Gelderland
5857-1457599544-1571138,tk,ick,rek,fecrwacrt,erydit,@,bei,Oost_Overijsel-Gelderland
6030-1454016994-1033313,tackt,ick,rek@n,v@rwacr,icrycdit,@n,bei,Oost_Overijsel-Gelderland
6077-1454543000-1317435,t@k,ick,rek@n,v@rwacr,erydit,@,bei,Oost_Overijsel-Gelderland
6308-1454079263-1096715,tack,ick,rek@n,fecrwacr,erydit,@,bei,Oost_Overijsel-Gelderland
6545-1454172425-1150484,tk,ick,rek@n,f@rwacrt,erydit,@n,bei,Oost_Overijsel-Gelderland
6579-1454257311-1183008,tk,k,rek,f@rwacr,erydit,@,bei,Oost_Overijsel-Gelderland
6796-1454360467-1231486,tack,ick,reg,f@rwacrt,icrycdit,@n,bei,Oost_Overijsel-Gelderland
6930-1456497895-1527254,t@k,k,reg@n,v@rwacrt,erydit,@n,bei,Oost_Overijsel-Gelderland
6968-1454524270-1299530,t@k,ick,reg@n,v@rwacr,icrycdit,@,bei,Oost_Overijsel-Gelderland
8004-1457195107-1545189,tack,ick,reg@n,vecrwacr,erydit,@,bei,Oost_Overijsel-Gelderland
828-1449172793-128236,t@k,ick,reg@n,f@rwacrt,@r@dit,@n,bei,Oost_Overijsel-Gelderland
8391-1462470686-1801472,t@k,ick,regn,f@rwacrt,erydit,@n,bei,Oost_Overijsel-Gelderland
8466-1460188627-1753128,t@k,ick,rek@n,f@rwacrt,@r@dit,@n,bei,Oost_Overijsel-Gelderland
8641-1458176999-1671166,tackt,ick,rek@n,v@rwacr,erydit,@n,bei,Oost_Overijsel-Gelderland
8804-1457968100-1649072,tk,ick,reg@,v@rwacrt,icrycdit,@n,bei,Oost_Overijsel-Gelderland
8845-1483383824-2547995,tk,k,rek,v@rwacr,erydit,@n,bei,Oost_Overijsel-Gelderland
9073-1460293880-1755683,t@k,k,reg,v@rwacrt,icrycdit,@n,bei,Oost_Overijsel-Gelderland
9220-1461138392-1769394,tk,k,reg,fecrwacrt,icrycdit,@n,bei,Oost_Overijsel-Gelderland
9415-1462987928-1806621,tk,ick,rek@n,v@rwacr,icrycdit,@n,bei,Oost_Overijsel-Gelderland
9486-1463415318-1821400,tk,ick,reg@,f@rwacrt,@rydit,@n,bei,Oost_Overijsel-Gelderland
9910-1464027741-1851398,tk,ick,rek@n,f@rwacrt,erydit,@,bei,Oost_Overijsel-Gelderland
