3178-1449679274-521987,p@stol,gcrapt,tocf@r@,eis,vkert,
3318-1449512572-444336,p@stol,gc@rap,tof@r@,eis,f@rkert,
3594-1449684004-541523,p@st@l,gc@rap,tof@r@n,eis,v@ker,
3677-1449671411-533454,pst@l,gcrap,tocf@r@,eis,fker,
3733-1455230642-1427254,p@stol,gc@rapt,tocf@r@,eis,v@rker,
3737-1455193034-1419997,pistocl,gc@rap,tof@r@n,eis,f@ker,
4502-1450732465-757742,pst@l,gc@rapt,tof@r@,eis,f@rkert,
4642-1450789449-762767,p@st@l,gc@rapt,tof@r@n,eis,f@rker,
4722-1451143566-786604,p@st@l,gc@rapt,tof@r@n,eis,frkert,
4769-1451324994-803302,pst@l,gc@rapt,tof@r@,eis,frkert,
4777-1451515680-829793,pistol,gcrapt,tof@r@,eis,vker,
4782-1451328565-806199,p@stol,xrapt,tof@r@,eis,frkert,
4858-1451780158-842020,p@st@l,gc@rap,tof@r@n,eis,v@ker,
5194-1453540085-921576,pst@l,gc@rapt,tof@r@,eis,frker,
5203-1453484100-919938,p@st@l,gc@rapt,tof@r@n,eis,v@rker,
5418-1454011920-1003509,pistocl,x@rapt,tof@r@,eis,v@ker,
5476-1454012015-1007132,pistol,gc@rap,tf@r@n,eis,vkert,
5728-1454060952-1070211,p@stol,gc@rapt,tof@r@n,eis,vker,
5900-1455446150-1449980,pst@l,gc@rapt,tof@r@n,eis,vrker,
6178-1454052529-1061366,pistocl,x@rap,tocf@r@,eis,vrker,
6499-1454441705-1251372,pistocl,gc@rap,tocf@r@n,eis,v@ker,
6705-1454271980-1199473,pistol,gc@rap,tof@r@,eis,vkert,
6969-1455101861-1410462,pistocl,xrap,tof@r@n,eis,vkert,
6971-1454600788-1329170,pistol,gc@rap,tof@r@n,eis,v@ker,
7017-1457956593-1641475,p@st@l,gc@rapt,tof@r@,eis,frkert,
7183-1455616352-1343851,p@st@l,gc@rap,tof@r@,eis,v@ker,
7202-1454614158-1335082,p@stol,gc@rap,tocf@r@n,eis,f@rker,
7358-1454701933-1360259,p@st@l,gc@rapt,tocf@r@n,eis,vkert,
7538-1455198929-1421436,p@st@l,gc@rapt,tof@r@,eis,vker,
7543-1455207410-1422984,pistol,gc@rapt,tof@r@n,eis,f@rkert,
8132-1457631803-1572913,pst@l,x@rap,tf@r@,eis,f@rker,
8289-1457726088-1602950,p@st@l,gc@rap,tof@r@,eis,v@ker,
8295-1457977215-1605512,pst@l,gcrapt,tof@r@n,eis,f@rker,
8392-1457725167-1602499,p@st@l,gc@rap,tof@r@n,eis,f@rker,
8595-1457962814-1646428,pistol,gcrap,tof@r@n,eis,frkert,
8668-1458673418-1698323,pst@l,x@rap,tf@r@,eis,v@kert,
8708-1457953711-1636715,p@st@l,gc@rapt,tof@r@,eis,v@rkert,
8788-1457957453-1642682,pistocl,gc@rapt,tof@r@n,eis,v@kert,
9006-1460799488-1765845,pistocl,gc@rapt,tof@r@n,eis,v@ker,
9096-1459554059-1725863,pistol,xrapt,tof@r@n,eis,vker,
9109-1459941713-1744627,pst@l,gc@rapt,tof@r@n,eis,vkert,
9111-1460037295-1748591,p@stol,x@rapt,tof@r@,eis,v@rkert,
9114-1460037035-1745370,p@stol,gc@rapt,tof@r@,eis,vker,
9122-1459856216-1733019,p@st@l,gcrapt,tof@r@n,eis,v@rkert,
9128-1459887909-1741555,p@st@l,gcrapt,tof@r@,eis,f@rker,
9131-1459860576-1735059,pistocl,x@rap,tof@r@n,eis,fkert,
9136-1459859493-1735182,pistocl,gc@rap,tof@r@n,eis,vrker,
9140-1459861125-1735648,p@stol,xrapt,tof@r@,eis,vkert,
9145-1459870729-1737245,p@st@l,x@rapt,tocf@r@n,eis,frkert,
9157-1459874619-1739060,p@stol,gc@rap,tof@r@n,eis,vker,
9161-1459956207-1745701,p@stol,gc@rap,tof@r@,eis,vkert,
9164-1459878973-1740173,p@st@l,x@rapt,tof@r@,eis,v@rker,
9175-1460205794-1753547,p@stol,gc@rapt,tof@r@,eis,f@rkert,
9179-1460139177-1752005,p@stol,gcrap,tocf@r@,eis,vrkert,
9181-1460142692-1752400,p@st@l,gc@rapt,tof@r@n,eis,frkert,
9240-1460554944-1761426,pistol,xrapt,tof@r@,eis,vker,
9531-1463931363-1843152,p@st@l,gc@rapt,tof@r@n,eis,f@rker,
