4923-1455304287-1435751,p@st@l,gc@rapt,tof@r@n,eis,vkert,Groningen_and_Drenthe
5153-1457518170-1567294,pistol,xrapt,tfrn,eis,v@rker,Groningen_and_Drenthe
5383-1454063415-1073532,pst@l,x@rapt,tocf@r@n,eis,f@kert,Groningen_and_Drenthe
5669-1454600419-1328916,pistocl,gc@rap,tof@r@,eis,v@ker,Groningen_and_Drenthe
6225-1454063971-1074071,pst@l,gc@rapt,tocf@r@n,eis,f@rker,Groningen_and_Drenthe
6259-1455385327-1430873,p@st@l,gc@rap,tfr,eis,f@ker,Groningen_and_Drenthe
7039-1454587915-1323538,pst@l,gcrapt,tof@r@,eis,frkert,Groningen_and_Drenthe
7140-1454521823-1298413,p@st@l,xrapt,tof@r@,eis,v@rker,Groningen_and_Drenthe
7275-1456400905-1518808,pistol,gc@rapt,tocf@r@n,eis,vker,Groningen_and_Drenthe
7470-1455107673-1402853,pistocl,gc@rapt,tocf@r@n,eis,f@rker,Groningen_and_Drenthe
7790-1456080238-1492047,p@st@l,x@rapt,tof@r@n,eis,f@rkert,Groningen_and_Drenthe
7955-1463166163-1813013,p@stol,gcrap,tof@r@,eis,frker,Groningen_and_Drenthe
7961-1456583854-1532445,pistol,gc@rapt,tocf@r@,eis,v@ker,Groningen_and_Drenthe
8404-1458302316-1677901,pst@l,x@rapt,tocf@r@,eis,f@rker,Groningen_and_Drenthe
8674-1457955375-1638927,p@stol,gcrap,tocf@r@,eis,f@rkert,Groningen_and_Drenthe
8763-1458206512-1672042,p@st@l,gc@rapt,tof@r@n,eis,f@ker,Groningen_and_Drenthe
8834-1458058553-1660968,p@stol,xrap,tof@r@,eis,vrker,Groningen_and_Drenthe
8937-1460648729-1762454,p@stol,gcrap,tof@r@,eis,frker,Groningen_and_Drenthe
8963-1458485803-1689682,pistol,gc@rap,tof@r@n,eis,vker,Groningen_and_Drenthe
9363-1462391548-1799837,p@st@l,x@rapt,tof@r@n,eis,f@kert,Groningen_and_Drenthe
9789-1465021421-2229467,p@st@l,gc@rap,tof@r@n,eis,f@rkert,Groningen_and_Drenthe
9935-1464219361-1952044,pistol,xrap,tf@r@,eis,vkert,Groningen_and_Drenthe
10015-1465415774-2278884,pistol,gc@rap,tfr@,eis,v@ker,Limburg
10038-1465798163-2309630,pistol,gc@rapt,tof@r@n,eis,v@rker,Limburg
10241-1464791998-2190491,pistol,gc@rapt,tof@r@n,eis,f@kert,Limburg
10267-1464460463-2101924,pistol,x@rap,tof@r@n,eis,v@ker,Limburg
10295-1464287404-1983788,pst@l,gc@rapt,tof@r@n,eis,v@ker,Limburg
10873-1464180659-1912799,pst@l,gc@rap,tof@r@,eis,vrker,Limburg
10988-1464181386-1913584,p@stol,xrapt,tof@r@,eis,vker,Limburg
11719-1464609819-2146387,pst@l,gc@rap,tof@r@,eis,vrkert,Limburg
12535-1464198520-1930137,p@st@l,gc@rap,tocf@r@n,eis,v@ker,Limburg
13066-1464212233-1946916,p@stol,gc@rapt,tof@r@n,eis,f@rkert,Limburg
13969-1464286278-1982062,p@st@l,gc@rapt,tocf@r@n,eis,v@rkert,Limburg
14111-1477311038-2517068,pistol,gcrap,tof@r@n,eis,v@kert,Limburg
15579-1469788843-2416182,p@stol,gcrap,tocf@r@,eis,v@rker,Limburg
15592-1465473827-2283544,p@st@l,gc@rapt,tof@r@n,eis,f@ker,Limburg
15779-1464358803-2037706,p@stol,gc@rapt,tof@r@,eis,vker,Limburg
15781-1465026487-2230316,pst@l,x@rapt,tof@r@,eis,v@ker,Limburg
15972-1464425315-2081305,pistocl,gc@rap,tof@r@,eis,f@ker,Limburg
16149-1464381395-2067527,pistocl,gc@rap,tocf@r@,eis,vkert,Limburg
16207-1464422787-2079485,p@stol,x@rap,tocf@r@,eis,f@rker,Limburg
16210-1464545089-2129863,pistocl,gc@rapt,tof@r@n,eis,vker,Limburg
16222-1464606830-2145296,pistol,x@rap,tf@r@,eis,f@rkert,Limburg
16307-1464165582-1901760,pistocl,xrapt,tof@r@n,eis,v@ker,Limburg
16326-1464610612-2146264,p@st@l,x@rap,tof@r@,eis,v@rkert,Limburg
16495-1464469053-2107730,pistol,gc@rap,tof@r@n,eis,fker,Limburg
16938-1469367347-2411072,p@stol,xrapt,tof@r@n,eis,f@rker,Limburg
17089-1475416138-2500516,pistocl,gcrap,tf@r@,eis,vker,Limburg
17469-1474488357-2492231,pst@l,gcrap,tof@r@n,eis,vrker,Limburg
17777-1482062933-2543531,pistol,gc@rap,tocf@r@n,eis,v@rker,Limburg
1987-1450049604-662968,pst@l,gc@rapt,tof@r@n,eis,vker,Limburg
2339-1449580680-422011,p@st@l,gc@rap,tof@r@,eis,v@rker,Limburg
2477-1450597159-724081,pistol,gc@rapt,tof@r@n,eis,vker,Limburg
2526-1457775974-1608819,pistocl,x@rap,tof@r@n,eis,fkert,Limburg
2720-1449364745-328150,pistocl,gc@rap,tof@r@n,eis,f@kert,Limburg
3178-1449679274-521987,p@stol,gcrapt,tocf@r@,eis,vkert,Limburg
3318-1449512572-444336,p@stol,gc@rap,tof@r@,eis,f@rkert,Limburg
3594-1449684004-541523,p@st@l,gc@rap,tof@r@n,eis,v@ker,Limburg
3677-1449671411-533454,pst@l,gcrap,tocf@r@,eis,fker,Limburg
3733-1455230642-1427254,p@stol,gc@rapt,tocf@r@,eis,v@rker,Limburg
3737-1455193034-1419997,pistocl,gc@rap,tof@r@n,eis,f@ker,Limburg
4502-1450732465-757742,pst@l,gc@rapt,tof@r@,eis,f@rkert,Limburg
4642-1450789449-762767,p@st@l,gc@rapt,tof@r@n,eis,f@rker,Limburg
4722-1451143566-786604,p@st@l,gc@rapt,tof@r@n,eis,frkert,Limburg
4769-1451324994-803302,pst@l,gc@rapt,tof@r@,eis,frkert,Limburg
4777-1451515680-829793,pistol,gcrapt,tof@r@,eis,vker,Limburg
4782-1451328565-806199,p@stol,xrapt,tof@r@,eis,frkert,Limburg
4858-1451780158-842020,p@st@l,gc@rap,tof@r@n,eis,v@ker,Limburg
5194-1453540085-921576,pst@l,gc@rapt,tof@r@,eis,frker,Limburg
5203-1453484100-919938,p@st@l,gc@rapt,tof@r@n,eis,v@rker,Limburg
5418-1454011920-1003509,pistocl,x@rapt,tof@r@,eis,v@ker,Limburg
5476-1454012015-1007132,pistol,gc@rap,tf@r@n,eis,vkert,Limburg
5728-1454060952-1070211,p@stol,gc@rapt,tof@r@n,eis,vker,Limburg
5900-1455446150-1449980,pst@l,gc@rapt,tof@r@n,eis,vrker,Limburg
6178-1454052529-1061366,pistocl,x@rap,tocf@r@,eis,vrker,Limburg
6499-1454441705-1251372,pistocl,gc@rap,tocf@r@n,eis,v@ker,Limburg
6705-1454271980-1199473,pistol,gc@rap,tof@r@,eis,vkert,Limburg
6969-1455101861-1410462,pistocl,xrap,tof@r@n,eis,vkert,Limburg
6971-1454600788-1329170,pistol,gc@rap,tof@r@n,eis,v@ker,Limburg
7017-1457956593-1641475,p@st@l,gc@rapt,tof@r@,eis,frkert,Limburg
7183-1455616352-1343851,p@st@l,gc@rap,tof@r@,eis,v@ker,Limburg
7202-1454614158-1335082,p@stol,gc@rap,tocf@r@n,eis,f@rker,Limburg
7358-1454701933-1360259,p@st@l,gc@rapt,tocf@r@n,eis,vkert,Limburg
7538-1455198929-1421436,p@st@l,gc@rapt,tof@r@,eis,vker,Limburg
7543-1455207410-1422984,pistol,gc@rapt,tof@r@n,eis,f@rkert,Limburg
8132-1457631803-1572913,pst@l,x@rap,tf@r@,eis,f@rker,Limburg
8289-1457726088-1602950,p@st@l,gc@rap,tof@r@,eis,v@ker,Limburg
8295-1457977215-1605512,pst@l,gcrapt,tof@r@n,eis,f@rker,Limburg
8392-1457725167-1602499,p@st@l,gc@rap,tof@r@n,eis,f@rker,Limburg
8595-1457962814-1646428,pistol,gcrap,tof@r@n,eis,frkert,Limburg
8668-1458673418-1698323,pst@l,x@rap,tf@r@,eis,v@kert,Limburg
8708-1457953711-1636715,p@st@l,gc@rapt,tof@r@,eis,v@rkert,Limburg
8788-1457957453-1642682,pistocl,gc@rapt,tof@r@n,eis,v@kert,Limburg
9006-1460799488-1765845,pistocl,gc@rapt,tof@r@n,eis,v@ker,Limburg
9096-1459554059-1725863,pistol,xrapt,tof@r@n,eis,vker,Limburg
9109-1459941713-1744627,pst@l,gc@rapt,tof@r@n,eis,vkert,Limburg
9111-1460037295-1748591,p@stol,x@rapt,tof@r@,eis,v@rkert,Limburg
9114-1460037035-1745370,p@stol,gc@rapt,tof@r@,eis,vker,Limburg
9122-1459856216-1733019,p@st@l,gcrapt,tof@r@n,eis,v@rkert,Limburg
9128-1459887909-1741555,p@st@l,gcrapt,tof@r@,eis,f@rker,Limburg
9131-1459860576-1735059,pistocl,x@rap,tof@r@n,eis,fkert,Limburg
9136-1459859493-1735182,pistocl,gc@rap,tof@r@n,eis,vrker,Limburg
9140-1459861125-1735648,p@stol,xrapt,tof@r@,eis,vkert,Limburg
9145-1459870729-1737245,p@st@l,x@rapt,tocf@r@n,eis,frkert,Limburg
9157-1459874619-1739060,p@stol,gc@rap,tof@r@n,eis,vker,Limburg
9161-1459956207-1745701,p@stol,gc@rap,tof@r@,eis,vkert,Limburg
9164-1459878973-1740173,p@st@l,x@rapt,tof@r@,eis,v@rker,Limburg
9175-1460205794-1753547,p@stol,gc@rapt,tof@r@,eis,f@rkert,Limburg
9179-1460139177-1752005,p@stol,gcrap,tocf@r@,eis,vrkert,Limburg
9181-1460142692-1752400,p@st@l,gc@rapt,tof@r@n,eis,frkert,Limburg
9240-1460554944-1761426,pistol,xrapt,tof@r@,eis,vker,Limburg
9531-1463931363-1843152,p@st@l,gc@rapt,tof@r@n,eis,f@rker,Limburg
10442-1465980887-2317891,pistocl,gc@rapt,tocf@r@n,eis,f@rkert,Oost_Overijsel-Gelderland
10609-1466105513-1900417,p@st@l,gc@rapt,tof@r@n,eis,frkert,Oost_Overijsel-Gelderland
10895-1464280107-1974104,pst@l,x@rap,tocf@r@,eis,v@kert,Oost_Overijsel-Gelderland
11791-1466163817-2331629,p@st@l,x@rap,tof@r@,eis,f@rker,Oost_Overijsel-Gelderland
12145-1466104433-2328622,p@stol,xrapt,tocf@r@,eis,vker,Oost_Overijsel-Gelderland
13104-1464304387-2005968,pst@l,gc@rapt,tof@r@n,eis,f@ker,Oost_Overijsel-Gelderland
13285-1465071757-2236043,p@stol,x@rapt,tof@r@,eis,vker,Oost_Overijsel-Gelderland
13452-1464612496-2147321,pst@l,x@rap,tof@r@,eis,v@rkert,Oost_Overijsel-Gelderland
13550-1465929020-2316401,p@stol,gc@rapt,tocf@r@,eis,f@kert,Oost_Overijsel-Gelderland
13884-1465542785-2289922,p@st@l,x@rapt,tocf@r@n,eis,v@kert,Oost_Overijsel-Gelderland
14656-1464341738-2016802,p@st@l,gcrapt,tof@r@n,eis,frkert,Oost_Overijsel-Gelderland
14949-1464440725-2089992,p@stol,xrapt,tof@r@n,eis,f@rker,Oost_Overijsel-Gelderland
14966-1464385648-2072443,pistol,x@rap,tf@r@,eis,v@kert,Oost_Overijsel-Gelderland
15456-1464345945-2021969,pst@l,x@rapt,tocf@r@,eis,f@ker,Oost_Overijsel-Gelderland
15474-1464525500-2121526,pistol,gcrap,tof@r@n,eis,frker,Oost_Overijsel-Gelderland
15629-1464801943-2192867,p@st@l,xrapt,tof@r@n,eis,vrkert,Oost_Overijsel-Gelderland
15664-1464357470-2036828,p@st@l,gcrapt,tof@r@n,eis,v@rkert,Oost_Overijsel-Gelderland
16057-1464364908-2045677,p@st@l,x@rapt,tocf@r@,eis,f@kert,Oost_Overijsel-Gelderland
16270-1464091864-1858788,p@st@l,x@rapt,tof@r@n,eis,v@rker,Oost_Overijsel-Gelderland
16497-1464684317-2167885,p@stol,gcrap,tocf@r@,eis,v@rker,Oost_Overijsel-Gelderland
16501-1464623712-2152008,p@st@l,x@rapt,tof@r@n,eis,v@kert,Oost_Overijsel-Gelderland
16505-1464548593-2128909,p@stol,x@rapt,tocf@r@n,eis,v@kert,Oost_Overijsel-Gelderland
1654-1449521883-456556,pst@l,gc@rapt,tocf@r@n,eis,v@ker,Oost_Overijsel-Gelderland
17518-1476864244-2509327,pst@l,x@rap,tocf@r@n,eis,f@rker,Oost_Overijsel-Gelderland
17700-1481234634-2533741,pistocl,x@rapt,tf@r@,eis,v@ker,Oost_Overijsel-Gelderland
2486-1449328957-289067,p@stol,gc@rapt,tof@r@n,eis,frker,Oost_Overijsel-Gelderland
2625-1452286814-872244,p@stol,gc@rap,tocf@r@,eis,f@rkert,Oost_Overijsel-Gelderland
3060-1449666128-530911,pistocl,gcrapt,tof@r@n,eis,f@rkert,Oost_Overijsel-Gelderland
309-1449235552-178080,pst@l,x@rapt,tocf@r@,eis,f@rkert,Oost_Overijsel-Gelderland
3377-1449689322-547517,pistocl,gc@rapt,tof@r@,eis,vker,Oost_Overijsel-Gelderland
3399-1449992105-549459,p@stol,x@rap,tof@r@,eis,vker,Oost_Overijsel-Gelderland
3583-1449677688-536711,p@st@l,gc@rapt,tocf@r@,eis,fker,Oost_Overijsel-Gelderland
4245-1450075704-665580,p@st@l,gc@rap,tocf@r@,eis,f@rkert,Oost_Overijsel-Gelderland
4373-1450275829-698437,pst@l,xrapt,tof@r@n,eis,f@kert,Oost_Overijsel-Gelderland
4424-1458130995-1667445,p@st@l,gc@rap,tocf@r@,eis,v@rkert,Oost_Overijsel-Gelderland
4444-1450602056-734828,p@st@l,x@rap,tfr,eis,f@ker,Oost_Overijsel-Gelderland
4674-1450969373-774671,p@st@l,x@rapt,tof@r@n,eis,fkert,Oost_Overijsel-Gelderland
4937-1451770063-840653,pistocl,gc@rap,tof@r@n,eis,vker,Oost_Overijsel-Gelderland
5559-1454011883-997359,pistol,xrap,tfr,eis,v@ker,Oost_Overijsel-Gelderland
5598-1454102883-1124554,pistol,gcrap,tf@r@,eis,frker,Oost_Overijsel-Gelderland
5857-1457613002-1571225,pst@l,x@rapt,tof@r@n,eis,f@rkert,Oost_Overijsel-Gelderland
6030-1454018378-1037113,pst@l,x@rapt,tof@r@n,eis,fker,Oost_Overijsel-Gelderland
6077-1460576870-1761668,p@stol,x@rap,tfr,eis,f@rker,Oost_Overijsel-Gelderland
6308-1454423000-1244383,pst@l,gc@rapt,tof@r@,eis,frkert,Oost_Overijsel-Gelderland
6545-1454276237-1202656,p@st@l,gcrapt,tof@r@,eis,vker,Oost_Overijsel-Gelderland
6796-1454362259-1232504,pistocl,xrap,tocf@r@n,eis,v@ker,Oost_Overijsel-Gelderland
6930-1456498189-1527786,pistocl,x@rap,tocf@r@n,eis,f@rker,Oost_Overijsel-Gelderland
6968-1454525159-1301585,pst@l,x@rapt,tf@r@,eis,v@rker,Oost_Overijsel-Gelderland
828-1449173705-133124,p@st@l,x@rapt,tocf@r@,eis,vker,Oost_Overijsel-Gelderland
8391-1462472060-1801568,pistol,x@rap,tof@r@n,eis,v@rker,Oost_Overijsel-Gelderland
8641-1458177694-1671252,p@st@l,xrapt,tocf@r@n,eis,v@kert,Oost_Overijsel-Gelderland
8804-1457968402-1649362,pst@l,gc@rapt,tocf@r@,eis,frker,Oost_Overijsel-Gelderland
9220-1464561213-2139504,pistol,gc@rapt,tof@r@n,eis,f@rkert,Oost_Overijsel-Gelderland
9415-1462988644-1806717,p@stol,gc@rapt,tof@r@,eis,vker,Oost_Overijsel-Gelderland
9486-1463416078-1821978,p@stol,gc@rapt,tof@r@,eis,v@ker,Oost_Overijsel-Gelderland
9910-1464205692-1937624,pst@l,xrapt,tof@r@,eis,v@rker,Oost_Overijsel-Gelderland
