6293-1454409258-1088734,hect,ecxtpar,acdocptir,for,vel,xeclt,n,twejar@x,wesj@,
6308-1454076380-1093581,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
6458-1454757260-1354596,hect,ecxtpa,acdocptir,for,fel,xeclt,@n,twejar@x,wesj@,
6535-1454771641-1369232,hect,ecxtpar,acdocptir,vo,vel,xecl,@n,twejar@x,wicsj@,
6545-1454169612-1149311,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,
6567-1454441200-1235487,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@,
6579-1454255322-1181641,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
6639-1454447597-1254565,hect,ecxtpa,acdocptir,for,vel,xeclt,@n,twejar@x,wesj@,
6796-1454357216-1229464,hect,ecxtpac,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
6804-1454361750-1232183,hect,ecxtpar,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,
6824-1454409372-1240040,hect,@xtp@r,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
6835-1454420549-1243358,hect,ecxtpar,acdocptirt,for,fel,xeclt,@n,twejar@x,wesj@,
6849-1454535811-1312423,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
6911-1454517486-1290849,hect,ecxtpac,acdocptir,vo,vel,xeclt,n,twejar@x,wesj@,
6930-1456495545-1526967,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,
6968-1454516849-1288788,hect,ecxtpa,acdocptirt,vor,vel,xecl,@n,twejar@x,wicsj@,
7244-1454939134-1387376,hect,@xtp@r,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,
7277-1454660286-1337331,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,
7420-1454860724-1381512,hect,ecxtpacr,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,
7484-1455036133-1404417,hect,ecxtpa,acdocptirt,fo,fel,xeclt,n,twejar@x,wesj@,
7874-1456264260-1508428,hect,ecxtpac,acdocptirt,fo,fel,xeclt,n,twejar@x,wesj@,
8004-1456772539-1541100,hect,ecxtpacr,acdocptir,fo,fel,xeclt,@n,twejar@x,wicsj@,
828-1449170423-123190,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
8302-1458047781-1659095,hect,ecxtpacr,acdocptir,fo,vel,xeclt,@n,twejar@x,wicsj@,
83-1449218042-174200,hect,ecxtpa,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@,
8391-1457714454-1587766,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
8466-1458462806-1688161,hect,ecxtpa,acdocptirt,vor,fel,xeclt,@n,twicjacr@x,wesj@,
8529-1457777324-1609560,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,
8601-1457951460-1628610,hect,ecxtpa,acdocptir,vo,vel,xecl,@,twejar@x,wicsj@,
8641-1457953222-1634943,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
8654-1457952296-1631486,hect,ecxtpar,acdocptir,for,fel,xeclt,@n,twejar@x,wesj@,
8804-1457966305-1648536,hect,ecxtpacr,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
8832-1458050863-1659558,hect,ecxtpar,acdocptir,vor,vel,xeclt,@n,twejar@x,wesj@,
8845-1458073586-1663871,hect,@xtp@r,@docpt@r,vo,vel,xeclt,@n,twejar@x,wicsj@,
9073-1459343165-1720635,hect,ecxtpar,acdocptir,for,vel,xeclt,n,twejar@x,wesj@,
9076-1459357105-1721097,hect,ecxtpa,@docpt@rt,vo,fel,xecl,n,twejar@x,wesj@,
9220-1460918434-1769135,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
9415-1462966400-1806244,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,
9486-1463341622-1818664,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
9561-1463751129-1831795,hect,ecxtpac,@docpt@rt,vo,fel,xecl,n,twejar@x,wesj@,
9593-1463748553-1831481,hect,ecxtpa,@docpt@rt,fo,fel,xecl,@n,twejar@x,wicsj@,
9910-1464026736-1851110,hect,ecxtpa,acdocptir,fo,fel,xeclt,n,twejar@x,wesj@,
