1707-1449560854-468040,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
17145-1472372631-2441928,hect,ecxtpa,acdocptirt,vo,vel,xecl,n,twejar@x,wesj@,
172-1449072296-20043,hect,ecxtpar,@docpt@rt,fo,vel,xecl,@n,twejar@x,wicsj@,
17227-1472373816-2450097,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wicsj@,
17301-1472374466-2453833,hect,ecxtpacr,acdocptir,vor,fel,xecl,@n,twejar@x,wesj@,
17402-1473100627-2483100,hect,ecxtpa,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@,
17416-1473618605-2485876,hect,ecxtpar,acdocptir,vor,fel,xecl,@n,twejar@x,wesj@,
17490-1474968972-2496994,hect,ecxtpar,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@,
1788-1449176590-140552,hect,ecxtpac,acdocptir,vo,vel,xecl,@n,twejar@x,wesj@,
1794-1449178383-143998,hect,@xtp@r,acdocptir,vo,fel,xeclt,n,twejar@x,wesj@,
1807-1449228778-187161,hect,ecxtpacr,acdocptirt,fo,vel,xeclt,n,twejar@x,wesj@,
1902-1449227673-185220,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
1944-1449217839-173796,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@,
203-1449073688-23851,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
2108-1450877783-710812,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
214-1449072429-21782,hect,ecxtpar,acdocptirt,vor,vel,xecl,@n,twejar@x,wesj@,
2200-1449273196-248456,hect,ecxtpacr,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,
2310-1449311117-260283,hect,ecxtpa,acdocptir,vo,fel,xecl,@n,twejar@x,wesj@,
2349-1449317114-272501,hect,ecxtpa,@docpt@rt,fo,fel,xeclt,@n,twejar@x,wesj@,
235-1449072800-22150,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,
2381-1449436669-398073,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
2409-1449402346-346639,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
243-1449247203-208367,hect,@xtp@r,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@,
2499-1449338661-304165,hect,ecxtpa,acdocptir,vo,fel,xecl,@,twejar@x,wesj@,
2551-1449326004-287721,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
266-1449093550-25487,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
28-1449324790-286141,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
2825-1450544748-725221,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,
2860-1449396166-339438,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@,twejar@x,wesj@,
2963-1449406967-357155,hect,ecxtpacr,acdocptirt,vor,vel,xecl,n,twicjacr@x,wesj@,
2964-1449427664-386189,hect,ecxtpac,acdocptirt,vo,fel,xeclt,@n,twejar@x,wesj@,
298-1449077585-29450,hect,ecxtpa,acdocptir,vor,vel,xecl,@n,twejar@x,wicsj@,
299-1449077410-29351,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wicsj@,
2998-1449408805-359741,hect,ecxtpa,acdocptir,vo,fel,xeclt,@n,twejar@x,wicsj@,
3041-1449410405-362899,hect,ecxtpar,acdocptirt,vor,vel,xeclt,@n,twejar@x,wesj@,
3054-1449432568-392340,hect,ecxtpacr,acdocptirt,for,fel,xeclt,n,twicjacr@x,wesj@,
3084-1449417923-374527,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@,
313-1449077932-31061,hect,ecxtpar,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@,
318-1449077686-30596,hect,ecxtpar,acdocptirt,fo,fel,xecl,@,twejar@x,wesj@,
3282-1449501747-431240,hect,ecxtpa,acdocptir,for,vel,xeclt,@n,twejar@x,wesj@,
333-1449079223-32746,hect,ecxtpa,acdocptir,fo,vel,xecl,@,twejar@x,wicsj@,
3354-1449517175-448692,hect,ecxtpac,@docpt@rt,vo,vel,xeclt,@n,twejar@x,wesj@,
3385-1450451261-715976,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
3419-1449532437-466218,hect,ecxtpacr,acdocptir,for,fel,xeclt,@n,twejar@x,wesj@,
3526-1452165480-863679,hect,ecxtpacr,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,
3944-1454352745-1226047,hect,ecxtpa,acdocptirt,fo,vel,xecl,n,twejar@x,wesj@,
3966-1449925080-607610,hect,ecxtpa,acdocptir,vo,fel,xecl,n,twejar@x,wesj@,
3984-1450771043-609263,hect,ecxtpac,acdocptir,fo,fel,xecl,n,twejar@x,wesj@,
4078-1449967089-628332,hect,ecxtpa,@docpt@rt,fo,vel,xecl,@n,twejar@x,wesj@,
4111-1449997985-632340,hect,ecxtpa,acdocptir,vo,vel,xecl,n,twejar@x,wicsj@,
4181-1451246062-794435,hect,ecxtpar,acdocptir,vor,fel,xecl,@n,twejar@x,wesj@,
420-1449305699-257007,hect,ecxtpar,acdocptirt,vo,vel,xeclt,@n,twejar@x,wesj@,
4357-1450260941-695122,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
4378-1450291758-702392,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,
4406-1450612949-739485,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,
4441-1450691237-750143,hect,ecxtpacr,@docpt@rt,for,vel,xeclt,@n,twejar@x,wesj@,
4504-1450905222-743542,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,
4616-1450702394-752511,hect,@xtpacr,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
4725-1451142347-786331,hect,ecxtpa,acdocptir,vor,vel,xecl,@n,twejar@x,wesj@,
4737-1451215556-791026,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,
4766-1451320815-801357,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@,
4895-1451511219-828655,hect,ecxtpa,acdocptirt,vor,vel,xecl,@n,twejar@x,wesj@,
4923-1453396218-836646,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wicsj@,
5153-1453227181-908828,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wicsj@,
5191-1453713293-918540,hect,ecxtpa,acdocptir,for,fel,xeclt,@n,twejar@x,wesj@,
5383-1454009502-971159,hect,ecxtpar,acdocptir,for,fel,xecl,@n,twejar@x,wesj@,
56-1449059451-4718,hect,ecxtpar,acdocptir,vo,vel,xecl,@,twejar@x,wesj@,
5655-1454015418-1028420,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,
5658-1454018666-1038475,hect,ecxtpa,acdocptir,for,fel,xecl,n,twejar@x,wesj@,
5669-1454405359-1015106,hect,ecxtpar,acdocptirt,for,vel,xecl,@n,twejar@x,wesj@,
6225-1454060799-1069954,hect,ecxtpa,@docpt@r,for,vel,xecl,@n,twejar@x,wicsj@,
6259-1454337077-1216535,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wicsj@,
6283-1454397777-1236674,hect,ecxtpa,acdocptir,vo,fel,xecl,@n,twicjacr@x,wesj@,
6556-1463069332-1549251,hect,ecxtpa,acdocptir,vo,vel,xecl,@n,twejar@x,wicsj@,
6944-1454515602-1283202,hect,ecxtpar,@docpt@r,fo,vel,xeclt,@n,twicjacr@x,wesj@,
7039-1454515362-1280522,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,
7055-1458851510-1705260,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
7140-1454516422-1284991,hect,ecxtpar,acdocptir,for,vel,xecl,@n,twejar@x,wesj@,
7168-1460975941-1770477,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
7257-1454964534-1395519,hect,ecxtpar,acdocptir,for,fel,xeclt,n,twejar@x,wesj@,
7275-1454602286-1330036,hect,ecxtpac,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,
7279-1454608253-1332342,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@,
7281-1454611025-1333453,hect,ecxtpa,acdocptir,vor,vel,xeclt,@n,twejar@x,wesj@,
7355-1454695620-1356982,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@,
7394-1454843585-1377740,hect,@xtp@r,acdocptir,vo,fel,xeclt,@n,twejar@x,wicsj@,
7436-1455052097-1407233,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
7440-1454890455-1387075,hect,ecxtpac,acdocptir,for,fel,xecl,@n,twejar@x,wesj@,
7470-1455008682-1399298,hect,ecxtpar,acdocptir,for,fel,xeclt,n,twejar@x,wesj@,
7661-1456433450-1522097,hect,ecxtpa,acdocptirt,for,fel,xeclt,n,twejar@x,wesj@,
7772-1455992403-1487117,hect,ecxtpacr,acdocptir,fo,fel,xeclt,@n,twicjacr@x,wesj@,
778-1455565035-1459438,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
7790-1456076756-1491372,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
7834-1456786115-1542500,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wicsj@,
7863-1456486393-1525014,hect,@xtp@r,acdocptirt,vo,fel,xeclt,@n,twejar@x,wicsj@,
7955-1456523571-1530232,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,
7961-1456567333-1531203,hect,ecxtpa,acdocptir,for,fel,xeclt,@n,twejar@x,wesj@,
8142-1457729180-1604366,hect,ecxtpa,acdocptir,vor,vel,xeclt,@n,twejar@x,wesj@,
8404-1457721072-1600229,hect,ecxtpa,acdocptir,vo,vel,xecl,n,twejar@x,wicsj@,
8604-1457951785-1630582,hect,ecxtpar,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
8674-1457953057-1634280,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
8763-1457982229-1652770,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,
8834-1458055512-1660160,hect,ecxtpacr,acdocptirt,fo,fel,xeclt,n,twejar@x,wicsj@,
8937-1458987052-1710420,hect,ecxtpa,acdocptir,vo,vel,xecl,n,twejar@x,wesj@,
8963-1458480250-1689293,hect,ecxtpa,@docpt@r,vor,vel,xecl,@n,twejar@x,wicsj@,
9007-1459775262-1707656,hect,ecxtpa,acdocptir,fo,vel,xecl,@,twejar@x,wesj@,
9238-1463082791-1810057,hect,ecxtpac,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,
9363-1462389334-1799518,hect,ecxtpar,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@,
9571-1463949728-1845635,hect,ecxtpa,acdocptir,for,vel,xeclt,@n,twejar@x,wesj@,
9623-1463763766-1834106,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
9753-1463939582-1844038,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,
9789-1464934664-2216176,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@,
9822-1464260322-1959684,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
9908-1464361697-2041701,hect,ecxtpac,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,
9935-1464108561-1855914,hect,ecxtpacr,acdocptir,fo,vel,xecl,@n,twicjacr@x,wesj@,
