15591-1464811446-2196786,hect,ecxtpa,acdocptirt,for,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
15737-1465510822-2288950,hect,ecxtpa,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
16209-1464373003-2057447,hect,ecxtpa,@docpt@r,vo,vel,xeclt,n,twejar@x,wicsj@,Groningen_and_Drenthe
16245-1465249292-2263807,hect,ecxtpar,acdocptir,vor,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
16266-1464423375-2079959,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
16334-1464127765-1895172,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
16451-1464479694-2112316,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@,twejar@x,wesj@,Groningen_and_Drenthe
16681-1465718982-2302671,hect,ecxtpa,acdocptirt,for,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
1669-1449165132-107838,hect,ecxtpa,acdocptirt,vo,fel,xecl,@,twejar@x,wicsj@,Groningen_and_Drenthe
16704-1465674692-2300977,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wicsj@,Groningen_and_Drenthe
16771-1466244922-2335031,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
1687-1449167583-116158,hect,ecxtpac,acdocptir,fo,fel,xeclt,n,twejar@x,wicsj@,Groningen_and_Drenthe
1707-1449560854-468040,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
17145-1472372631-2441928,hect,ecxtpa,acdocptirt,vo,vel,xecl,n,twejar@x,wesj@,Groningen_and_Drenthe
172-1449072296-20043,hect,ecxtpar,@docpt@rt,fo,vel,xecl,@n,twejar@x,wicsj@,Groningen_and_Drenthe
17227-1472373816-2450097,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wicsj@,Groningen_and_Drenthe
17301-1472374466-2453833,hect,ecxtpacr,acdocptir,vor,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
17402-1473100627-2483100,hect,ecxtpa,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
17416-1473618605-2485876,hect,ecxtpar,acdocptir,vor,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
17490-1474968972-2496994,hect,ecxtpar,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
1788-1449176590-140552,hect,ecxtpac,acdocptir,vo,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
1794-1449178383-143998,hect,@xtp@r,acdocptir,vo,fel,xeclt,n,twejar@x,wesj@,Groningen_and_Drenthe
1807-1449228778-187161,hect,ecxtpacr,acdocptirt,fo,vel,xeclt,n,twejar@x,wesj@,Groningen_and_Drenthe
1902-1449227673-185220,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
1944-1449217839-173796,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
203-1449073688-23851,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
2108-1450877783-710812,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
214-1449072429-21782,hect,ecxtpar,acdocptirt,vor,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
2200-1449273196-248456,hect,ecxtpacr,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
2310-1449311117-260283,hect,ecxtpa,acdocptir,vo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
2349-1449317114-272501,hect,ecxtpa,@docpt@rt,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
235-1449072800-22150,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
2381-1449436669-398073,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
2409-1449402346-346639,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
243-1449247203-208367,hect,@xtp@r,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@,Groningen_and_Drenthe
2499-1449338661-304165,hect,ecxtpa,acdocptir,vo,fel,xecl,@,twejar@x,wesj@,Groningen_and_Drenthe
2551-1449326004-287721,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
266-1449093550-25487,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
28-1449324790-286141,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
2825-1450544748-725221,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
2860-1449396166-339438,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@,twejar@x,wesj@,Groningen_and_Drenthe
2963-1449406967-357155,hect,ecxtpacr,acdocptirt,vor,vel,xecl,n,twicjacr@x,wesj@,Groningen_and_Drenthe
2964-1449427664-386189,hect,ecxtpac,acdocptirt,vo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
298-1449077585-29450,hect,ecxtpa,acdocptir,vor,vel,xecl,@n,twejar@x,wicsj@,Groningen_and_Drenthe
299-1449077410-29351,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wicsj@,Groningen_and_Drenthe
2998-1449408805-359741,hect,ecxtpa,acdocptir,vo,fel,xeclt,@n,twejar@x,wicsj@,Groningen_and_Drenthe
3041-1449410405-362899,hect,ecxtpar,acdocptirt,vor,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
3054-1449432568-392340,hect,ecxtpacr,acdocptirt,for,fel,xeclt,n,twicjacr@x,wesj@,Groningen_and_Drenthe
3084-1449417923-374527,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
313-1449077932-31061,hect,ecxtpar,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
318-1449077686-30596,hect,ecxtpar,acdocptirt,fo,fel,xecl,@,twejar@x,wesj@,Groningen_and_Drenthe
3282-1449501747-431240,hect,ecxtpa,acdocptir,for,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
333-1449079223-32746,hect,ecxtpa,acdocptir,fo,vel,xecl,@,twejar@x,wicsj@,Groningen_and_Drenthe
3354-1449517175-448692,hect,ecxtpac,@docpt@rt,vo,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
3385-1450451261-715976,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
3419-1449532437-466218,hect,ecxtpacr,acdocptir,for,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
3526-1452165480-863679,hect,ecxtpacr,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
3944-1454352745-1226047,hect,ecxtpa,acdocptirt,fo,vel,xecl,n,twejar@x,wesj@,Groningen_and_Drenthe
3966-1449925080-607610,hect,ecxtpa,acdocptir,vo,fel,xecl,n,twejar@x,wesj@,Groningen_and_Drenthe
3984-1450771043-609263,hect,ecxtpac,acdocptir,fo,fel,xecl,n,twejar@x,wesj@,Groningen_and_Drenthe
4078-1449967089-628332,hect,ecxtpa,@docpt@rt,fo,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
4111-1449997985-632340,hect,ecxtpa,acdocptir,vo,vel,xecl,n,twejar@x,wicsj@,Groningen_and_Drenthe
4181-1451246062-794435,hect,ecxtpar,acdocptir,vor,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
420-1449305699-257007,hect,ecxtpar,acdocptirt,vo,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
4357-1450260941-695122,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
4378-1450291758-702392,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
4406-1450612949-739485,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
4441-1450691237-750143,hect,ecxtpacr,@docpt@rt,for,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
4504-1450905222-743542,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
4616-1450702394-752511,hect,@xtpacr,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
4725-1451142347-786331,hect,ecxtpa,acdocptir,vor,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
4737-1451215556-791026,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
4766-1451320815-801357,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@,Groningen_and_Drenthe
4895-1451511219-828655,hect,ecxtpa,acdocptirt,vor,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
4923-1453396218-836646,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wicsj@,Groningen_and_Drenthe
5153-1453227181-908828,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wicsj@,Groningen_and_Drenthe
5191-1453713293-918540,hect,ecxtpa,acdocptir,for,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
5383-1454009502-971159,hect,ecxtpar,acdocptir,for,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
56-1449059451-4718,hect,ecxtpar,acdocptir,vo,vel,xecl,@,twejar@x,wesj@,Groningen_and_Drenthe
5655-1454015418-1028420,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
5658-1454018666-1038475,hect,ecxtpa,acdocptir,for,fel,xecl,n,twejar@x,wesj@,Groningen_and_Drenthe
5669-1454405359-1015106,hect,ecxtpar,acdocptirt,for,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
6225-1454060799-1069954,hect,ecxtpa,@docpt@r,for,vel,xecl,@n,twejar@x,wicsj@,Groningen_and_Drenthe
6259-1454337077-1216535,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wicsj@,Groningen_and_Drenthe
6283-1454397777-1236674,hect,ecxtpa,acdocptir,vo,fel,xecl,@n,twicjacr@x,wesj@,Groningen_and_Drenthe
6556-1463069332-1549251,hect,ecxtpa,acdocptir,vo,vel,xecl,@n,twejar@x,wicsj@,Groningen_and_Drenthe
6944-1454515602-1283202,hect,ecxtpar,@docpt@r,fo,vel,xeclt,@n,twicjacr@x,wesj@,Groningen_and_Drenthe
7039-1454515362-1280522,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
7055-1458851510-1705260,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
7140-1454516422-1284991,hect,ecxtpar,acdocptir,for,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
7168-1460975941-1770477,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
7257-1454964534-1395519,hect,ecxtpar,acdocptir,for,fel,xeclt,n,twejar@x,wesj@,Groningen_and_Drenthe
7275-1454602286-1330036,hect,ecxtpac,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
7279-1454608253-1332342,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
7281-1454611025-1333453,hect,ecxtpa,acdocptir,vor,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
7355-1454695620-1356982,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
7394-1454843585-1377740,hect,@xtp@r,acdocptir,vo,fel,xeclt,@n,twejar@x,wicsj@,Groningen_and_Drenthe
7436-1455052097-1407233,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
7440-1454890455-1387075,hect,ecxtpac,acdocptir,for,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
7470-1455008682-1399298,hect,ecxtpar,acdocptir,for,fel,xeclt,n,twejar@x,wesj@,Groningen_and_Drenthe
7661-1456433450-1522097,hect,ecxtpa,acdocptirt,for,fel,xeclt,n,twejar@x,wesj@,Groningen_and_Drenthe
7772-1455992403-1487117,hect,ecxtpacr,acdocptir,fo,fel,xeclt,@n,twicjacr@x,wesj@,Groningen_and_Drenthe
778-1455565035-1459438,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
7790-1456076756-1491372,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
7834-1456786115-1542500,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wicsj@,Groningen_and_Drenthe
7863-1456486393-1525014,hect,@xtp@r,acdocptirt,vo,fel,xeclt,@n,twejar@x,wicsj@,Groningen_and_Drenthe
7955-1456523571-1530232,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
7961-1456567333-1531203,hect,ecxtpa,acdocptir,for,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
8142-1457729180-1604366,hect,ecxtpa,acdocptir,vor,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
8404-1457721072-1600229,hect,ecxtpa,acdocptir,vo,vel,xecl,n,twejar@x,wicsj@,Groningen_and_Drenthe
8604-1457951785-1630582,hect,ecxtpar,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
8674-1457953057-1634280,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
8763-1457982229-1652770,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
8834-1458055512-1660160,hect,ecxtpacr,acdocptirt,fo,fel,xeclt,n,twejar@x,wicsj@,Groningen_and_Drenthe
8937-1458987052-1710420,hect,ecxtpa,acdocptir,vo,vel,xecl,n,twejar@x,wesj@,Groningen_and_Drenthe
8963-1458480250-1689293,hect,ecxtpa,@docpt@r,vor,vel,xecl,@n,twejar@x,wicsj@,Groningen_and_Drenthe
9007-1459775262-1707656,hect,ecxtpa,acdocptir,fo,vel,xecl,@,twejar@x,wesj@,Groningen_and_Drenthe
9238-1463082791-1810057,hect,ecxtpac,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
9363-1462389334-1799518,hect,ecxtpar,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
9571-1463949728-1845635,hect,ecxtpa,acdocptir,for,vel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
9623-1463763766-1834106,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
9753-1463939582-1844038,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
9789-1464934664-2216176,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
9822-1464260322-1959684,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,Groningen_and_Drenthe
9908-1464361697-2041701,hect,ecxtpac,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,Groningen_and_Drenthe
9935-1464108561-1855914,hect,ecxtpacr,acdocptir,fo,vel,xecl,@n,twicjacr@x,wesj@,Groningen_and_Drenthe
10015-1465414155-2278341,hect,ecxtpa,acdocptir,vo,vel,xecl,@n,twejar@x,wesj@,Limburg
10029-1466008208-2320678,hect,ecxtpar,acdocptir,vor,fel,xeclt,@n,twejar@x,wesj@,Limburg
10038-1465762744-2307907,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wicsj@,Limburg
10103-1464126363-1893256,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wicsj@,Limburg
10198-1465816839-2310334,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,Limburg
10234-1464114064-1877114,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Limburg
10241-1464790374-2189910,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,Limburg
10267-1464455410-2097882,hect,ecxtpar,acdocptir,fo,fel,xeclt,n,twejar@x,wesj@,Limburg
10295-1464276245-1971144,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Limburg
10678-1464206150-1860084,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@,Limburg
10815-1464159835-1898392,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wicsj@,Limburg
10873-1464121688-1887646,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@,Limburg
10988-1464179070-1911617,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Limburg
11135-1465204082-2246555,hect,ecxtpar,@docpt@r,vo,vel,xecl,@n,twejar@x,wesj@,Limburg
11196-1477162648-2515693,hect,ecxtpar,acdocptirt,for,fel,xeclt,@n,twejar@x,wicsj@,Limburg
11225-1464119499-1878734,hect,ecxtpar,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@,Limburg
11326-1464178271-1911136,hect,ecxtpac,acdocptirt,vo,vel,xeclt,n,twejar@x,wesj@,Limburg
11719-1464169877-1904481,hect,ecxtpa,acdocptirt,vo,fel,xeclt,@n,twejar@x,wesj@,Limburg
12170-1464534871-2125194,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Limburg
12187-1465044027-1907513,hect,ecxtpa,acdocptirt,vo,vel,xeclt,n,twejar@x,wesj@,Limburg
12279-1470566286-2422505,hect,ecxtpacr,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,Limburg
12292-1465134086-2240861,hect,ecxtpa,acdocptir,vo,vel,xecl,n,twejar@x,wesj@,Limburg
12308-1466456380-2350501,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Limburg
12535-1464187727-1918894,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Limburg
12960-1464206780-1939272,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wicsj@,Limburg
13066-1464207277-1935124,hect,ecxtpar,acdocptirt,vo,fel,xeclt,@n,twejar@x,wesj@,Limburg
13371-1464427520-2082920,hect,ecxtpar,acdocptirt,vo,vel,xeclt,@n,twejar@x,wesj@,Limburg
13627-1464338937-2013566,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wicsj@,Limburg
13969-1464263419-1960930,hect,ecxtpa,@docpt@r,for,vel,xeclt,@n,twejar@x,wesj@,Limburg
14111-1477307092-2516755,hect,ecxtpar,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,Limburg
14759-1464509961-2114558,hect,ecxtpa,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@,Limburg
14812-1465501817-2287184,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,Limburg
14976-1464806020-2194771,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wicsj@,Limburg
1499-1449158295-84280,hect,ecxtpar,acdocptir,vo,vel,xeclt,n,twejar@x,wesj@,Limburg
15101-1464942846-2217068,hect,ecxtpacr,acdocptir,fo,vel,xeclt,@,twicjacr@x,wesj@,Limburg
15579-1465496928-2286249,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wicsj@,Limburg
15588-1465203829-2245447,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,Limburg
15592-1465470645-2283143,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@,Limburg
1568-1450187010-685752,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,Limburg
15779-1464356524-2034311,hect,ecxtpar,acdocptirt,fo,vel,xecl,n,twejar@x,wesj@,Limburg
15781-1465022317-2229698,hect,ecxtpar,acdocptirt,vo,vel,xeclt,@n,twejar@x,wesj@,Limburg
15937-1466106019-2328927,hect,ecxtpa,acdocptir,vo,fel,xeclt,@n,twejar@x,wesj@,Limburg
15955-1464374173-2058684,hect,ecxtpar,acdocptir,vor,vel,xeclt,@n,twejar@x,wesj@,Limburg
15972-1464370985-2054290,hect,ecxtpa,acdocptirt,vor,fel,xeclt,@n,twejar@x,wicsj@,Limburg
16149-1464367893-2051010,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wicsj@,Limburg
16207-1464394201-2076655,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wicsj@,Limburg
16210-1464535688-2125337,hect,ecxtpar,acdocptirt,vo,fel,xeclt,n,twejar@x,wesj@,Limburg
16222-1464604206-2144625,hect,ecxtpa,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,Limburg
16307-1464130104-1891327,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Limburg
16311-1464117522-1880886,hect,ecxtpar,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,Limburg
16326-1464605998-2145049,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Limburg
16328-1464209798-1943238,hect,ecxtpar,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,Limburg
16495-1464466365-2106333,hect,ecxtpac,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,Limburg
165-1449072156-17107,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wicsj@,Limburg
16718-1465841983-2312223,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,Limburg
16938-1469363451-2410764,hect,@xtpac,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,Limburg
17089-1472932385-2481584,hect,ecxtpa,acdocptir,vo,vel,xecl,@n,twicjacr@x,wicsj@,Limburg
17126-1472373223-2446564,hect,ecxtpacr,acdocptirt,fo,vel,xeclt,n,twejar@x,wicsj@,Limburg
1726-1449171604-126242,hect,xtp@r,acdocptir,vo,vel,xecl,n,twejar@x,wesj@,Limburg
17282-1472374165-2451451,hect,ecxtpacr,acdocptir,for,vel,xecl,@n,twejar@x,wesj@,Limburg
