4895-1451575497-832227,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d,deodocracnt,Groningen_and_Drenthe
4923-1455303721-1435750,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Groningen_and_Drenthe
5153-1457517230-1567292,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recs,vacn,d@,deodocracnt,Groningen_and_Drenthe
5383-1454063369-1073530,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,vacn,d,deodocracnt,Groningen_and_Drenthe
5669-1454600224-1328915,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,d@od@racn,Groningen_and_Drenthe
6225-1454063492-1074069,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Groningen_and_Drenthe
6259-1455286338-1430871,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Groningen_and_Drenthe
7039-1454588067-1323537,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Groningen_and_Drenthe
7140-1454521719-1298411,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,vacn,d@,d@@docracnt,Groningen_and_Drenthe
7275-1456401084-1518806,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d,recs,facn,d@,d@@docracnt,Groningen_and_Drenthe
7470-1455108367-1402852,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d,recs,vacn,d@,deodocracnt,Groningen_and_Drenthe
7790-1456080193-1492046,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d,recs,facn,d,d@@docracnt,Groningen_and_Drenthe
7955-1463166443-1813011,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d,deodocracn,Groningen_and_Drenthe
7961-1456580698-1532443,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,vacn,d@,deodocracnt,Groningen_and_Drenthe
8404-1458302879-1677900,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,facn,d@,deodocracnt,Groningen_and_Drenthe
8674-1457954707-1638925,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Groningen_and_Drenthe
8763-1458206684-1672041,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,d@od@racnt,Groningen_and_Drenthe
8834-1458058266-1660966,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recs,vacn,d@,deodocracnt,Groningen_and_Drenthe
8937-1460648218-1762452,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,vacn,d@,deodocracn,Groningen_and_Drenthe
8963-1458485194-1689681,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recs,vacn,d@,d@od@racn,Groningen_and_Drenthe
9363-1462391755-1799836,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d,deodocracnt,Groningen_and_Drenthe
9789-1465022228-2229465,kocrt,na,hect,wil@rfecstein,vecrbruikt@,dris,d,recst,facn,d@,deodocracnt,Groningen_and_Drenthe
9935-1464219545-1952043,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recs,facn,d@,deodocracnt,Groningen_and_Drenthe
10015-1465416760-2278882,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Limburg
10038-1465798088-2309629,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,dicocdocracnt,Limburg
10241-1464792122-2190490,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
10267-1464460531-2101922,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,facn,d@,dicocdocracnt,Limburg
10295-1464287081-1983784,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,dicocdocracnt,Limburg
10873-1464181259-1912798,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
10988-1464181506-1913582,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,facn,d@,deodocracnt,Limburg
11719-1464610062-2146386,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
12535-1464199587-1930136,kocrt,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Limburg
13066-1464212643-1946914,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Limburg
13969-1464286480-1982060,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Limburg
14111-1477309816-2517067,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,vacn,d,deodocracnt,Limburg
15579-1469789221-2416181,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
15592-1465472931-2283542,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d,deodocracnt,Limburg
15779-1464358385-2037705,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Limburg
15781-1465026330-2230314,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Limburg
15972-1464425572-2081303,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,vacn,d@,deodocracn,Limburg
16149-1464381324-2067526,kocrt,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Limburg
16207-1464422735-2079484,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,facn,d,deodocracnt,Limburg
16210-1464712458-2129862,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d,d@@docracn,Limburg
16222-1464607296-2145295,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
16307-1464263234-1901758,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Limburg
16326-1464610083-2146263,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,facn,d@,deodocracn,Limburg
16495-1464468965-2107729,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recs,facn,d,deodocracnt,Limburg
16938-1469367379-2411071,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
17469-1474488334-2492230,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,facn,d,deodocracnt,Limburg
17777-1482062532-2543529,kocrt,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Limburg
1987-1450049375-662966,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Limburg
2339-1449580558-422009,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Limburg
2477-1450597097-724079,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d,deodocracnt,Limburg
2526-1457776068-1608817,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d,recs,facn,d@,deodocracnt,Limburg
2720-1449364980-328148,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Limburg
2981-1449948720-622973,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
3178-1449647077-521985,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Limburg
3318-1449512612-444334,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,facn,d,deodocracnt,Limburg
3594-1449683570-541521,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,deodocracn,Limburg
3677-1449672640-533453,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,facn,d,d@@docracn,Limburg
3733-1455230032-1427253,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d,deodocracnt,Limburg
3737-1455192735-1419996,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d,deodocracnt,Limburg
4502-1450732453-757740,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,d@@docracnt,Limburg
4642-1450789031-762766,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Limburg
4722-1451143430-786603,kocrt,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Limburg
4769-1451325103-803301,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,vacn,d,deodocracn,Limburg
4777-1451515602-829791,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Limburg
4782-1451328844-806198,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
4858-1451779889-842018,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,deodocracn,Limburg
5194-1453540406-921575,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracn,Limburg
5203-1453484883-919937,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d,deodocracnt,Limburg
5418-1454011472-1003507,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
5476-1454012646-1007131,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,vacn,d@,deodocracnt,Limburg
5728-1454061297-1070210,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Limburg
5900-1455446164-1449979,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Limburg
6178-1454052382-1061364,kocrt,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,facn,d,dicocdocracnt,Limburg
6499-1454442016-1251370,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,d@@docracnt,Limburg
6705-1454271966-1199471,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,facn,d@,dicocdocracnt,Limburg
6969-1455102249-1410460,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Limburg
6971-1454600723-1329169,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d,deodocracn,Limburg
7017-1457956797-1641473,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,vacn,d@,deodocracnt,Limburg
7183-1455616258-1343850,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d,recs,vacn,d@,deodocracn,Limburg
7202-1454615150-1335080,kocr,na,hect,wil@rfecstein,vecrbruikt@,dr@s,d@,recs,vacn,d@,deodocracn,Limburg
7358-1454701983-1360257,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,facn,d,deodocracnt,Limburg
7538-1455198974-1421434,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Limburg
7543-1455207305-1422983,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,vacn,d,deodocracn,Limburg
8132-1457631659-1572912,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Limburg
8289-1457726134-1602949,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Limburg
8295-1457977064-1605511,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
8392-1457725090-1602497,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d,recst,facn,d@,deodocracnt,Limburg
8490-1460315260-1756098,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracn,Limburg
8595-1457962645-1646427,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
8668-1458673826-1698321,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
8708-1457954081-1636713,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d,deodocracn,Limburg
8788-1457957404-1642681,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,facn,d,deodocracnt,Limburg
9006-1460799705-1765843,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
9096-1459552996-1725862,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Limburg
9109-1459942103-1744626,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Limburg
9111-1460036658-1748590,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Limburg
9114-1460036786-1745368,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracn,Limburg
9122-1459856479-1733017,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,vacn,d@,dicocdocracnt,Limburg
9128-1459887657-1741554,kocrt,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
9131-1459859714-1735057,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
9136-1459859539-1735181,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,d@od@racnt,Limburg
9140-1459860474-1735647,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d,deodocracnt,Limburg
9145-1459870632-1737243,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracn,Limburg
9157-1459874082-1739059,kocrt,na,hect,wil@rfecstein,vecrbruikt@,dris,d,recst,vacn,d,deodocracnt,Limburg
9161-1459956165-1745700,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
9164-1459879210-1740171,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Limburg
9175-1460205482-1753545,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recs,facn,d@,deodocracnt,Limburg
9179-1460139608-1752004,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d,deodocracnt,Limburg
9181-1460143434-1752398,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Limburg
9240-1460554895-1761424,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Limburg
9531-1464108332-1843150,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d,deodocracnt,Limburg
10442-1465981167-2317889,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
10609-1466105926-1900416,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
10895-1464279916-1974102,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
11791-1466163588-2331628,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracn,Oost_Overijsel-Gelderland
12145-1466104362-2328621,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
13104-1464304108-2005966,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
13285-1465072191-2236041,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,d@@docracnt,Oost_Overijsel-Gelderland
13452-1464612240-2147320,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
13550-1465928768-2316400,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,d@@docracnt,Oost_Overijsel-Gelderland
14656-1464341353-2016800,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,vacn,d,deodocracnt,Oost_Overijsel-Gelderland
14949-1464440245-2089991,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
14966-1464385764-2072442,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
15456-1464346179-2021967,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Oost_Overijsel-Gelderland
15474-1464525781-2121525,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Oost_Overijsel-Gelderland
15629-1464802188-2192866,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
16057-1464364370-2045676,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
16270-1464092127-1858787,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recs,facn,d@,deodocracn,Oost_Overijsel-Gelderland
16497-1464685185-2167883,kocrt,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Oost_Overijsel-Gelderland
16501-1464623331-2152006,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Oost_Overijsel-Gelderland
16505-1464544283-2128907,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d,deodocracn,Oost_Overijsel-Gelderland
1654-1449522961-456555,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d,deodocracnt,Oost_Overijsel-Gelderland
17518-1476865231-2509326,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
17700-1480113862-2533739,kocr,na,hect,wil@rfecstein,vecrbruikt@,dr@s,d@,recs,vacn,d@,d@@docracnt,Oost_Overijsel-Gelderland
2486-1449329063-289065,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d,deodocracn,Oost_Overijsel-Gelderland
2625-1452285330-872242,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
3060-1449666324-530909,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recs,vacn,d@,deodocracnt,Oost_Overijsel-Gelderland
309-1449235669-178079,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Oost_Overijsel-Gelderland
3377-1449689429-547515,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d,deodocracnt,Oost_Overijsel-Gelderland
3399-1449981308-549457,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
3583-1449677301-536710,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
4245-1450075609-665579,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d,d@od@racnt,Oost_Overijsel-Gelderland
4373-1450275722-698435,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
4424-1458131015-1667444,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
4444-1450601475-734826,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Oost_Overijsel-Gelderland
4495-1451313282-799351,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
4674-1450969971-774670,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
4937-1451770947-840652,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d,deodocracnt,Oost_Overijsel-Gelderland
5559-1454011793-997358,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
5598-1454103222-1124552,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Oost_Overijsel-Gelderland
5857-1457612711-1571223,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
6030-1454018102-1037111,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Oost_Overijsel-Gelderland
6077-1460577099-1761667,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
6308-1454423897-1244382,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,vacn,d@,deodocracnt,Oost_Overijsel-Gelderland
6545-1454276636-1202655,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d,recst,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
6796-1454361950-1232503,kocr,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recst,facn,d,deodocracnt,Oost_Overijsel-Gelderland
6930-1456498251-1527784,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracn,Oost_Overijsel-Gelderland
6968-1454525487-1301583,kocr,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recs,vacn,d@,deodocracnt,Oost_Overijsel-Gelderland
828-1449173839-133123,kocrt,na,hect,wil@rfecstein,vecrbruikt@,dris,d@,recst,facn,d@,deodocracn,Oost_Overijsel-Gelderland
8391-1462471483-1801567,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
8641-1458177641-1671250,kocrt,na,hect,wil@rfecstein,fecrbruikt@,dris,d@,recs,facn,d@,deodocracnt,Oost_Overijsel-Gelderland
