16266-1464422870-2079664,na,d@,toc,icn,d@,regc@n,far,d@,kacp@tein,blei,wecx,
16334-1464127739-1893927,na,d@,tocxt,n,d@,rex@,fart,d,kacpitein,blei,wecx,
16451-1464365369-2047769,na,d,tocx,icn,d,regc@n,var,d@,kacb@dein,blei,wecx,
16457-1464378722-2059462,na,d,tocxt,n,d,rex@,var,d,kacptein,blei,wecx,
16681-1465501807-2287360,na,d@,tocx,icn,d@,rex@,fart,d,kacpitein,blei,wecx,
1669-1449164062-104009,na,d@,tocx,n,d@,regc@n,fart,d,kacbidein,blei,wecx,
16704-1465672805-2300791,na,d@,tocx,icn,d,regc@n,var,d@,kacpitein,blei,wecx,
16726-1465938682-2317215,na,d@,tocxt,icn,d@,rex@,far,d@,kacpitein,blei,wecx,
16771-1466193840-2333983,na,d@,tocx,icn,d@,regc@,far,d@,kacpitein,blei,wecx,
1687-1449166872-112353,na,d@,toc,n,d@,regc@n,fart,d@,kacp@tein,blei,wecx,
1707-1449560151-467969,na,d@,tocxt,n,d,regc@n,fart,d,kacb@dein,blei,wecx,
17145-1472371924-2438779,na,d@,tocxt,n,d@,regc,fart,d,kacp@tein,blei,wecx,
172-1449071275-13471,na,d@,tocx,n,d@,regc@n,var,d@,kacptein,blei,wecx,
17227-1472373241-2444006,na,d@,tocx,icn,d,regc@,far,d@,kacpitein,blei,wecx,
17301-1472373890-2449174,na,d@,tocx,icn,d,regc@,var,d@,k@pitein,blei,wecx,
17402-1473099289-2483047,na,d@,tocx,icn,d@,rex@n,fart,d,kacpitein,blei,wecx,
17416-1473617956-2485822,na,d@,tocxt,n,d@,regcn,far,d@,kacptein,blei,wecx,
17490-1474968167-2496937,na,d@,tocx,icn,d@,regc,var,d@,kacptein,blei,wecx,
1788-1449175552-138239,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,
1794-1449176003-140180,na,d@,tocx,n,d@,regc@,far,d@,k@pitein,blei,wecx,
1807-1449178286-144774,na,d@,tocxt,n,d@,regc@n,var,d@,k@pitein,blei,wecx,
1902-1449189088-166189,na,d@,tocxt,n,d,regc@n,fart,d@,kacpitein,blei,wecx,
1944-1449217255-173151,na,d@,tocx,n,d,regcn,far,d,kacpitein,blei,wecx,
203-1449071737-16499,na,d@,toc,n,d@,rex@,far,d@,kacpitein,blei,wecx,
2108-1450213514-218083,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
214-1449071490-16950,na,d@,tocx,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,
2200-1449264358-236791,na,d,tocx,n,d,regc@n,var,d@,kacptein,blei,wecx,
2310-1449310451-259442,na,d@,tocx,n,d@,regc@,fart,d,kacpitein,blei,wecx,
2349-1449315623-269597,na,d,tocx,n,d@,regc@n,fart,d@,kacpitein,blei,wecx,
235-1449072417-20017,na,d@,tocxt,n,d@,rex@,far,d@,kacpitein,blei,wecx,
2381-1449315223-264931,na,d@,tocx,n,d@,regc@,var,d@,kacpitein,blei,wecx,
2409-1449314637-266935,na,d@,tocxt,n,d@,rex@,far,d@,kacpitein,blei,wecx,
243-1449244743-21050,na,d@,tocx,n,d@,regc@n,far,d@,k@pitein,blei,wecx,
2499-1449338134-288152,na,d@,tocx,n,d@,regc@,far,d,kacpitein,blei,wecx,
2551-1449324648-286512,na,d@,tocx,n,d@,rex@,fart,d,kacpitein,blei,wecx,
2572-1449331864-291105,na,d@,tocxt,n,d@,regcn,far,d,kacptein,blei,wecx,
266-1449073945-24358,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
28-1449002404-1824,na,d@,toc,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
2825-1450543462-333042,na,d@,tocx,n,d@,regc@n,var,d,kacp@tein,blei,wecx,
2860-1449395418-337073,na,d@,tocx,n,d@,rex@,var,d@,kacb@dein,blei,wecx,
2963-1449405504-352160,na,d@,tocx,n,d@,rex@n,far,d@,kacpitein,blei,wecx,
2964-1449405408-352988,na,d@,toc,n,d@,rex@n,far,d@,kacpitein,blei,wecx,
298-1449076515-27151,na,d@,tocx,n,d,regc@n,var,d@,kacb@dein,blei,wecx,
299-1449076429-27364,na,d@,tocx,n,d@,rex@n,fart,d,kacpitein,blei,wecx,
2998-1449407866-357257,na,d@,toc,n,d@,regc@n,var,d@,kacbidein,blei,wecx,
3041-1449410240-362072,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,
3054-1449412316-365276,na,d@,tocx,icn,d@,regcn,far,d@,kacpitein,blei,wecx,
3084-1449416967-372629,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx,
313-1449077566-28754,na,d@,tocx,n,d@,rex@,far,d@,kacptein,blei,wecx,
3172-1449433503-395162,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,
318-1449077038-29638,na,d@,tocx,n,d@,rex@,far,d@,kacp@tein,blei,wecx,
3282-1449501306-430225,na,d@,toc,n,d@,regc@n,vart,d,kacptein,blei,wecx,
333-1449078490-31929,na,d@,tocx,n,d@,rex@n,fart,d,kacpitein,blei,wecx,
3354-1449516274-447369,na,d@,toc,n,d@,regcn,var,d@,kacptein,blei,wecx,
3385-1450450350-455326,na,d@,tocxt,n,d@,regc@,far,d,kacptein,blei,wecx,
3419-1449532109-465776,na,d@,tocx,n,d@,regcn,var,d@,kacpitein,blei,wecx,
3526-1449595966-490979,na,d@,tocxt,n,d@,regc@n,var,d@,kacpitein,blei,wecx,
3944-1454352611-598916,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
3966-1449924601-606573,na,d@,tocxt,n,d@,regc@n,fart,d,kacb@dein,blei,wecx,
3984-1449926752-608990,na,d@,tocx,n,d@,regc@n,var,d@,kacbdein,blei,wecx,
4078-1449966154-627987,na,d@,tocxt,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,
4087-1450040366-629465,na,d@,tocx,n,d@,regc@n,var,d@,kacptein,blei,wecx,
4111-1449997441-631985,na,d@,toc,n,d@,regc@n,var,d@,k@pitein,blei,wecx,
4181-1450012198-642669,na,d@,tocx,n,d@,rexn,var,d@,kacptein,blei,wecx,
420-1449132829-53599,na,d@,tocx,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,
4357-1450260438-695052,na,d@,tocx,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
4378-1450291229-702195,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
4406-1450364503-708810,na,d@,tocx,n,d,regc@n,fart,d,kacbidein,blei,wecx,
4441-1450491321-720369,na,d@,tocx,n,d@,regc@n,far,d@,k@pitein,blei,wecx,
4504-1450613229-739587,na,d@,tocx,n,d@,regc@n,vart,d@,kacb@dein,blei,wecx,
4616-1450701207-752237,na,d,tocxt,icn,d@,rex@n,fart,d,kacpitein,blei,wecx,
4725-1451141929-786179,na,d@,tocx,n,d@,regc@,fart,d,kacbidein,blei,wecx,
4737-1451214723-790857,na,d@,tocxt,n,d@,regc@n,var,d,kacpitein,blei,wecx,
4766-1451319685-800587,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx,
4895-1451510239-828200,na,d@,toc,n,d,regc@,var,d@,kacpitein,blei,wecx,
4923-1451685598-836575,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
5153-1453226021-908758,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
5191-1453407929-916190,na,d@,tocxt,n,d@,regc@n,fart,d,kacpitein,blei,wecx,
5383-1454008410-943765,na,d@,tocxt,n,d@,rex@,far,d@,kacpitein,blei,wecx,
56-1449059179-4701,na,d@,tocx,n,d@,regc@n,var,d@,kacp@tein,blei,wecx,
5655-1454015034-1016740,na,d,toc,icn,d@,regcn,far,d,kacp@tein,blei,wecx,
5658-1454017336-1033239,na,d@,toc,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
5669-1454010852-970807,na,d@,tocx,n,d@,regc@n,far,d,kacptein,blei,wecx,
5674-1454008458-961964,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
6225-1454060103-1068990,na,d@,toc,n,d@,rex@,far,d,kacp@tein,blei,wecx,
6259-1454066121-1079122,na,d@,toc,icn,d@,regc@n,vart,d@,k@bidein,blei,wecx,
6283-1454069224-1084432,na,d@,tocx,n,d@,regc@n,far,d,kacp@tein,blei,wecx,
6556-1454174784-1151605,na,d,toc,n,d,regc@n,var,d@,kacp@tein,blei,wecx,
6944-1454514072-1269060,na,d@,toc,n,d@,regc@n,fart,d@,kacp@tein,blei,wecx,
7039-1454514161-1272711,na,d@,tocx,n,d@,regc@n,var,d@,kacbidein,blei,wecx,
7055-1458850771-1274120,na,d@,tocxt,n,d@,regc@n,vart,d,kacpitein,blei,wecx,
7140-1454514921-1277014,na,d@,tocx,n,d,regc@,far,d@,kacp@tein,blei,wecx,
7168-1460975246-1282729,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx,
7257-1454963529-1322668,na,d@,tocxt,n,d@,rex@n,far,d,kacpitein,blei,wecx,
7275-1454601633-1329247,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,
7279-1454607028-1331919,na,d@,tocxt,n,d@,regc@,far,d@,kacb@dein,blei,wecx,
7281-1454609217-1332700,na,d@,tocxt,n,d@,regc@,var,d@,kacpitein,blei,wecx,
7355-1454694992-1356715,na,d@,tocx,n,d@,regc@n,fart,d,kacpitein,blei,wecx,
7394-1454793730-1373537,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,
7436-1455037174-1385188,na,d@,tocxt,n,d@,rex@,fart,d,kacpitein,blei,wecx,
7440-1454888909-1386912,na,d@,tocxt,n,d@,regc@n,far,d,kacp@tein,blei,wecx,
7470-1455007554-1398934,na,d@,tocxt,n,d@,regc@n,vart,d,kacpitein,blei,wecx,
7661-1455632262-1463649,na,d@,tocx,n,d,regc@,fart,d,kacpitein,blei,wecx,
7772-1455991864-1487054,na,d,toc,n,d@,regcn,far,d@,kacpitein,blei,wecx,
778-1455226830-1426706,na,d@,tocxt,n,d@,rex@n,far,d@,kacp@tein,blei,wecx,
7790-1456076211-1491129,na,d@,tocxt,n,d@,regc@,fart,d@,kacpitein,blei,wecx,
7834-1456783633-1498858,na,d@,tocx,n,d@,regc@n,fart,d,kacpitein,blei,wecx,
7863-1456485834-1505225,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
7955-1456509019-1528983,na,d@,tocx,n,d@,regc@n,var,d@,kacp@tein,blei,wecx,
7961-1456566187-1531124,na,d@,tocx,n,d,regc@n,far,d@,kacpitein,blei,wecx,
8142-1457654751-1574057,na,d@,tocxt,n,d@,rex@n,fart,d,kacpitein,blei,wecx,
8404-1457714244-1583584,na,d@,tocx,n,d,regc@n,var,d@,kacb@dein,blei,wecx,
8604-1457951340-1624677,na,d@,tocxt,n,d@,regc@n,far,d@,kacptein,blei,wecx,
8674-1457952301-1627064,na,d@,toc,n,d@,rex@n,var,d@,kacptein,blei,wecx,
8763-1457952193-1631841,na,d@,tocx,n,d,regc@n,var,d@,kacbidein,blei,wecx,
8834-1458054764-1659869,na,d@,tocx,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
8937-1458986343-1710097,na,d@,tocx,icn,d@,regc@,far,d@,kacpitein,blei,wecx,
8963-1458479704-1689248,na,d@,tocx,n,d@,regc@n,var,d@,kacb@dein,blei,wecx,
9007-1458735416-1701019,na,d@,toc,n,d,regc@n,far,d@,kacbidein,blei,wecx,
9238-1460838677-1767053,na,d@,tocxt,icn,d@,regc@n,vart,d@,kacb@dein,blei,wecx,
9350-1462552399-1796207,na,d@,tocxt,icn,d@,regc@,fart,d@,kacptein,blei,wecx,
9363-1462367544-1798907,na,d@,tocxt,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,
9396-1462889588-1804982,na,d@,tocxt,icn,d@,rex@n,fart,d@,kacpitein,blei,wecx,
9571-1463949193-1831571,na,d,toc,n,d@,regcn,var,d@,kacb@dein,blei,wecx,
9623-1463763036-1834050,na,d@,tocx,icn,d@,rex@,fart,d,kacp@tein,blei,wecx,
9753-1463938875-1842093,na,d@,tocxt,icn,d@,rex@n,far,d,kacb@dein,blei,wecx,
9789-1464933885-2213361,na,d@,tocx,icn,d,regc@n,vart,d,kacpitein,blei,wecx,
9822-1464259662-1957037,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx,
9908-1464109975-1872531,na,d@,tocx,icn,d@,regc@,fart,d,kacp@tein,blei,wecx,
9935-1464014948-1848861,na,d@,tocx,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,
