5476-1454008649-959994,na,d@,toc,n,d@,rex@n,far,d@,kacpitein,blei,wecx,
5486-1454008572-954606,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx,
5664-1454008397-959483,na,d@,tocxt,n,d@,regc,far,d,kacpitein,blei,wecx,
5728-1454057760-1063346,na,d@,tocx,n,d@,regc@n,fart,d@,kacptein,blei,wecx,
5882-1454010879-972895,na,d@,tocxt,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,
5900-1454009379-976426,na,d@,tocxt,n,d,rex@,far,d@,kacb@dein,blei,wecx,
5981-1454011906-1005324,na,d@,tocxt,n,d@,regc@n,vart,d,kacpitein,blei,wecx,
6150-1454028476-1054251,na,d@,tocxt,n,d@,rex@n,fart,d,kacpitein,blei,wecx,
6178-1454049835-1058909,na,d@,tocxt,n,d@,regc@,var,d@,kacbidein,blei,wecx,
6187-1454087208-1107746,na,d@,tocx,n,d@,rex@,far,d@,kacpitein,blei,wecx,
6352-1454082128-1100504,na,d@,toc,n,d@,regc@,var,d@,kacptein,blei,wecx,
6377-1454086543-1107145,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
6420-1454096563-1116978,na,d@,tocxt,n,d,regcn,vart,d@,kacb@dein,blei,wecx,
6499-1454143428-1135752,na,d@,tocxt,n,d@,regcn,far,d@,kacp@tein,blei,wecx,
6562-1454177331-1154260,na,d,tocxt,n,d@,regc@n,var,d,kacpitein,blei,wecx,
6628-1454238355-1169273,na,d@,tocx,n,d@,regc@n,var,d@,kacb@dein,blei,wecx,
6676-1454262851-1186538,na,d@,tocxt,n,d@,regc@,far,d@,kacbidein,blei,wecx,
6679-1454263051-1186866,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,
6705-1454268996-1196031,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx,
6813-1454366501-1234588,na,d@,tocx,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,
6875-1454450222-1255538,na,d@,tocx,n,d@,regc@,fart,d,kacpitein,blei,wecx,
6969-1454514350-1270055,na,d@,tocx,n,d@,regc@n,var,d@,kacb@dein,blei,wecx,
6971-1454521424-1270479,na,d,toc,n,d@,regc,var,d,kacptein,blei,wecx,
7017-1454516148-1284072,na,d@,tocx,n,d@,rex@n,far,d@,kacb@dein,blei,wecx,
7062-1454515170-1274499,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,
7074-1454514287-1274519,na,d@,toc,n,d@,regc@n,vart,d@,kacbidein,blei,wecx,
7091-1454604612-1331404,na,d,toc,n,d@,regcn,var,d@,kacb@dein,blei,wecx,
7103-1455013602-1276451,na,d@,toc,n,d@,regcn,far,d@,kacptein,blei,wecx,
7113-1454514734-1277460,na,d,tocxt,n,d@,regc@n,vart,d,kacp@tein,blei,wecx,
7183-1454519724-1294012,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,
7202-1454529862-1302763,na,d,toc,n,d@,rex@,far,d,kacb@dein,blei,wecx,
7358-1454698936-1358272,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx,
7528-1455145393-1418370,na,d,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,
7538-1455194342-1420276,na,d@,tocxt,n,d@,regc@,fart,d,kacpitein,blei,wecx,
7543-1455196108-1420748,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx,
7545-1455201183-1421748,na,d,tocx,icn,d,regc@,fart,d@,kacpitein,blei,wecx,
7791-1456079550-1491982,na,d@,tocx,n,d@,regc@n,far,d@,kacbidein,blei,wecx,
7861-1456255341-1504717,na,d@,toc,n,d@,regc@,far,d@,kacpitein,blei,wecx,
7922-1456389998-1518175,na,d@,tocx,n,d@,regc@n,far,d,kacp@tein,blei,wecx,
7980-1456611947-1535565,na,d,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
8132-1457613622-1571431,na,d@,toc,n,d@,regc@,far,d,kacp@tein,blei,wecx,
8236-1457783499-1577310,na,d@,tocxt,n,d@,regc@,far,d@,kacbidein,blei,wecx,
8289-1457714502-1580566,na,d@,toc,n,d@,regc@,fart,d@,kacptein,blei,wecx,
8295-1457713855-1579297,na,d@,tocx,n,d@,regc@,fart,d@,kacpitein,blei,wecx,
8392-1457714370-1582566,na,d@,tocxt,n,d@,regc@,var,d@,kacp@tein,blei,wecx,
8490-1457719579-1598477,na,d@,toc,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,
8595-1457906214-1623512,na,d@,tocxt,n,d@,regc@n,fart,d,kacp@tein,blei,wecx,
8668-1457953039-1626837,na,d@,toc,n,d@,regc,fart,d@,kacb@dein,blei,wecx,
8708-1457951490-1627894,na,d@,tocxt,n,d,regcn,vart,d,kacpitein,blei,wecx,
8788-1457954929-1638196,na,d@,toc,n,d@,regc@,fart,d,kacpitein,blei,wecx,
8823-1457992259-1655734,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
8877-1463054403-1671122,na,d@,tocxt,icn,d@,rex@,fart,d,kacpitein,blei,wecx,
9006-1458731981-1700657,na,d@,tocxt,n,d@,regcn,var,d@,kacp@tein,blei,wecx,
9058-1459117756-1715885,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx,
9096-1459547683-1725545,na,d@,tocx,icn,d@,regc@n,far,d@,kacp@tein,blei,wecx,
9109-1459848578-1730366,na,d@,tocxt,icn,d@,regc@,var,d@,kacb@dein,blei,wecx,
9111-1459849414-1730478,na,d@,tocx,icn,d@,regcn,var,d@,k@bidein,blei,wecx,
9114-1459855394-1730639,na,d@,tocxt,icn,d@,regc@n,var,d@,kacb@dein,blei,wecx,
9117-1459882788-1741012,na,d@,tocxt,icn,d@,regcn,far,d@,kacbidein,blei,wecx,
9120-1459852034-1731149,na,d@,tocx,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,
9122-1459853457-1731257,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
9128-1459853986-1731556,na,d@,tocx,icn,d@,regc@,var,d,kacpitein,blei,wecx,
9131-1459855634-1731933,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx,
9132-1459854457-1732071,na,d@,tocx,icn,d@,regcn,far,d,kacptein,blei,wecx,
9135-1459856171-1732964,na,d@,tocxt,icn,d@,rex@n,var,d@,kacp@tein,blei,wecx,
9136-1459856426-1733240,na,d@,tocx,icn,d,regc@,var,d@,kacptein,blei,wecx,
9140-1459857815-1734068,na,d,tocxt,n,d,regc@,fart,d@,kacpitein,blei,wecx,
9141-1459858336-1734394,na,d@,toc,icn,d@,regc@n,var,d,kacb@dein,blei,wecx,
9143-1459860212-1735399,na,d@,toc,n,d@,regc@n,far,d@,kacbidein,blei,wecx,
9144-1459862419-1736300,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx,
9145-1459862502-1736354,na,d@,tocx,icn,d,regc@,far,d@,k@bidein,blei,wecx,
9157-1459868680-1738067,na,d@,tocx,icn,d@,regc@,far,d@,kacpitein,blei,wecx,
9161-1459874200-1738809,na,d@,tocx,icn,d@,regc@,far,d@,kacpitein,blei,wecx,
9164-1459875073-1739462,na,d@,tocxt,icn,d@,regc@n,fart,d@,kacpitein,blei,wecx,
9175-1459891390-1741929,na,d,tocxt,icn,d@,regc@,var,d,kacptein,blei,wecx,
9179-1459901507-1742923,na,d@,tocx,icn,d@,rex,var,d,kacp@tein,blei,wecx,
9181-1459943734-1744918,na,d@,tocxt,icn,d@,regc@n,fart,d,kacptein,blei,wecx,
9188-1459981399-1747361,na,d@,tocxt,icn,d@,regc@,fart,d,kacptein,blei,wecx,
9240-1460551028-1760967,na,d@,tocxt,icn,d@,regc@,far,d,kacptein,blei,wecx,
9254-1460743561-1765415,na,d@,tocxt,icn,d@,regc@n,vart,d@,kacpitein,blei,wecx,
9301-1461528440-1783627,na,d@,tocxt,icn,d@,regc@n,var,d@,kacb@dein,blei,wecx,
9531-1463917869-1830616,na,d@,tocx,n,d@,regc@n,var,d,kacb@dein,blei,wecx,
9669-1463951362-1845892,na,d@,tocxt,icn,d,regc@n,far,d,kacp@tein,blei,wecx,
9726-1464120255-1884027,na,d@,tocxt,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,
9888-1465597052-2296257,na,d@,tocx,icn,d@,regc@n,fart,d@,kpitein,blei,wecx,
9925-1464125858-1890289,na,d@,tocx,icn,d@,regc@n,vart,d,kacbidein,blei,wecx,
