2849-1449405041-336234,na,d@,tocx,n,d@,regc@n,far,d@,kacbidein,blei,wecx,
2982-1449406518-354153,na,d@,tocxt,n,d@,regc@n,var,d@,kacp@tein,blei,wecx,
3060-1449412437-365891,na,d,tocxt,n,d,regc@n,far,d,kacpitein,blei,wecx,
309-1449076821-28222,na,d,tocx,n,d@,rex@,far,d@,kacpitein,blei,wecx,
3377-1449531385-465478,na,d@,tocx,n,d@,regc@,far,d@,k@pitein,blei,wecx,
3399-1449524522-459505,na,d@,tocx,n,d@,regc@n,fart,d@,kacpitein,blei,wecx,
3428-1449557829-467115,na,d@,tocxt,n,d,rex@n,fart,d@,kacpitein,blei,wecx,
3437-1449563759-469059,na,d@,tocxt,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,
3477-1449583186-479278,na,d@,tocx,n,d,regcn,far,d@,kacp@tein,blei,wecx,
3583-1449603338-501446,na,d@,tocx,n,d@,regc@,var,d,kacbidein,blei,wecx,
3601-1449606440-506525,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx,
3702-1449668472-532234,na,d@,tocx,n,d@,regcn,fart,d@,kacp@tein,blei,wecx,
3748-1449692841-550625,na,d@,toc,n,d@,rex@n,fart,d@,kacbdein,blei,wecx,
3823-1449751035-566523,na,d@,tocxt,n,d@,rex@n,vart,d@,kacp@tein,blei,wecx,
3857-1449775820-576626,na,d@,tocx,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,
3872-1449784809-580447,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
3964-1449924010-606445,na,d@,tocx,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,
3975-1449924997-607540,na,d@,toc,n,d@,rex@,fart,d,kacpitein,blei,wecx,
4012-1449933177-613515,na,d@,tocxt,n,d@,regc@n,far,d@,kacbidein,blei,wecx,
4028-1449935191-616079,na,d@,tocx,icn,d@,rex@n,far,d@,kacbidein,blei,wecx,
4245-1450040155-658434,na,d@,tocxt,n,d@,rex@n,far,d@,kacptein,blei,wecx,
4373-1450272474-697631,na,d,tocxt,n,d,rex@n,far,d@,kacptein,blei,wecx,
4424-1450450407-714999,na,d@,tocx,n,d,regc@n,var,d@,kacbidein,blei,wecx,
4444-1450519642-721006,na,d@,toc,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
4495-1450590164-732996,na,d@,toc,n,d@,regcn,fart,d@,kacptein,blei,wecx,
4674-1450945446-773187,na,d@,tocxt,n,d@,rex@n,fart,d,kacpitein,blei,wecx,
4844-1451381212-813391,na,d@,tocx,n,d,regc@n,far,d,k@pitein,blei,wecx,
4907-1452285852-872470,na,d@,toc,n,d@,regc@n,var,d@,kacb@dein,blei,wecx,
4926-1451776794-841694,na,d@,toc,n,d@,regc@n,far,d,kacp@tein,blei,wecx,
4937-1451750358-839440,na,d@,tocx,n,d@,regc@n,var,d@,kacpitein,blei,wecx,
507-1450197242-688031,na,d@,toc,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,
5330-1454019659-941166,na,d@,tocx,n,d@,rex@n,far,d@,kacpitein,blei,wecx,
5353-1454009354-950074,na,d@,toc,n,d@,rex@,fart,d,kacpitein,blei,wecx,
5363-1454010378-973611,na,d@,tocx,n,d,regc@n,far,d@,kacbidein,blei,wecx,
5516-1454008722-963714,na,d@,tocxt,n,d@,regc@n,vart,d@,kacpitein,blei,wecx,
5534-1454055099-1062806,na,d@,toc,n,d@,regc@n,fart,d,k@pitein,blei,wecx,
5538-1454008565-952634,na,d,tocxt,n,d@,rex@,fart,d@,kacpitein,blei,wecx,
5559-1454008471-953304,na,d@,tocx,n,d,regc@,far,d@,kacpitein,blei,wecx,
5598-1454015208-1025594,na,d@,toc,n,d@,regc,far,d,kacp@tein,blei,wecx,
5645-1454012561-1010956,na,d@,tocx,n,d@,rex@n,far,d,kacpitein,blei,wecx,
5762-1454599161-1328259,na,d@,tocx,n,d@,rex@n,far,d@,kacpitein,blei,wecx,
5812-1454008528-961381,na,d@,tocxt,n,d@,rex@n,var,d@,kacpitein,blei,wecx,
5857-1454009314-966567,na,d@,tocxt,n,d@,regc@,far,d@,kacp@tein,blei,wecx,
5945-1454072110-988266,na,d@,toc,n,d@,regc@,far,d@,kacpitein,blei,wecx,
6030-1454014736-1021898,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
6077-1454018630-1037540,na,d@,tocxt,n,d@,rex@n,far,d,kacpitein,blei,wecx,
6098-1454019216-1042034,na,d@,tocxt,n,d@,regcn,far,d@,kacp@tein,blei,wecx,
6111-1454020256-1043945,na,d@,tocx,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,
6198-1454055470-1063552,na,d@,tocx,n,d@,regc@n,var,d@,kacb@dein,blei,wecx,
6216-1454058431-1067515,na,d@,tocxt,n,d@,regc@n,fart,d@,kacp@tein,blei,wecx,
6271-1454352013-1225468,na,d@,tocxt,n,d@,rex@n,var,d@,k@bidein,blei,wecx,
6293-1454071072-1086420,na,d@,tocx,n,d@,rex@,var,d@,kacpitein,blei,wecx,
6308-1454074154-1090675,na,d@,tocx,n,d@,regc@,fart,d,kacp@tein,blei,wecx,
6458-1454103724-1125442,na,d@,tocxt,n,d@,rex@,far,d@,kacp@tein,blei,wecx,
6514-1454149889-1140104,na,d@,tocx,n,d@,regc@,far,d@,kacptein,blei,wecx,
6535-1454161636-1146321,na,d@,tocx,n,d@,regc@,var,d@,kacb@dein,blei,wecx,
6545-1454168772-1148910,na,d@,tocx,n,d,regc@n,fart,d,k@pitein,blei,wecx,
6567-1454179112-1156165,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx,
6579-1454253599-1181003,na,d@,tocx,n,d@,regc@n,far,d@,kacbidein,blei,wecx,
6639-1454361574-1225649,na,d@,tocx,n,d@,regc@n,fart,d@,kacpitein,blei,wecx,
6796-1454356641-1229103,na,d@,tocxt,icn,d@,regc@,far,d,kacpitein,blei,wecx,
6804-1454361147-1231611,na,d@,tocx,n,d@,regc,var,d@,kacptein,blei,wecx,
6824-1454408149-1239968,na,d@,tocxt,n,d@,regc@,far,d@,kacpitein,blei,wecx,
6835-1454419627-1243176,na,d@,tocx,n,d@,regc@n,fart,d,kacpitein,blei,wecx,
6849-1454436096-1247496,na,d@,tocxt,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,
6911-1454513451-1266554,na,d@,tocx,n,d@,rex@n,var,d@,kacp@tein,blei,wecx,
6930-1456267087-1267225,na,d@,tocxt,n,d@,regc@n,fart,d,k@pitein,blei,wecx,
6968-1454516374-1269623,na,d@,tocx,n,d@,regc@n,fart,d@,kacptein,blei,wecx,
7244-1454570884-1319105,na,d@,tocxt,n,d@,regc@,fart,d,kacpitein,blei,wecx,
7277-1454609948-1330480,na,d,tocx,n,d@,regc@n,fart,d,kacptein,blei,wecx,
7420-1454859767-1381370,na,d@,toc,n,d@,rex@,var,d,kacptein,blei,wecx,
7484-1455035460-1404143,na,d@,toc,n,d@,regc@,fart,d,kacb@dein,blei,wecx,
7874-1456264004-1508292,na,d@,tocx,n,d@,regc@n,far,d@,kacpitein,blei,wecx,
8004-1456770880-1540887,na,d@,tocx,n,d@,regc@n,var,d@,kacpitein,blei,wecx,
828-1449170119-120276,na,d@,tocx,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,
8302-1457779696-1578547,na,d@,toc,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,
83-1449217597-7423,na,d@,tocx,n,d,regc@n,far,d@,kacp@tein,blei,wecx,
8391-1457714244-1583052,na,d@,tocx,n,d@,rex@n,far,d@,kacpitein,blei,wecx,
8466-1458462279-1687961,na,d@,tocx,n,d@,regcn,far,d@,kacptein,blei,wecx,
8529-1457777105-1609141,na,d@,toc,icn,d@,regc@,far,d@,k@pitein,blei,wecx,
8601-1457951283-1624635,na,d@,toc,n,d@,regc@n,var,d@,kacpitein,blei,wecx,
8641-1457952149-1626363,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx,
8654-1457951763-1626357,na,d@,tocx,n,d,regc@n,far,d@,kacpitein,blei,wecx,
8804-1457965766-1648291,na,d@,tocxt,n,d@,regc@,fart,d,kacpitein,blei,wecx,
8832-1458049939-1659321,na,d@,tocx,n,d@,regc@n,fart,d,kacp@tein,blei,wecx,
8845-1458072794-1663684,na,d@,tocx,icn,d@,rex@,far,d@,k@pitein,blei,wecx,
9073-1459342590-1720578,na,d@,tocxt,icn,d@,rex@,far,d@,kacptein,blei,wecx,
9076-1459356791-1720905,na,d@,tocx,n,d@,regc@n,far,d,kacp@tein,blei,wecx,
9220-1460308239-1756043,na,d@,tocxt,icn,d@,regc@,far,d@,kacptein,blei,wecx,
9299-1461516468-1782102,na,d@,tocxt,icn,d@,regc@n,var,d@,kacpitein,blei,wecx,
9415-1462963010-1806137,na,d@,tocxt,icn,d@,regc@,far,d,kacpitein,blei,wecx,
9486-1463337565-1818022,na,d,tocx,icn,d@,regc@n,fart,d,kacbidein,blei,wecx,
9561-1463750333-1831727,na,d,tocxt,n,d,regc@n,var,d@,kacptein,blei,wecx,
9593-1463748020-1831390,na,d@,tocx,icn,d@,rex@n,far,d@,kacpitein,blei,wecx,
9910-1464026491-1850949,na,d@,tocxt,n,d@,regc@,far,d@,kacp@tein,blei,wecx,
9988-1464634084-1850767,na,d@,tocxt,n,d,regc@n,var,d@,kacp@tein,blei,wecx,
