243-1449244743-21050,na,d@,tocx,n,d@,regc@n,far,d@,k@pitein,blei,wecx,Groningen_and_Drenthe
2499-1449338134-288152,na,d@,tocx,n,d@,regc@,far,d,kacpitein,blei,wecx,Groningen_and_Drenthe
2551-1449324648-286512,na,d@,tocx,n,d@,rex@,fart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
2572-1449331864-291105,na,d@,tocxt,n,d@,regcn,far,d,kacptein,blei,wecx,Groningen_and_Drenthe
266-1449073945-24358,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
28-1449002404-1824,na,d@,toc,n,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
2825-1450543462-333042,na,d@,tocx,n,d@,regc@n,var,d,kacp@tein,blei,wecx,Groningen_and_Drenthe
2860-1449395418-337073,na,d@,tocx,n,d@,rex@,var,d@,kacb@dein,blei,wecx,Groningen_and_Drenthe
2963-1449405504-352160,na,d@,tocx,n,d@,rex@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
2964-1449405408-352988,na,d@,toc,n,d@,rex@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
298-1449076515-27151,na,d@,tocx,n,d,regc@n,var,d@,kacb@dein,blei,wecx,Groningen_and_Drenthe
299-1449076429-27364,na,d@,tocx,n,d@,rex@n,fart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
2998-1449407866-357257,na,d@,toc,n,d@,regc@n,var,d@,kacbidein,blei,wecx,Groningen_and_Drenthe
3041-1449410240-362072,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
3054-1449412316-365276,na,d@,tocx,icn,d@,regcn,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
3084-1449416967-372629,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
313-1449077566-28754,na,d@,tocx,n,d@,rex@,far,d@,kacptein,blei,wecx,Groningen_and_Drenthe
3172-1449433503-395162,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
318-1449077038-29638,na,d@,tocx,n,d@,rex@,far,d@,kacp@tein,blei,wecx,Groningen_and_Drenthe
3282-1449501306-430225,na,d@,toc,n,d@,regc@n,vart,d,kacptein,blei,wecx,Groningen_and_Drenthe
333-1449078490-31929,na,d@,tocx,n,d@,rex@n,fart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
3354-1449516274-447369,na,d@,toc,n,d@,regcn,var,d@,kacptein,blei,wecx,Groningen_and_Drenthe
3385-1450450350-455326,na,d@,tocxt,n,d@,regc@,far,d,kacptein,blei,wecx,Groningen_and_Drenthe
3419-1449532109-465776,na,d@,tocx,n,d@,regcn,var,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
3526-1449595966-490979,na,d@,tocxt,n,d@,regc@n,var,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
3944-1454352611-598916,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
3966-1449924601-606573,na,d@,tocxt,n,d@,regc@n,fart,d,kacb@dein,blei,wecx,Groningen_and_Drenthe
3984-1449926752-608990,na,d@,tocx,n,d@,regc@n,var,d@,kacbdein,blei,wecx,Groningen_and_Drenthe
4078-1449966154-627987,na,d@,tocxt,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,Groningen_and_Drenthe
4087-1450040366-629465,na,d@,tocx,n,d@,regc@n,var,d@,kacptein,blei,wecx,Groningen_and_Drenthe
4111-1449997441-631985,na,d@,toc,n,d@,regc@n,var,d@,k@pitein,blei,wecx,Groningen_and_Drenthe
4181-1450012198-642669,na,d@,tocx,n,d@,rexn,var,d@,kacptein,blei,wecx,Groningen_and_Drenthe
420-1449132829-53599,na,d@,tocx,n,d@,regc@n,far,d@,kacp@tein,blei,wecx,Groningen_and_Drenthe
4357-1450260438-695052,na,d@,tocx,n,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
4378-1450291229-702195,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
4406-1450364503-708810,na,d@,tocx,n,d,regc@n,fart,d,kacbidein,blei,wecx,Groningen_and_Drenthe
4441-1450491321-720369,na,d@,tocx,n,d@,regc@n,far,d@,k@pitein,blei,wecx,Groningen_and_Drenthe
4504-1450613229-739587,na,d@,tocx,n,d@,regc@n,vart,d@,kacb@dein,blei,wecx,Groningen_and_Drenthe
4616-1450701207-752237,na,d,tocxt,icn,d@,rex@n,fart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
4725-1451141929-786179,na,d@,tocx,n,d@,regc@,fart,d,kacbidein,blei,wecx,Groningen_and_Drenthe
4737-1451214723-790857,na,d@,tocxt,n,d@,regc@n,var,d,kacpitein,blei,wecx,Groningen_and_Drenthe
4766-1451319685-800587,na,d@,tocxt,n,d@,regc@n,fart,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
4895-1451510239-828200,na,d@,toc,n,d,regc@,var,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
4923-1451685598-836575,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
5153-1453226021-908758,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
5191-1453407929-916190,na,d@,tocxt,n,d@,regc@n,fart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
5383-1454008410-943765,na,d@,tocxt,n,d@,rex@,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
56-1449059179-4701,na,d@,tocx,n,d@,regc@n,var,d@,kacp@tein,blei,wecx,Groningen_and_Drenthe
5655-1454015034-1016740,na,d,toc,icn,d@,regcn,far,d,kacp@tein,blei,wecx,Groningen_and_Drenthe
5658-1454017336-1033239,na,d@,toc,n,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
5669-1454010852-970807,na,d@,tocx,n,d@,regc@n,far,d,kacptein,blei,wecx,Groningen_and_Drenthe
5674-1454008458-961964,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
6225-1454060103-1068990,na,d@,toc,n,d@,rex@,far,d,kacp@tein,blei,wecx,Groningen_and_Drenthe
6259-1454066121-1079122,na,d@,toc,icn,d@,regc@n,vart,d@,k@bidein,blei,wecx,Groningen_and_Drenthe
6283-1454069224-1084432,na,d@,tocx,n,d@,regc@n,far,d,kacp@tein,blei,wecx,Groningen_and_Drenthe
6556-1454174784-1151605,na,d,toc,n,d,regc@n,var,d@,kacp@tein,blei,wecx,Groningen_and_Drenthe
6944-1454514072-1269060,na,d@,toc,n,d@,regc@n,fart,d@,kacp@tein,blei,wecx,Groningen_and_Drenthe
7039-1454514161-1272711,na,d@,tocx,n,d@,regc@n,var,d@,kacbidein,blei,wecx,Groningen_and_Drenthe
7055-1458850771-1274120,na,d@,tocxt,n,d@,regc@n,vart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
7140-1454514921-1277014,na,d@,tocx,n,d,regc@,far,d@,kacp@tein,blei,wecx,Groningen_and_Drenthe
7168-1460975246-1282729,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
7257-1454963529-1322668,na,d@,tocxt,n,d@,rex@n,far,d,kacpitein,blei,wecx,Groningen_and_Drenthe
7275-1454601633-1329247,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
7279-1454607028-1331919,na,d@,tocxt,n,d@,regc@,far,d@,kacb@dein,blei,wecx,Groningen_and_Drenthe
7281-1454609217-1332700,na,d@,tocxt,n,d@,regc@,var,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
7355-1454694992-1356715,na,d@,tocx,n,d@,regc@n,fart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
7394-1454793730-1373537,na,d@,tocx,n,d@,regc@,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
7436-1455037174-1385188,na,d@,tocxt,n,d@,rex@,fart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
7440-1454888909-1386912,na,d@,tocxt,n,d@,regc@n,far,d,kacp@tein,blei,wecx,Groningen_and_Drenthe
7470-1455007554-1398934,na,d@,tocxt,n,d@,regc@n,vart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
7661-1455632262-1463649,na,d@,tocx,n,d,regc@,fart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
7772-1455991864-1487054,na,d,toc,n,d@,regcn,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
778-1455226830-1426706,na,d@,tocxt,n,d@,rex@n,far,d@,kacp@tein,blei,wecx,Groningen_and_Drenthe
7790-1456076211-1491129,na,d@,tocxt,n,d@,regc@,fart,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
7834-1456783633-1498858,na,d@,tocx,n,d@,regc@n,fart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
7863-1456485834-1505225,na,d@,tocxt,n,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
7955-1456509019-1528983,na,d@,tocx,n,d@,regc@n,var,d@,kacp@tein,blei,wecx,Groningen_and_Drenthe
7961-1456566187-1531124,na,d@,tocx,n,d,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
8142-1457654751-1574057,na,d@,tocxt,n,d@,rex@n,fart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
8404-1457714244-1583584,na,d@,tocx,n,d,regc@n,var,d@,kacb@dein,blei,wecx,Groningen_and_Drenthe
8604-1457951340-1624677,na,d@,tocxt,n,d@,regc@n,far,d@,kacptein,blei,wecx,Groningen_and_Drenthe
8674-1457952301-1627064,na,d@,toc,n,d@,rex@n,var,d@,kacptein,blei,wecx,Groningen_and_Drenthe
8763-1457952193-1631841,na,d@,tocx,n,d,regc@n,var,d@,kacbidein,blei,wecx,Groningen_and_Drenthe
8834-1458054764-1659869,na,d@,tocx,n,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
8937-1458986343-1710097,na,d@,tocx,icn,d@,regc@,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
8963-1458479704-1689248,na,d@,tocx,n,d@,regc@n,var,d@,kacb@dein,blei,wecx,Groningen_and_Drenthe
9007-1458735416-1701019,na,d@,toc,n,d,regc@n,far,d@,kacbidein,blei,wecx,Groningen_and_Drenthe
9238-1460838677-1767053,na,d@,tocxt,icn,d@,regc@n,vart,d@,kacb@dein,blei,wecx,Groningen_and_Drenthe
9350-1462552399-1796207,na,d@,tocxt,icn,d@,regc@,fart,d@,kacptein,blei,wecx,Groningen_and_Drenthe
9363-1462367544-1798907,na,d@,tocxt,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
9396-1462889588-1804982,na,d@,tocxt,icn,d@,rex@n,fart,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
9571-1463949193-1831571,na,d,toc,n,d@,regcn,var,d@,kacb@dein,blei,wecx,Groningen_and_Drenthe
9623-1463763036-1834050,na,d@,tocx,icn,d@,rex@,fart,d,kacp@tein,blei,wecx,Groningen_and_Drenthe
9753-1463938875-1842093,na,d@,tocxt,icn,d@,rex@n,far,d,kacb@dein,blei,wecx,Groningen_and_Drenthe
9789-1464933885-2213361,na,d@,tocx,icn,d,regc@n,vart,d,kacpitein,blei,wecx,Groningen_and_Drenthe
9822-1464259662-1957037,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
9908-1464109975-1872531,na,d@,tocx,icn,d@,regc@,fart,d,kacp@tein,blei,wecx,Groningen_and_Drenthe
9935-1464014948-1848861,na,d@,tocx,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,Groningen_and_Drenthe
10015-1465413274-2277970,na,d@,tocxt,icn,d@,regc@,var,d@,kacpitein,blei,wecx,Limburg
10029-1466007518-1853039,na,d@,tocx,icn,d@,regc@n,var,d@,kacpitein,blei,wecx,Limburg
10038-1465762397-2307713,na,d@,tocx,icn,d,regc@,var,d,k@pitein,blei,wecx,Limburg
10103-1464126318-1891757,na,d@,tocx,icn,d@,regc@,far,d@,kacpitein,blei,wecx,Limburg
10198-1465815933-2310203,na,d@,tocxt,icn,d@,regcn,var,d@,kacpitein,blei,wecx,Limburg
10234-1464079166-1853462,na,d@,toc,icn,d@,regcn,var,d@,k@bidein,blei,wecx,Limburg
10241-1464790009-1905739,na,d@,tocxt,icn,d@,regc@n,var,d@,kacpitein,blei,wecx,Limburg
10267-1464421572-2079081,na,d@,tocx,icn,d,regc,far,d,kacpitein,blei,wecx,Limburg
10295-1464276002-1970805,na,d@,tocx,icn,d@,regc@,far,d@,kacpitein,blei,wecx,Limburg
10678-1464092800-1859758,na,d@,tocxt,icn,d,regc@,var,d,kacp@tein,blei,wecx,Limburg
10815-1464100190-1864718,na,d@,toc,icn,d@,regcn,var,d@,kacbdein,blei,wecx,Limburg
10873-1464120063-1884393,na,d@,tocxt,n,d@,regc@n,vart,d,kacpitein,blei,wecx,Limburg
10952-1464277936-1949153,na,d@,tocx,icn,d@,regcn,far,d,kacp@tein,blei,wecx,Limburg
10988-1464178328-1910976,na,d@,tocxt,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,Limburg
11135-1464105336-1868446,na,d@,tocxt,icn,d@,regc@,var,d@,kacb@dein,blei,wecx,Limburg
11196-1465782616-2309510,na,d@,tocxt,icn,d@,regc@,far,d@,kacbidein,blei,wecx,Limburg
11225-1464114821-1876178,na,d@,tocxt,icn,d@,regcn,far,d@,kacpitein,blei,wecx,Limburg
11326-1464177889-1910685,na,d@,tocx,icn,d@,regc@,vart,d,kacpitein,blei,wecx,Limburg
11364-1465218275-2257921,na,d@,tocxt,icn,d@,regc@,far,d@,kacptein,blei,wecx,Limburg
11440-1464718676-2176764,na,d@,toc,icn,d@,regc@,var,d,kacb@dein,blei,wecx,Limburg
11719-1464169084-1904150,na,d@,tocx,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,Limburg
12170-1464534260-2124640,na,d@,tocxt,icn,d,regcn,var,d,kacptein,blei,wecx,Limburg
12187-1464173243-1907215,na,d,tocxt,n,d@,regc,var,d,kacp@tein,blei,wecx,Limburg
12279-1470565779-2265836,na,d@,tocx,icn,d,regcn,var,d@,kacbidein,blei,wecx,Limburg
12292-1465132940-2240646,na,d@,tocx,icn,d@,regc@n,fart,d,kacpitein,blei,wecx,Limburg
12308-1465765113-2308646,na,d@,tocxt,icn,d@,regcn,var,d@,kacpitein,blei,wecx,Limburg
12535-1464186588-1917689,na,d@,tocx,icn,d@,regc,far,d@,kacb@dein,blei,wecx,Limburg
12960-1464199763-1931575,na,d@,tocxt,icn,d@,regcn,far,d@,kacp@tein,blei,wecx,Limburg
13066-1464202118-1930818,na,d@,tocxt,icn,d@,rex@,fart,d,kacp@tein,blei,wecx,Limburg
13371-1464258018-1958793,na,d@,tocxt,icn,d@,regcn,var,d,kacpitein,blei,wecx,Limburg
13627-1464338280-2012491,na,d@,tocx,n,d@,regc@n,fart,d@,kacpitein,blei,wecx,Limburg
13862-1464260053-1959627,na,d@,tocxt,icn,d@,regc@,var,d@,kacp@tein,blei,wecx,Limburg
13969-1464262430-1960768,na,d@,tocx,icn,d@,regc,var,d,kacbidein,blei,wecx,Limburg
14111-1477305446-2415172,na,d@,tocxt,icn,d@,regc@n,vart,d@,k@bidein,blei,wecx,Limburg
14556-1464432518-2086065,na,d@,tocxt,icn,d@,regc@n,fart,d,kacpitein,blei,wecx,Limburg
14759-1464463065-2104107,na,d@,tocx,n,d@,regc@n,var,d@,kacpitein,blei,wecx,Limburg
14812-1465501484-2286795,na,d@,tocx,n,d@,regcn,var,d@,kacp@tein,blei,wecx,Limburg
14847-1467748439-2396588,na,d@,tocxt,icn,d@,regc@,var,d@,k@pitein,blei,wecx,Limburg
14976-1464805362-2110560,na,d@,tocxt,icn,d@,regc@n,var,d@,kacpitein,blei,wecx,Limburg
1499-1449157902-75925,na,d@,toc,n,d@,regc@,far,d@,kacptein,blei,wecx,Limburg
15101-1464939225-2216813,na,d@,tocx,icn,d@,regcn,var,d@,kacbidein,blei,wecx,Limburg
15579-1465155904-2243590,na,d@,tocx,icn,d@,regc@n,fart,d,kacpitein,blei,wecx,Limburg
15588-1464943390-2217147,na,d@,tocx,icn,d@,regc@,far,d@,kacbidein,blei,wecx,Limburg
15592-1465470422-2283058,na,d@,tocxt,icn,d@,regc@,far,d@,kacbidein,blei,wecx,Limburg
1568-1450185690-685682,na,d@,tocxt,n,d@,regc@n,vart,d@,kacptein,blei,wecx,Limburg
15779-1464355372-2033043,na,d@,tocxt,icn,d,regc@,fart,d,kacpitein,blei,wecx,Limburg
15781-1465020103-2229335,na,d@,tocxt,icn,d@,regc@,fart,d,kacp@tein,blei,wecx,Limburg
15937-1464367259-2050479,na,d@,tocxt,n,d@,regc@,var,d@,kacpitein,blei,wecx,Limburg
15955-1464367895-2051082,na,d@,tocxt,icn,d@,regc@,vart,d@,kacpitein,blei,wecx,Limburg
15972-1464362751-2043188,na,d@,tocx,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,Limburg
16149-1464367006-2050154,na,d@,tocx,icn,d@,regc@n,far,d@,kacpitein,blei,wecx,Limburg
16207-1464391646-2075599,na,d@,tocx,icn,d,regc@,var,d,kacp@tein,blei,wecx,Limburg
16210-1464534676-2125137,na,d@,tocxt,n,d,regcn,fart,d,kacptein,blei,wecx,Limburg
16222-1464424594-2080599,na,d@,tocx,icn,d@,regc@,vart,d,kacpitein,blei,wecx,Limburg
16307-1464114246-1877610,na,d@,tocx,icn,d@,regcn,vart,d@,kacptein,blei,wecx,Limburg
16311-1464116012-1879503,na,d@,tocx,icn,d@,regcn,var,d@,kacbidein,blei,wecx,Limburg
16326-1464605342-1890343,na,d@,tocxt,icn,d@,regc@,vart,d,kacp@tein,blei,wecx,Limburg
16328-1464125245-1891219,na,d@,toc,icn,d,regc@n,far,d@,kacb@dein,blei,wecx,Limburg
16495-1464465844-2105978,na,d@,tocxt,icn,d@,regc@,far,d@,kacbidein,blei,wecx,Limburg
165-1449070750-13386,na,d@,tocxt,n,d,regcn,vart,d,kacb@dein,blei,wecx,Limburg
16718-1465841324-2312170,na,d@,tocxt,icn,d@,regc@,far,d@,kacpitein,blei,wecx,Limburg
