1383-1449156162-64764,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,l,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@,
13884-1465540707-2289603,d,sprei,di,jei,bracxt,ef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
14656-1464295610-1995785,d@,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,so,leuk,stat,bei,hect,xel@,lak@n,
14712-1464509506-2114200,d,zprei,di,jei,bracx,ef,z@sacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
14949-1464344081-2019854,d,sprei,di,jei,bracx,ef,zysacn,aclteit,acl,x@wicl,@mdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@,
1496-1449158073-75854,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
14966-1464382078-2068752,d,zprei,di,jei,bracxt,ef,sysacn,aclteit,acl,gc@wiclt,mdact,di,so,leuk,stat,bei,hect,xicl@,lak@n,
15012-1464459869-2101409,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,gcwicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
1524-1449157578-77619,d,sprei,di,jei,bracxt,hef,s@sacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
15271-1464355981-2034659,d@,sprei,di,jei,bracxt,hef,s@sacn,aclteit,acl,xwiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
15456-1464342729-2019037,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
15474-1464431011-2064532,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
15580-1464347050-2023792,d,sprei,di,jei,bracxt,ef,zycsacn,aclteit,l,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lack@n,
15629-1464793348-2190843,d@,sprei,di,jei,bracxt,ef,sysacn,aclteit,acl,x@wiclt,mdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
15664-1464353929-2031054,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
16057-1464361701-2041776,d,sprei,di,jei,bracxt,hef,sycsacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
16156-1464645736-2164469,d,sprei,di,jei,bracxt,hef,z@sacn,aclteit,acl,x@wiclt,mdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
16188-1464548211-2109497,d@,sprei,di,jei,bracxt,ef,zysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@,
1621-1449159534-89743,d,sprei,di,jei,bracxt,ef,z@s@n,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@,
16213-1464372685-2057131,d@,sprei,di,jei,bracx,hef,zysacn,aclteit,acl,x@wiclt,mdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
16242-1464367632-2051136,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
16270-1464079112-1853517,d,zprei,di,jei,bracxt,hef,zycsacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
16295-1464104732-1867732,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,so,leuk,stat,bei,hect,xel@,lak@n,
16300-1464109548-1871951,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wiclt,@mdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
16318-1464119566-1883717,d,zprei,di,jei,bracxt,heft,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
16368-1464205542-1938314,d,zprei,di,jei,bracx,eft,zycsacn,aclteit,acl,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
16439-1464357551-2024922,d,sprei,di,jei,bracxt,ef,sycsacn,aclteit,l,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
16497-1464628651-2109617,d,zprei,di,jei,bracx,ef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
16501-1464549643-2133201,d,sprei,di,jei,bracxt,ef,sysacn,aclteit,l,xwiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
16505-1464530929-2123252,d@,zprei,di,jei,bracx,ef,z@sacn,aclteit,l,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
16532-1464620225-2148611,d@,sprei,di,jei,bracxt,hef,sysacn,aclteit,l,xwicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
1654-1449397419-340186,d,sprei,di,jei,bracxt,ef,s@sacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
16621-1464988266-2226790,d@,sprei,di,jei,bracxt,ef,zysacn,aclteit,acl,x@wicl,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
17187-1472372277-2440905,d,zprei,di,jei,bracxt,ef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
17226-1472378397-2462808,d@,sprei,di,jei,bracxt,eft,sysacn,aclteit,acl,x@wiclt,ocmdact,di,so,leuk,stat,bei,hect,gcicl@,lak@n,
17237-1472372983-2444734,d,sprei,di,jei,bracx,hef,z@sacn,aclteit,acl,gcwiclt,@mdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
17518-1476280951-2508901,d,sprei,di,jei,bracx,ef,sysacn,aclteit,acl,xwiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
17700-1479846464-2531242,d,zprei,di,jei,bracxt,ef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
1814-1449178446-145838,d,zprei,di,jei,bracxt,ef,zysacn,aclteit,l,xwicl,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
1959-1449220647-177579,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
1982-1449232885-192849,d,zprei,di,jei,bracx,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
2057-1449242292-203886,d,sprei,di,jei,bracxt,ef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
2426-1449315376-267148,d,zprei,di,jei,bracxt,hef,sysacn,aclteit,l,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
2486-1449318199-274815,d@,sprei,di,jei,bracx,heft,zysacn,aclteit,acl,x@wicl,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
2515-1449320213-279181,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@,
2612-1449334787-297937,d,sprei,di,jei,bracx,hef,zysacn,aclteit,acl,xwiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
2625-1452202548-303698,d@,zprei,di,jei,bracx,hef,z@sacn,aclteit,acl,x@wiclt,@mdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
2640-1450563466-304540,d@,zprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@,
2668-1449343187-309857,d,sprei,di,jei,bracxt,ef,zysacn,aclteit,l,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lack@,
2682-1449346805-313030,d@,sprei,di,jei,bracxt,ef,sysacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
2849-1449405127-336235,d,zprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
2982-1449406354-354154,d,sprei,di,jei,bracxt,hef,z@sacn,aclteit,acl,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
3060-1449412912-365893,d,zprei,di,jei,bracxt,eft,z@sacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
309-1449076685-28221,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
3377-1449531177-465477,d@,sprei,di,jei,bracxt,eft,sysacn,aclteit,l,xwiclt,@mdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
3399-1449524770-459504,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
3428-1449556948-467116,d,zprei,di,jei,bracxt,ef,sysacn,aclteit,l,x@wiclt,@mdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
3437-1449563771-469058,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@,
3477-1449583164-479277,d,sprei,di,jei,bracx,ef,s@n,aclteit,acl,gcwiclt,mdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,
3583-1449603224-501445,d@,sprei,di,jei,bracxt,hef,zysacn,aclteit,l,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
3601-1449606968-506524,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,l,x@wicl,ocmdact,di,so,leuk,stat,bei,hect,xel@,lak@n,
3702-1449668720-532233,d,sprei,di,jei,bracxt,ef,zysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
3748-1449692852-550624,d,sprei,di,jei,bracxt,ef,zysacn,aclteit,l,gcwiclt,ocmdact,di,so,leuk,stat,bei,hect,gcel@,lak@,
3823-1449750847-566524,d,zprei,di,jei,bracxt,ef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
3857-1449775849-576627,d,zprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
3872-1449784978-580446,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
3964-1449924088-606444,d@,zprei,di,jei,bracx,hef,zysacn,aclteit,l,gcwicl,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lack@,
3975-1449925308-607539,d@,zprei,di,jei,bracx,hef,z@sacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
4012-1449932819-613516,d,zprei,di,jei,bracx,ef,z@sacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@,
4028-1449935719-616078,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gcwiclt,mdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,
4245-1450040409-658433,d@,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
4373-1450272581-697630,d,sprei,di,jei,bracx,hef,zycsacn,aclteit,acl,gc@wiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
4424-1450450223-714998,d,sprei,di,jei,bracxt,ef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
4444-1450519474-721007,d@,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
4495-1450589288-732995,d@,sprei,di,jei,bracx,hef,sysacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
4674-1450945584-773186,d@,sprei,di,jei,bracxt,ef,sysacn,aclteit,l,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@,
4844-1451380187-813390,d,sprei,di,jei,bracx,hef,sycsacn,aclteit,acl,gc@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
4907-1452285917-872471,d,zprei,di,jei,bracx,ef,zysacn,aclteit,acl,gcwicl,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,
4926-1451776384-841696,d@,zprei,di,jei,bracx,ef,sn,aclteit,l,gc@wicl,@mdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@,
4937-1451750548-839439,d,sprei,di,jei,bracx,heft,sysacn,aclteit,acl,gc@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
507-1450197818-688032,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
5330-1454019942-941163,d,sprei,di,jei,bracxt,ef,z@sacn,aclteit,acl,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
5353-1454008634-950103,d,sprei,di,jei,bracxt,ef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
5363-1454010400-973610,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,l,x@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
5516-1454008777-963715,d,sprei,di,jei,bracxt,heft,sycsacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
5534-1454054476-1062805,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@,
5538-1454008206-952635,d,sprei,di,jei,bracxt,hef,zycsacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
5559-1454008377-953305,d,zprei,di,jei,bracx,ef,zycsacn,aclteit,acl,x@wicl,ocmdact,di,so,leuk,stat,bei,hect,xel@,lak@,
5598-1454015223-1025595,d,sprei,di,jei,bracx,heft,z@sacn,aclteit,acl,gcwicl,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
5645-1454013099-1010955,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wicl,ocmdact,di,so,leuk,stat,bei,hect,xicl@,lak@n,
5762-1454599025-1328258,d@,zprei,di,jei,bracx,hef,sysacn,aclteit,acl,gcwiclt,ocmdact,di,so,leuk,stat,bei,hect,xel@,lak@n,
5812-1454008556-961380,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,
5857-1454009313-966568,d@,sprei,di,jei,bracxt,hef,zysacn,aclteit,l,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
5945-1454071611-988267,d@,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
6030-1454014471-1021899,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
6077-1454017800-1037541,d,sprei,di,jei,bracxt,heft,zycsacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
6098-1454019995-1042035,d@,sprei,di,jei,bracxt,ef,sysacn,aclteit,l,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
6111-1454020834-1043946,d@,sprei,di,jei,bracxt,hef,sacn,aclteit,acl,gcwiclt,ocmdact,di,so,leuk,stat,bei,hect,gcicl@,lak@,
6198-1454055339-1063551,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,gcwicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
6216-1454058060-1067514,d,sprei,di,jei,bracx,ef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
6271-1454352774-1225469,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
6293-1454070506-1086419,d,sprei,di,jei,bracxt,ef,zysacn,aclteit,acl,x@wicl,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
6308-1454074042-1090676,d,sprei,di,jei,bracxt,ef,z@sacn,aclteit,acl,x@wiclt,mdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
6458-1454104466-1125441,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
6514-1454149899-1140105,d,zprei,di,jei,bracx,hef,z@sacn,aclteit,l,gc@wiclt,ocmdact,di,so,leuk,stat,bei,hect,xel@,lak@,
6535-1454162248-1146322,d,zprei,di,jei,bracx,ef,sysacn,aclteit,l,x@wicl,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
6545-1454168141-1148911,d,sprei,di,jei,bracx,ef,sysacn,aclteit,acl,xwiclt,ocmdact,di,so,leuk,stat,bei,hect,gcel@,lak@n,
6567-1454178883-1156166,d,sprei,di,jei,bracx,ef,s@s@n,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
6579-1454253698-1181004,d,zprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
6639-1454361506-1225648,d,zprei,di,jei,bracx,heft,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
6796-1454356657-1229102,d,zprei,di,jei,bracx,ef,sysacn,aclteit,l,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
6804-1454360292-1231610,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
6824-1454407587-1239967,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
6835-1454419564-1243177,d@,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
6849-1454436260-1247495,d@,sprei,di,jei,bracxt,heft,sysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
6911-1454516739-1266555,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
6930-1456266998-1267224,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
6968-1454515649-1269622,d,zprei,di,jei,bracxt,ef,z@s@n,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,
7244-1454570904-1319104,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
7277-1454609994-1330479,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gc@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
7420-1454859605-1381371,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,gcwicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
7484-1455034744-1404144,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,mdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
7874-1456263699-1508293,d,sprei,di,jei,bracxt,eft,sysacn,aclteit,acl,x@wiclt,ocmdact,di,so,leuk,stat,bei,hect,gcel@,lak@n,
8004-1456770749-1540886,d,sprei,di,jei,bracx,ef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,
828-1449170154-120275,d@,sprei,di,jei,bracxt,hef,zycsacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
8302-1457779349-1578549,d,zprei,di,jei,bracx,ef,zysacn,aclteit,acl,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lack@n,
83-1449217511-7424,d@,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
8391-1457713731-1583053,d,sprei,di,jei,bracx,hef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,
8466-1458462150-1687962,d@,sprei,di,jei,bracxt,hef,s@sacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lack@,
8529-1457776715-1609140,d,sprei,di,jei,bracx,ef,z@sacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
8601-1457951120-1624636,d@,zprei,di,jei,bracxt,ef,sacn,aclteit,acl,gc@wicl,ocmdact,di,so,leuk,stat,bei,hect,gcel@,lak@n,
8641-1457952015-1626361,d,zprei,di,jei,bracxt,eft,sysacn,aclteit,acl,gcwiclt,ocmdact,di,so,leuk,stat,bei,hect,xel@,lak@n,
8654-1457951326-1626358,d,zprei,di,jei,bracxt,ef,z@sacn,aclteit,acl,gcwicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
8804-1457965671-1648292,d,sprei,di,jei,bracxt,eft,sacn,aclteit,l,gcwiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
8832-1458050562-1659320,d@,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
8845-1458072204-1663683,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,l,gcwiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lack@n,
9073-1459342488-1720579,d,sprei,di,jei,bracxt,heft,sacn,aclteit,acl,x@wiclt,ocmdact,di,so,leuk,stat,bei,hect,xicl@,lak@n,
9076-1459356946-1720904,d,sprei,di,jei,bracxt,hef,z@sacn,aclteit,acl,gcwiclt,mdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,
9220-1460307076-1756044,d,zprei,di,jei,bracx,hef,zycsacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
9299-1461515899-1782103,d,zprei,di,jei,bracxt,eft,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
9415-1462963245-1806136,d,zprei,di,jei,bracx,hef,sysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,
9486-1463337637-1818021,d,sprei,di,jei,bracxt,ef,s@sacn,aclteit,l,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
9561-1463750256-1831728,d,zprei,di,jei,bracx,ef,zysacn,aclteit,l,gcwiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@,
9593-1463748098-1831391,d,zprei,di,jei,bracx,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,
9910-1464026342-1850948,d,sprei,di,jei,bracxt,ef,z@sacn,aclteit,acl,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,
9988-1464633657-1850766,d@,zprei,di,jei,bracx,hef,sacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,
