16245-1465248485-2107527,d@,sprei,di,jei,bracx,hef,zysacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,Groningen_and_Drenthe
16266-1464422528-2079663,d,sprei,di,jei,bracxt,ef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
16334-1464127551-1893926,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,so,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
16451-1464479044-2047770,d,sprei,di,jei,bracxt,ef,sysacn,aclteit,l,x@wiclt,ocmdact,di,so,leuk,stat,bei,hect,xel@,lack@n,Groningen_and_Drenthe
16457-1464378948-2059463,d,sprei,di,jei,bracxt,hef,z@sacn,aclteit,acl,xwiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
16681-1465501948-2287361,d,zprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
1669-1449163904-104010,d,sprei,di,jei,bracxt,hef,sycsacn,aclteit,acl,gcwiclt,mdact,di,zo,leuk,stat,bei,hect,xicl@,lak@,Groningen_and_Drenthe
16704-1465673267-2300792,d,zprei,di,jei,bracxt,ef,sysacn,aclteit,acl,gcwiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
16726-1465938667-2317214,d@,sprei,di,jei,bracx,hef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
16771-1466194170-2333982,d@,sprei,di,jei,bracxt,hef,z@sacn,aclteit,acl,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
1687-1449167106-112352,d,sprei,di,jei,bracxt,ef,sacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,Groningen_and_Drenthe
1707-1449560455-467970,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,xwiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
17145-1472372187-2438778,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
172-1449070436-13470,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,gc@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
17227-1472373580-2444007,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
17301-1472373903-2449173,d,zprei,di,jei,bracx,heft,z@s@n,aclteit,l,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lack@,Groningen_and_Drenthe
17402-1473098808-2483046,d,zprei,di,jei,bracx,hef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,Groningen_and_Drenthe
17416-1473618106-2485823,d@,zprei,di,jei,bracxt,hef,z@sacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
17490-1474968216-2496938,d,zprei,di,jei,bracx,hef,zycsacn,aclteit,acl,xwicl,ocmdact,di,so,leuk,stat,bei,hect,gcicl@,lak@,Groningen_and_Drenthe
1788-1449175971-138240,d@,sprei,di,jei,bracx,hef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
1794-1449176631-140181,d,zprei,di,jei,bracxt,hef,z@sacn,aclteit,acl,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
1807-1449177557-144773,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,gcwicl,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
1902-1449189406-166188,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
1944-1449216455-173150,d,sprei,di,jei,bracx,hef,zysacn,aclteit,l,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
203-1449070985-16500,d,zprei,di,jei,bracx,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
2108-1449330374-218084,d,zprei,di,jei,bracxt,heft,sysacn,aclteit,acl,x@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
214-1449071451-16949,d,zprei,di,jei,bracx,hef,zycsacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,Groningen_and_Drenthe
2200-1449263922-236792,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,Groningen_and_Drenthe
2310-1449310626-259441,d,zprei,di,jei,bracxt,ef,sysacn,aclteit,l,gc@wiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
2349-1449315607-269598,d@,zprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
235-1449072333-20018,d@,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
2381-1449315727-264932,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@,Groningen_and_Drenthe
2409-1449314760-266934,d,sprei,di,jei,bracx,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
243-1449244911-21049,d,sprei,di,jei,bracxt,hef,zycsacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
2499-1449338121-288153,d,zprei,di,jei,bracx,hef,sacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,Groningen_and_Drenthe
2551-1449324742-286511,d,sprei,di,jei,bracxt,ef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,so,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
2572-1449331828-291106,d,sprei,di,jei,bracx,ef,sysacn,aclteit,acl,gcwiclt,ocmdact,di,so,leuk,stat,bei,hect,xicl@,lak@,Groningen_and_Drenthe
266-1449074352-24359,d,zprei,di,jei,bracxt,ef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
28-1449002700-1825,d@,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gcwicl,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
2825-1450543213-333041,d@,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,x@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lack@,Groningen_and_Drenthe
2860-1449395608-337074,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
2963-1449406105-352159,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
2964-1449405139-352987,d,sprei,di,jei,bracxt,ef,sysacn,aclteit,l,x@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xicl@,lack@n,Groningen_and_Drenthe
298-1449076082-27150,d,sprei,di,jei,bracx,hef,s@n,aclteit,l,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,Groningen_and_Drenthe
299-1449075938-27363,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
2998-1449408055-357256,d,zprei,di,jei,bracx,ef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,Groningen_and_Drenthe
3041-1449409963-362073,d,sprei,di,jei,bracxt,ef,zycsacn,aclteit,l,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
3054-1449412091-365275,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lack@n,Groningen_and_Drenthe
3084-1449417401-372630,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,xwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
313-1449076882-28752,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@,Groningen_and_Drenthe
3172-1449433995-395163,d@,sprei,di,jei,bracx,hef,z@s@n,aclteit,l,x@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
318-1449077550-29637,d@,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
3282-1449501342-430224,d@,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
333-1449078407-31930,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,so,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
3354-1449516516-447368,d,sprei,di,jei,bracx,hef,zysacn,aclteit,acl,xwicl,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lack@n,Groningen_and_Drenthe
3385-1450450002-455325,d@,sprei,di,jei,bracx,hef,zysacn,aclteit,acl,x@wicl,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
3419-1449531800-465777,d,sprei,di,jei,bracxt,heft,s@n,aclteit,acl,x@wiclt,ocmdact,di,so,leuk,stat,bei,hect,xicl@,lak@,Groningen_and_Drenthe
3526-1452164654-490978,d,zprei,di,jei,bracxt,heft,zysacn,aclteit,l,x@wiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
3944-1454351623-598915,d,sprei,di,jei,bracxt,hef,sycsacn,aclteit,acl,xwiclt,ocmdact,di,so,leuk,stat,bei,hect,gcicl@,lak@n,Groningen_and_Drenthe
3966-1449924790-606574,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,x@wiclt,@mdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,Groningen_and_Drenthe
3984-1449926705-608991,d@,sprei,di,jei,bracx,hef,zysacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@,Groningen_and_Drenthe
4078-1449966080-627986,d@,sprei,di,jei,bracx,hef,sysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
4087-1449972002-629466,d,sprei,di,jei,bracxt,heft,z@sacn,aclteit,acl,gcwiclt,ocmdact,di,so,leuk,stat,bei,hect,gcel@,lak@n,Groningen_and_Drenthe
4111-1449997782-631986,d,zprei,di,jei,bracx,hef,zysacn,aclteit,l,gcwicl,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lack@,Groningen_and_Drenthe
4181-1450012289-642668,d@,sprei,di,jei,bracx,hef,s@sacn,aclteit,acl,gcwiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
420-1449132456-53598,d@,sprei,di,jei,bracxt,hef,zysacn,aclteit,l,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
4357-1450260221-695051,d,sprei,di,jei,bracxt,hef,s@sacn,aclteit,acl,x@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
4378-1450291296-702194,d@,sprei,di,jei,bracxt,hef,z@sacn,aclteit,acl,gc@wiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
4406-1450364095-708809,d,sprei,di,jei,bracxt,heft,zysacn,aclteit,acl,gcwicl,ocmdact,di,so,leuk,stat,bei,hect,xicl@,lack@n,Groningen_and_Drenthe
4441-1450491395-720368,d@,sprei,di,jei,bracxt,hef,z@sacn,aclteit,l,gcwiclt,mdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
4504-1450613516-739586,d,zprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
4616-1450701291-752238,d@,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
4725-1451141718-786180,d,zprei,di,jei,bracx,ef,zysacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,Groningen_and_Drenthe
4737-1451214259-790856,d,sprei,di,jei,bracx,hef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,Groningen_and_Drenthe
4766-1451319429-800588,d@,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gc@wiclt,@mdact,di,so,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
4895-1451510082-828199,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
4923-1451686166-836576,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gcwicl,@mdact,di,zo,leuk,stat,bei,hect,xicl@,lak@,Groningen_and_Drenthe
5153-1453226043-908757,d,sprei,di,jei,bracxt,hef,zycsacn,aclteit,acl,x@wiclt,ocmdact,di,so,leuk,stat,bei,hect,gcel@,lak@,Groningen_and_Drenthe
5191-1453409561-916191,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
5383-1454008525-943766,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
56-1449059221-4702,d,zprei,di,jei,bracxt,hef,zysacn,aclteit,acl,x@wicl,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
5655-1454014642-1016739,d@,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,Groningen_and_Drenthe
5658-1454016719-1033238,d,sprei,di,jei,bracx,hef,zysacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
5669-1454010931-970808,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
5674-1454008676-961965,d,sprei,di,jei,bracx,hef,sysacn,aclteit,l,gcwiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
6225-1454059654-1068991,d,zprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
6259-1454066629-1079121,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@,Groningen_and_Drenthe
6283-1454069779-1084433,d,sprei,di,jei,bracxt,ef,sysacn,aclteit,l,gcwicl,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@,Groningen_and_Drenthe
6556-1454173794-1151604,d,zprei,di,jei,bracx,hef,zysacn,aclteit,acl,gcwiclt,mdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@,Groningen_and_Drenthe
6944-1454513997-1269059,d,sprei,di,jei,bracx,hef,sysacn,aclteit,l,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xel@,lak@,Groningen_and_Drenthe
7039-1454514020-1272710,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wicl,@mdact,di,so,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
7055-1454514179-1274119,d@,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@,Groningen_and_Drenthe
7140-1454515774-1277013,d,zprei,di,jei,bracxt,ef,zysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,Groningen_and_Drenthe
7168-1460974847-1282730,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,Groningen_and_Drenthe
7257-1454963211-1322667,d,sprei,di,jei,bracx,hef,sysacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
7275-1454600912-1329248,d,zprei,di,jei,bracx,hef,s@sacn,aclteit,acl,x@wiclt,mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
7279-1454607339-1331920,d,zprei,di,jei,bracxt,hef,sysacn,aclteit,acl,x@wiclt,@mdact,di,zo,leuk,stat,bei,hect,xel@,lak@n,Groningen_and_Drenthe
7281-1454610097-1332701,d@,sprei,di,jei,bracx,heft,zysacn,aclteit,acl,x@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@n,Groningen_and_Drenthe
7355-1454695072-1356714,d,sprei,di,jei,bracxt,hef,zysacn,aclteit,acl,gc@wicl,ocmdact,di,zo,leuk,stat,bei,hect,gcel@,lak@,Groningen_and_Drenthe
7394-1454794114-1373538,d,zprei,di,jei,bracxt,ef,sysacn,aclteit,acl,gc@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
7436-1455037130-1385189,d@,zprei,di,jei,bracx,hef,z@sacn,aclteit,acl,x@wiclt,ocmdact,di,zo,leuk,stat,bei,hect,gcicl@,lak@n,Groningen_and_Drenthe
7440-1454888827-1386913,d,sprei,di,jei,bracxt,hef,sysacn,aclteit,acl,gcwicl,ocmdact,di,zo,leuk,stat,bei,hect,xicl@,lak@n,Groningen_and_Drenthe
