16245-1469550477-2414604,zacxt,knocrt,hect,vacrk@,icn,d@,wei,@,karackt@r@stik,x@luit,Groningen_and_Drenthe
16266-1464424865-2081150,zacx,knocr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,Groningen_and_Drenthe
16334-1464157819-1897541,sacxt,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,Groningen_and_Drenthe
16681-1465940646-2317397,zacxt,knocrt,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
1669-1449357614-324813,zacxt,knocr,hect,vacrk@,icn,d@,wei,@,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
16704-1465676948-2301530,sacxt,knocr,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,xluit,Groningen_and_Drenthe
16771-1466358354-2343007,sacx,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
1687-1449169738-119950,sacx,knocrt,hect,facrk@n,icn,d,wei,n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
1707-1449563085-468613,zacxt,knocr,hect,facrk@,icn,d,wei,@,karackt@r@stik,x@luit,Groningen_and_Drenthe
17145-1472490745-2475660,sacx,kn@r,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Groningen_and_Drenthe
17301-1472376067-2458564,zacx,knocr,hect,facrk@,icn,d@,wei,n,karackt@r@stik,x@luit,Groningen_and_Drenthe
17402-1473110008-2483279,sacx,knocrt,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
203-1449161405-96219,zacx,knocrt,hect,facrk@n,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Groningen_and_Drenthe
214-1449569787-472654,sacx,kn@r,hect,vacrk@,icn,d@,wei,@n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
2409-1449654737-525050,sacxt,knocr,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
2499-1449341523-307811,sacx,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gcluit,Groningen_and_Drenthe
2825-1450546590-725763,zacxt,knocr,hect,facrk@,icn,d,wei,n,karackt@r@stik,gc@luit,Groningen_and_Drenthe
2963-1449520514-453954,zacx,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
298-1449771513-575182,zacxt,knocrt,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,xluit,Groningen_and_Drenthe
299-1449161569-95687,zacxt,knocr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
3054-1449440153-404762,zacx,knocr,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
3282-1449505302-434399,zacxt,knocr,hect,vacrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Groningen_and_Drenthe
333-1449236093-195963,zacxt,knr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
3354-1449518046-451028,zacxt,knocrt,hect,vacrk@,icn,d,wei,@n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
3385-1450452093-716770,zacxt,knocr,hect,vacrk@,icn,d@,wei,@,karackt@r@stik,x@luit,Groningen_and_Drenthe
3526-1453505394-920497,zacx,knocr,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
3966-1449926409-608858,sacx,knocr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,gcluit,Groningen_and_Drenthe
3984-1450772308-760460,sacxt,knocr,hect,vacrk@,n,d,wei,@,karackt@r@stik,gc@luit,Groningen_and_Drenthe
4111-1450004774-636312,zacx,knocr,hect,vacrk@n,n,d,wei,@n,kacrackt@r@stik,gc@luit,Groningen_and_Drenthe
4357-1450263122-695446,zacxt,kn@r,hect,facrk@,icn,d,wei,n,karackt@r@stik,x@luit,Groningen_and_Drenthe
4378-1450525875-722546,sacx,knocrt,hect,facrk@,icn,d,wei,n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
4406-1452359900-877783,zacxt,knocr,hect,facrk@,icn,d,wei,n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
4616-1450896257-770555,zacxt,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
4725-1451143994-786730,sacxt,knocr,hect,vacrk@n,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Groningen_and_Drenthe
4766-1451504371-827614,zacxt,knocr,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,Groningen_and_Drenthe
4895-1451512577-828926,zacx,knocr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,Groningen_and_Drenthe
4923-1453397920-915602,zacx,knocrt,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
5153-1457516520-946396,zacx,knocr,hect,vacrk@n,icn,d,wei,@,karackt@r@stik,xluit,Groningen_and_Drenthe
5383-1454010939-993534,sacxt,kn@r,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
5669-1454599313-1328428,zacxt,knocr,hect,facrk@,n,d,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
6225-1454062734-1072161,zacxt,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,gcluit,Groningen_and_Drenthe
6259-1455285576-1430725,zacx,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
7039-1454586937-1322739,zacx,knocr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,gc@luit,Groningen_and_Drenthe
7055-1458853138-1705454,zacx,knrt,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,xluit,Groningen_and_Drenthe
7140-1454519987-1291925,zacx,knocrt,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
7275-1456400423-1483995,sacx,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
7440-1454956561-1392725,zacx,knocr,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
7470-1455010316-1400166,zacxt,knocrt,hect,facrk@n,icn,d@,wei,@,karackt@r@stik,x@luit,Groningen_and_Drenthe
7790-1456078887-1491886,zacxt,knocr,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
7955-1463165405-1812850,zacx,kn@r,hect,vacrk@n,icn,d@,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
7961-1456579226-1532318,sacx,knocr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
8404-1458301219-1677745,sacxt,knocr,hect,vacrk@,icn,d@,wei,@n,kacrackt@r@stik,xluit,Groningen_and_Drenthe
8674-1457954120-1637296,sacxt,knocr,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
8763-1458205927-1666262,sacx,kn@r,hect,facrk@n,icn,d@,wei,n,karackt@r@stik,x@luit,Groningen_and_Drenthe
8834-1458057428-1660740,zacxt,knocr,hect,facrk@n,icn,d,wei,n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
8937-1459254043-1717809,zacx,knocr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,Groningen_and_Drenthe
8963-1458482032-1689424,sacx,knocr,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,gcluit,Groningen_and_Drenthe
9363-1462391436-1799749,zacxt,knocrt,hect,facrk@n,icn,d,wei,n,karackt@r@stik,x@luit,Groningen_and_Drenthe
9571-1463950866-1846056,zacx,kn@r,hect,facrk@,icn,d,wei,n,karackt@r@stik,x@luit,Groningen_and_Drenthe
9623-1463764915-1834338,sacxt,knocr,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,Groningen_and_Drenthe
9789-1464980752-2225408,sacx,knocr,hect,vacrk@n,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Groningen_and_Drenthe
9935-1464218044-1951631,sacx,knocr,hect,facrk@n,n,d@,wei,n,kacrackt@r@stik,x@luit,Groningen_and_Drenthe
10015-1465415631-2278640,sacxt,knocrt,hect,facrk@,icn,d,wei,n,kacrackt@r@stik,x@luit,Limburg
10029-1466013860-2321503,sacx,knocr,hect,facrk@,icn,d,wei,n,karackt@r@stik,gc@luit,Limburg
10038-1465763502-2308303,sacx,kn@r,hect,vacrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
10241-1464791582-2190333,zacxt,knocr,hect,vacrk@,icn,d@,wei,n,karackt@r@stik,xluit,Limburg
10267-1464460169-2101309,sacx,knocr,hect,facrk@,icn,d,wei,n,kacrackt@r@stik,gc@luit,Limburg
10295-1464286824-1972465,sacx,knocr,hect,facrk@,icn,d@,wei,@,kacrackt@r@stik,gc@luit,Limburg
10873-1464123762-1889881,sacxt,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
10988-1464180420-1913041,sacxt,knocr,hect,facrk@n,icn,d@,wei,@,kacrackt@r@stik,gc@luit,Limburg
11719-1464609687-2145873,sacxt,knocr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,Limburg
12292-1468404647-2403416,zacxt,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,gc@luit,Limburg
12535-1464198449-1928795,zacxt,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Limburg
13066-1464208879-1942393,sacxt,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,gc@luit,Limburg
13627-1464340764-2015985,sacx,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
13969-1464285524-1981432,zacxt,knocr,hect,facrk@,n,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
14111-1477309190-2516970,zacx,knocrt,hect,facrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,Limburg
15101-1464944163-2217286,sacxt,knocr,hect,facrk@n,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
15579-1469788689-2416092,zacxt,knocr,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,gc@luit,Limburg
15588-1466157450-2330937,sacxt,knocr,hect,facrk@,n,d@,wei,@n,karackt@r@stik,gc@luit,Limburg
15592-1465472048-2283392,zacxt,knocr,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,x@luit,Limburg
15779-1464357557-2036727,sacxt,knocrt,hect,vacrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,Limburg
15781-1465025977-2230215,zacx,knocr,hect,vacrk@n,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
15972-1464424403-2080893,sacxt,knocr,hect,vacrk@n,icn,d@,wei,@n,karackt@r@stik,gc@luit,Limburg
16149-1464375282-2060388,sacxt,knocr,hect,facrk@,icn,d@,wei,@,kacrackt@r@stik,gc@luit,Limburg
16207-1464421858-2078785,zacxt,knocr,hect,facrk@,icn,d,wei,@,kacrackt@r@stik,gc@luit,Limburg
16210-1464544785-2129241,sacxt,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,gc@luit,Limburg
16222-1464606016-2144953,zacxt,knocr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,Limburg
16307-1464164775-1901141,sacxt,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Limburg
16326-1464609386-2145722,sacxt,knocrt,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
16495-1464467723-2107432,sacxt,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,gc@luit,Limburg
165-1449670671-167617,zacxt,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,Limburg
16938-1469366248-2410972,zacx,knocrt,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,x@luit,Limburg
17089-1473520523-2485435,sacx,knocr,hect,vacrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Limburg
1726-1463925855-181827,zacxt,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,Limburg
17469-1474487354-2492133,zacxt,knocr,hect,facrk@n,n,d,wei,@n,kacrackt@r@stik,gc@luit,Limburg
17777-1482061524-2543434,sacxt,knocrt,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,Limburg
1987-1450049184-567701,sacxt,knocr,hect,facrk@,icn,d,wei,n,kacrackt@r@stik,gc@luit,Limburg
2339-1449326298-277926,zacx,knocr,hect,vacrk@,icn,d@,wei,@,kacrackt@r@stik,gcluit,Limburg
2477-1449570341-472958,zacxt,knocr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,Limburg
2526-1449833345-587380,sacxt,knocr,hect,vacrk@n,icn,d,wei,@n,karackt@r@stik,x@luit,Limburg
2720-1449362688-327349,sacxt,knocr,hect,facrk@,icn,d@,wei,n,karackt@r@stik,gc@luit,Limburg
2782-1459947516-1673542,zacx,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
2981-1449947737-622542,zacx,knocr,hect,facrk@,icn,d@,wei,n,karackt@r@stik,gc@luit,Limburg
3178-1449646300-440376,zacxt,knocrt,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,Limburg
3293-1449702955-556242,sacxt,knocr,hect,facrk@,n,d,wei,@n,kacrackt@r@stik,gc@luit,Limburg
3318-1449511483-442774,sacx,knocr,hect,facrk@,icn,d,wei,n,kacrackt@r@stik,x@luit,Limburg
3594-1449680916-539187,sacxt,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
3677-1449657462-525887,sacxt,knocrt,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
3733-1450031789-655273,sacxt,knocr,hect,vacrk@n,icn,d,wei,@n,karackt@r@stik,gc@luit,Limburg
3737-1455192224-1324404,sacx,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,x@luit,Limburg
4502-1450731408-757456,sacx,knocrt,hect,facrk@,icn,d,wei,@,karackt@r@stik,x@luit,Limburg
4642-1450788072-762501,sacx,knocr,hect,facrk@n,n,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
4672-1451772048-841210,zacxt,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,gc@luit,Limburg
4722-1451143332-785635,zacx,knocr,hect,facrk@,n,d,wei,@,kacrackt@r@stik,gcluit,Limburg
4769-1451323313-802713,sacx,knocr,hect,facrk@,icn,d,wei,n,kacrackt@r@stik,gc@luit,Limburg
4772-1451330025-806474,sacxt,knocrt,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Limburg
4777-1451481944-825839,zacxt,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Limburg
4782-1451327234-805150,zacxt,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
4830-1454349773-876101,zacxt,knocr,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,Limburg
4851-1452296887-837277,zacxt,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,x@luit,Limburg
4858-1451779245-830432,sacx,knocr,hect,vacrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Limburg
5058-1463953871-1103865,zacx,knocr,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,xluit,Limburg
5194-1453539793-921342,zacx,knocr,hect,vacrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,Limburg
5203-1453481228-919597,zacx,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,gcluit,Limburg
5418-1454011229-992912,sacxt,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,Limburg
5476-1454011597-998120,zacxt,knocrt,hect,facrk@,icn,d@,wei,@,kacrackt@r@stik,gc@luit,Limburg
5728-1454060785-1069210,zacxt,knocr,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Limburg
5900-1455445799-1449713,sacxt,knocrt,hect,vacrk@n,icn,d@,wei,n,karackt@r@stik,x@luit,Limburg
5981-1463949318-1845540,zacxt,knocr,hect,facrk@n,icn,d@,wei,n,karackt@r@stik,x@luit,Limburg
6178-1454051808-1060716,zacxt,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,x@luit,Limburg
6187-1456605704-1489250,sacxt,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,x@luit,Limburg
6499-1454440975-1250338,zacxt,knocr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,Limburg
6705-1454271135-1198861,zacx,knocr,hect,facrk@,n,d@,wei,n,karackt@r@stik,gc@luit,Limburg
6875-1454502874-1261742,zacxt,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
6969-1455101736-1410084,zacxt,knocrt,hect,vacrk@,icn,d,wei,@n,kacrackt@r@stik,x@luit,Limburg
6971-1454599476-1328617,sacx,knocr,hect,facrk@,n,d,wei,n,kacrackt@r@stik,gc@luit,Limburg
7017-1454591613-1325104,zacxt,knocr,hect,vacrk@,icn,d@,wei,@,karackt@r@stik,gc@luit,Limburg
7183-1454659273-1319286,zacx,knocr,hect,vacrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
7202-1454613984-1314652,zacx,knocr,hect,facrk@,icn,d@,wei,@,kacrackt@r@stik,gc@luit,Limburg
7358-1454701128-1359846,zacxt,knocr,hect,facrk@n,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
7538-1455197818-1421228,zacx,knocr,hect,facrk@,icn,d@,wei,@,kacrackt@r@stik,gc@luit,Limburg
7543-1455206101-1422683,zacxt,knocr,hect,facrk@n,icn,d@,wei,n,kacrackt@r@stik,x@luit,Limburg
8132-1457625015-1571914,zacx,kn@rt,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,Limburg
8289-1457724806-1595566,sacx,knocr,hect,facrk@n,n,d@,wei,n,karackt@r@stik,xluit,Limburg
8295-1457732729-1605295,sacxt,knocrt,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,x@luit,Limburg
8392-1457724254-1601968,zacx,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,gc@luit,Limburg
8490-1459538260-1601071,zacx,knocr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,x@luit,Limburg
8595-1457961518-1645530,sacxt,knocrt,hect,facrk@,n,d,wei,@n,karackt@r@stik,x@luit,Limburg
8668-1458205686-1671910,sacxt,knocr,hect,facrk@,n,d@,wei,@,karackt@r@stik,x@luit,Limburg
8708-1457953246-1635006,sacx,knocrt,hect,facrk@,icn,d@,wei,@,karackt@r@stik,gc@luit,Limburg
8788-1457956585-1641942,sacx,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,gc@luit,Limburg
9006-1460798609-1765748,zacxt,knocrt,hect,facrk@n,icn,d@,wei,@n,kacrackt@r@stik,x@luit,Limburg
9096-1459551500-1725763,sacx,knocr,hect,vacrk@,icn,d,wei,@n,kacrackt@r@stik,x@luit,Limburg
9109-1459937855-1744188,sacx,knocr,hect,facrk@,n,d@,wei,n,karackt@r@stik,x@luit,Limburg
9111-1460036282-1748493,sacx,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
9114-1459951174-1745140,zacx,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
9122-1459855495-1732482,zacxt,knocrt,hect,facrk@,n,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
9128-1459887035-1741458,sacx,knocrt,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gcluit,Limburg
9131-1459858626-1734299,zacxt,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
9136-1459858960-1734650,sacx,knr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
9140-1459860110-1735300,zacx,knocr,hect,vacrk@,icn,d,wei,@,kacrackt@r@stik,gc@luit,Limburg
9145-1459864361-1737147,zacx,knocrt,hect,vacrk@,icn,d@,wei,n,kacrackt@r@stik,gc@luit,Limburg
9157-1459873138-1738963,zacxt,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
9161-1459933063-1743543,zacxt,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Limburg
9164-1459876332-1739883,sacxt,knocrt,hect,facrk@,icn,d,wei,@,kacrackt@r@stik,gc@luit,Limburg
9175-1459975125-1746897,sacx,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Limburg
9179-1459987440-1747417,sacx,knocr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,gcluit,Limburg
9181-1459970284-1746618,zacx,knrt,hect,facrk@,n,d,wei,@n,karackt@r@stik,gcluit,Limburg
9240-1460554319-1761329,zacxt,knocrt,hect,facrk@,icn,d@,wei,@,kacrackt@r@stik,gc@luit,Limburg
9531-1463926360-1842596,zacxt,knocr,hect,vacrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,Limburg
10442-1465979972-2317803,zacxt,knocrt,hect,facrk@n,icn,d@,wei,@,karackt@r@stik,x@luit,Oost_Overijsel-Gelderland
10609-1464163597-1899837,zacxt,knocrt,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Oost_Overijsel-Gelderland
10895-1464108140-1870550,zacx,knocr,hect,facrk@,n,d,wei,@n,karackt@r@stik,gcluit,Oost_Overijsel-Gelderland
11791-1466162845-2331542,sacx,kn@r,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,x@luit,Oost_Overijsel-Gelderland
11940-1464641688-2162771,sacxt,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,xluit,Oost_Overijsel-Gelderland
12145-1466103682-2097055,zacxt,knocrt,hect,facrk@n,icn,d@,wei,@n,kacrackt@r@stik,xluit,Oost_Overijsel-Gelderland
13104-1464302896-2005077,zacxt,kn@r,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,x@luit,Oost_Overijsel-Gelderland
13285-1464900511-2213089,zacxt,knocrt,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,Oost_Overijsel-Gelderland
13452-1464291253-1990344,zacxt,knocr,hect,facrk@,icn,d@,wei,@,kacrackt@r@stik,x@luit,Oost_Overijsel-Gelderland
13550-1465928184-2316159,zacxt,knocr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,xluit,Oost_Overijsel-Gelderland
13884-1465542552-2289822,sacxt,knocr,hect,vacrk@n,icn,d@,wei,n,karackt@r@stik,x@luit,Oost_Overijsel-Gelderland
14656-1464340416-2015616,zacx,kn@rt,hect,vacrk@,icn,d,wei,@n,karackt@r@stik,x@luit,Oost_Overijsel-Gelderland
14949-1464437901-2088667,sacxt,knocrt,hect,facrk@n,icn,d@,wei,n,karackt@r@stik,gc@luit,Oost_Overijsel-Gelderland
14966-1464384388-2071422,sacxt,kn@rt,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,x@luit,Oost_Overijsel-Gelderland
1524-1453229861-909128,zacxt,knr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Oost_Overijsel-Gelderland
15456-1464345024-2021287,sacxt,knr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,Oost_Overijsel-Gelderland
15474-1464524609-2105641,zacxt,knr,hect,facrk@,icn,d@,wei,@,karackt@r@stik,gc@luit,Oost_Overijsel-Gelderland
15629-1464801198-2191973,sacxt,knocr,hect,facrk@n,icn,d@,wei,n,karackt@r@stik,x@luit,Oost_Overijsel-Gelderland
15664-1464356369-2035261,zacxt,knocrt,hect,vacrk@,icn,d@,wei,n,kacrackt@r@stik,x@luit,Oost_Overijsel-Gelderland
16057-1464364058-2045017,sacxt,knocrt,hect,facrk@n,icn,d,wei,n,karackt@r@stik,x@luit,Oost_Overijsel-Gelderland
16188-1465373862-2134241,zacxt,knocr,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,Oost_Overijsel-Gelderland
16270-1464091254-1858151,sacxt,knocr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,gcluit,Oost_Overijsel-Gelderland
16368-1464280691-1974982,zacxt,knocrt,hect,facrk@,icn,d,wei,n,karackt@r@stik,xluit,Oost_Overijsel-Gelderland
16497-1464683935-2167630,zacxt,knocr,hect,vacrk@,icn,d@,wei,@,karackt@r@stik,xluit,Oost_Overijsel-Gelderland
16501-1464622332-2151703,zacx,knr,hect,facrk@,n,d,wei,@n,karackt@r@stik,x@luit,Oost_Overijsel-Gelderland
16505-1464543677-2128458,zacxt,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,xluit,Oost_Overijsel-Gelderland
1654-1449406245-355479,zacxt,knocrt,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,gc@luit,Oost_Overijsel-Gelderland
17187-1472374246-2452007,sacx,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,Oost_Overijsel-Gelderland
17226-1472585312-2478131,zacxt,knocrt,hect,vacrk@n,icn,d@,wei,@n,kacrackt@r@stik,x@luit,Oost_Overijsel-Gelderland
