csv_id,filename,region,ID,pronunciation,word
67,313-1449076882-28752,Groningen_and_Drenthe,1,d,de
68,3172-1449433995-395163,Groningen_and_Drenthe,1,d@,de
69,318-1449077550-29637,Groningen_and_Drenthe,1,d@,de
70,3282-1449501342-430224,Groningen_and_Drenthe,1,d@,de
71,333-1449078407-31930,Groningen_and_Drenthe,1,d,de
72,3354-1449516516-447368,Groningen_and_Drenthe,1,d,de
73,3385-1450450002-455325,Groningen_and_Drenthe,1,d@,de
74,3419-1449531800-465777,Groningen_and_Drenthe,1,d,de
75,3526-1452164654-490978,Groningen_and_Drenthe,1,d,de
76,3944-1454351623-598915,Groningen_and_Drenthe,1,d,de
77,3966-1449924790-606574,Groningen_and_Drenthe,1,d,de
78,3984-1449926705-608991,Groningen_and_Drenthe,1,d@,de
79,4078-1449966080-627986,Groningen_and_Drenthe,1,d@,de
80,10147-1464186409-1917281,Groningen_and_Drenthe,1,d,de
81,10185-1464080891-1853701,Groningen_and_Drenthe,1,d,de
82,10238-1464473859-2110693,Groningen_and_Drenthe,1,d,de
83,10566-1464766835-2185106,Groningen_and_Drenthe,1,d,de
84,11028-1464386284-2073036,Groningen_and_Drenthe,1,d,de
85,11153-1464724518-2180361,Groningen_and_Drenthe,1,d,de
86,11271-1464809028-2086239,Groningen_and_Drenthe,1,d,de
87,11279-1464304417-1875031,Groningen_and_Drenthe,1,d,de
88,11291-1464198137-1928429,Groningen_and_Drenthe,1,d@,de
89,11338-1464212171-1945848,Groningen_and_Drenthe,1,d,de
90,11437-1464115075-1877762,Groningen_and_Drenthe,1,d,de
91,11438-1464114869-1878519,Groningen_and_Drenthe,1,d,de
92,115-1449070494-10236,Groningen_and_Drenthe,1,d,de
93,11665-1464185644-1916520,Groningen_and_Drenthe,1,d,de
94,11863-1464244916-1954717,Groningen_and_Drenthe,1,d,de
95,11968-1465942877-2317485,Groningen_and_Drenthe,1,d,de
96,12233-1464256077-1911214,Groningen_and_Drenthe,1,d@,de
97,12421-1465488800-2280747,Groningen_and_Drenthe,1,d,de
98,12923-1464630046-2155544,Groningen_and_Drenthe,1,d,de
99,12978-1464278632-1973630,Groningen_and_Drenthe,1,d@,de
100,12987-1464510053-2114333,Groningen_and_Drenthe,1,d,de
101,13042-1464198833-1930259,Groningen_and_Drenthe,1,d,de
102,13411-1464295228-1996444,Groningen_and_Drenthe,1,d@,de
103,13602-1464259176-1959385,Groningen_and_Drenthe,1,d,de
104,13856-1464262756-1960660,Groningen_and_Drenthe,1,d,de
105,1393-1449156490-64622,Groningen_and_Drenthe,1,d,de
106,4087-1449972002-629466,Groningen_and_Drenthe,1,d,de
107,4111-1449997782-631986,Groningen_and_Drenthe,1,d,de
108,4181-1450012289-642668,Groningen_and_Drenthe,1,d@,de
109,420-1449132456-53598,Groningen_and_Drenthe,1,d@,de
110,4357-1450260221-695051,Groningen_and_Drenthe,1,d,de
111,4378-1450291296-702194,Groningen_and_Drenthe,1,d@,de
112,4406-1450364095-708809,Groningen_and_Drenthe,1,d,de
113,4441-1450491395-720368,Groningen_and_Drenthe,1,d@,de
114,4504-1450613516-739586,Groningen_and_Drenthe,1,d,de
115,4616-1450701291-752238,Groningen_and_Drenthe,1,d@,de
116,4725-1451141718-786180,Groningen_and_Drenthe,1,d,de
117,4737-1451214259-790856,Groningen_and_Drenthe,1,d,de
118,4766-1451319429-800588,Groningen_and_Drenthe,1,d@,de
119,4895-1451510082-828199,Groningen_and_Drenthe,1,d,de
120,4923-1451686166-836576,Groningen_and_Drenthe,1,d,de
121,5153-1453226043-908757,Groningen_and_Drenthe,1,d,de
122,5191-1453409561-916191,Groningen_and_Drenthe,1,d,de
123,5383-1454008525-943766,Groningen_and_Drenthe,1,d,de
124,56-1449059221-4702,Groningen_and_Drenthe,1,d,de
125,5655-1454014642-1016739,Groningen_and_Drenthe,1,d@,de
126,5658-1454016719-1033238,Groningen_and_Drenthe,1,d,de
127,5669-1454010931-970808,Groningen_and_Drenthe,1,d,de
128,5674-1454008676-961965,Groningen_and_Drenthe,1,d,de
129,6225-1454059654-1068991,Groningen_and_Drenthe,1,d,de
130,6259-1454066629-1079121,Groningen_and_Drenthe,1,d,de
131,6283-1454069779-1084433,Groningen_and_Drenthe,1,d,de
132,6556-1454173794-1151604,Groningen_and_Drenthe,1,d,de
133,6944-1454513997-1269059,Groningen_and_Drenthe,1,d,de
134,7039-1454514020-1272710,Groningen_and_Drenthe,1,d,de
135,7055-1454514179-1274119,Groningen_and_Drenthe,1,d@,de
136,7140-1454515774-1277013,Groningen_and_Drenthe,1,d,de
137,7168-1460974847-1282730,Groningen_and_Drenthe,1,d,de
138,7257-1454963211-1322667,Groningen_and_Drenthe,1,d,de
139,7275-1454600912-1329248,Groningen_and_Drenthe,1,d,de
140,7279-1454607339-1331920,Groningen_and_Drenthe,1,d,de
141,7281-1454610097-1332701,Groningen_and_Drenthe,1,d@,de
142,7355-1454695072-1356714,Groningen_and_Drenthe,1,d,de
143,7394-1454794114-1373538,Groningen_and_Drenthe,1,d,de
144,7436-1455037130-1385189,Groningen_and_Drenthe,1,d@,de
145,7440-1454888827-1386913,Groningen_and_Drenthe,1,d,de
146,7470-1455007508-1398935,Groningen_and_Drenthe,1,d,de
147,7661-1455632007-1463650,Groningen_and_Drenthe,1,d,de
148,7772-1455991999-1487053,Groningen_and_Drenthe,1,d,de
149,778-1455227222-1426705,Groningen_and_Drenthe,1,d,de
150,7790-1456075753-1491128,Groningen_and_Drenthe,1,d@,de
151,7834-1456783224-1498859,Groningen_and_Drenthe,1,d@,de
152,7863-1456485729-1505226,Groningen_and_Drenthe,1,d,de
153,7955-1456509034-1528984,Groningen_and_Drenthe,1,d,de
154,7961-1456566360-1531125,Groningen_and_Drenthe,1,d@,de
155,8142-1457654959-1574058,Groningen_and_Drenthe,1,d,de
156,8404-1457714617-1583585,Groningen_and_Drenthe,1,d,de
157,8604-1457951181-1624678,Groningen_and_Drenthe,1,d,de
158,8674-1457952440-1627065,Groningen_and_Drenthe,1,d,de
159,8763-1457981483-1631842,Groningen_and_Drenthe,1,d@,de
160,8834-1458054530-1659870,Groningen_and_Drenthe,1,d,de
161,8937-1458986598-1710096,Groningen_and_Drenthe,1,d@,de
162,8963-1458480111-1689249,Groningen_and_Drenthe,1,d@,de
163,9007-1458735431-1701018,Groningen_and_Drenthe,1,d,de
164,9238-1463080816-1767054,Groningen_and_Drenthe,1,d,de
165,9350-1462552409-1796206,Groningen_and_Drenthe,1,d,de
166,9363-1462367752-1798908,Groningen_and_Drenthe,1,d@,de
167,9396-1462889633-1804983,Groningen_and_Drenthe,1,d,de
168,9571-1463949148-1831570,Groningen_and_Drenthe,1,d,de
169,9623-1463763294-1834049,Groningen_and_Drenthe,1,d,de
170,9753-1463938728-1842092,Groningen_and_Drenthe,1,d,de
171,9789-1464934225-2213362,Groningen_and_Drenthe,1,d,de
172,9822-1464254306-1957038,Groningen_and_Drenthe,1,d,de
173,9908-1464111027-1872530,Groningen_and_Drenthe,1,d,de
174,9935-1464014195-1848862,Groningen_and_Drenthe,1,d,de
175,10015-1465413383-2277971,Limburg,1,d,de
176,10029-1466007603-1853038,Limburg,1,d,de
177,10038-1465762391-2307712,Limburg,1,d,de
178,10103-1464125975-1891758,Limburg,1,d,de
179,10198-1465816194-2310204,Limburg,1,d,de
180,10234-1464079220-1853463,Limburg,1,d,de
181,10241-1464171239-1905738,Limburg,1,d@,de
182,10267-1464421611-2079082,Limburg,1,d,de
183,10295-1464275682-1970804,Limburg,1,d,de
184,10678-1464092786-1859759,Limburg,1,d,de
185,10815-1464100534-1864717,Limburg,1,d,de
186,10873-1464120912-1884394,Limburg,1,d,de
187,10952-1464213849-1949152,Limburg,1,d@,de
188,10988-1464178433-1910975,Limburg,1,d,de
189,11135-1465203768-1868445,Limburg,1,d,de
190,11196-1465782862-2309511,Limburg,1,d,de
191,11225-1464113926-1876179,Limburg,1,d,de
192,11326-1464177777-1910686,Limburg,1,d@,de
193,11364-1465218268-2257922,Limburg,1,d,de
194,11440-1464718386-2176765,Limburg,1,d@,de
195,11719-1464169589-1904149,Limburg,1,d,de
196,12170-1464534213-2124639,Limburg,1,d,de
197,12187-1464173059-1907216,Limburg,1,d,de
198,12279-1470565835-2265835,Limburg,1,d@,de
199,12292-1465133071-2240647,Limburg,1,d,de
200,12308-1465765104-2308647,Limburg,1,d,de
201,12535-1464187170-1917690,Limburg,1,d,de
202,12960-1464200364-1931576,Limburg,1,d,de
203,13066-1464202186-1930817,Limburg,1,d,de
204,13371-1464258131-1958794,Limburg,1,d,de
205,13627-1464338414-2012492,Limburg,1,d,de
206,13862-1464259801-1959628,Limburg,1,d,de
207,13969-1464262593-1960769,Limburg,1,d,de
208,14111-1477306573-2415171,Limburg,1,d@,de
209,14556-1464432509-2086066,Limburg,1,d,de
210,14759-1464463016-2104106,Limburg,1,d,de
211,14812-1465500966-2286794,Limburg,1,d@,de
212,14847-1467748522-2396589,Limburg,1,d@,de
213,14976-1464473552-2110559,Limburg,1,d,de
214,1499-1449157564-75924,Limburg,1,d,de
215,15101-1464939250-2216814,Limburg,1,d,de
216,15579-1465156083-2243591,Limburg,1,d,de
217,15588-1464943538-2217146,Limburg,1,d,de
218,15592-1465469779-2283059,Limburg,1,d,de
219,1568-1450186403-685681,Limburg,1,d@,de
220,15779-1464355225-2033042,Limburg,1,d,de
221,15781-1465020259-2229334,Limburg,1,d,de
222,15937-1464367356-2050480,Limburg,1,d,de
223,15955-1464367953-2051081,Limburg,1,d@,de
224,15972-1464362762-2043189,Limburg,1,d,de
225,16149-1464367384-2050153,Limburg,1,d@,de
226,16207-1464391753-2075598,Limburg,1,d,de
227,16210-1464534667-2125138,Limburg,1,d,de
228,16222-1464424385-2080600,Limburg,1,d,de
229,16307-1464114766-1877609,Limburg,1,d,de
230,16311-1464116548-1879502,Limburg,1,d,de
231,16326-1464605483-1890342,Limburg,1,d@,de
232,16328-1464208896-1891220,Limburg,1,d@,de
233,16495-1464465547-2105979,Limburg,1,d,de
234,165-1449070863-13387,Limburg,1,d,de
235,16718-1465841654-2312169,Limburg,1,d,de
236,16849-1466661594-2366551,Limburg,1,d@,de
237,16938-1469362621-2402603,Limburg,1,d@,de
238,17031-1471295946-2426604,Limburg,1,d@,de
239,17089-1472370326-2434913,Limburg,1,d,de
240,17126-1472372510-2437492,Limburg,1,d@,de
241,1726-1449171217-123950,Limburg,1,d,de
242,17282-1472373633-2447851,Limburg,1,d@,de
243,17321-1472396536-2455406,Limburg,1,d,de
244,17379-1472592467-2478538,Limburg,1,d,de
245,17469-1474483021-2491911,Limburg,1,d,de
246,17777-1482059569-2543221,Limburg,1,d@,de
247,17820-1485297979-2550410,Limburg,1,d,de
248,17838-1484341615-2553059,Limburg,1,d@,de
249,1911-1449192708-167476,Limburg,1,d@,de
250,1987-1449589702-483286,Limburg,1,d,de
251,2007-1449229829-189455,Limburg,1,d,de
252,2033-1449235108-195151,Limburg,1,d@,de
253,204-1449071265-16358,Limburg,1,d,de
254,2219-1449526040-461369,Limburg,1,d@,de
255,2238-1449325849-286342,Limburg,1,d,de
256,2339-1449315634-263163,Limburg,1,d,de
257,2343-1449415444-370683,Limburg,1,d,de
258,2416-1449314727-266792,Limburg,1,d,de
259,2477-1449316608-272835,Limburg,1,d,de
260,2526-1449322048-281223,Limburg,1,d,de
261,2720-1449358399-317918,Limburg,1,d,de
262,2744-1449355213-322349,Limburg,1,d,de
263,2782-1449364688-328078,Limburg,1,d@,de
264,2981-1449405736-354083,Limburg,1,d@,de
265,3025-1449434923-395867,Limburg,1,d,de
266,3047-1449411498-364188,Limburg,1,d@,de
267,3151-1449436623-388963,Limburg,1,d,de
268,3178-1449435995-397510,Limburg,1,d,de
269,3292-1449509997-440107,Limburg,1,d@,de
270,3293-1449502717-432098,Limburg,1,d,de
271,3318-1449507230-436784,Limburg,1,d,de
272,3333-1449512765-444461,Limburg,1,d,de
273,345-1449079765-33421,Limburg,1,d,de
274,3594-1449606371-504723,Limburg,1,d@,de
275,3677-1449653503-524468,Limburg,1,d,de
276,3733-1449689955-546298,Limburg,1,d,de
277,3737-1454332415-548250,Limburg,1,d,de
278,3973-1449924252-607071,Limburg,1,d,de
279,4124-1450000310-633341,Limburg,1,d,de
280,4215-1450046289-648766,Limburg,1,d,de
281,4390-1450340153-705625,Limburg,1,d@,de
282,4502-1450599552-733683,Limburg,1,d,de
283,4547-1450613339-739728,Limburg,1,d,de
284,4642-1450781328-761365,Limburg,1,d@,de
285,4672-1450906994-772292,Limburg,1,d,de
286,4682-1450962631-775550,Limburg,1,d@,de
287,4690-1450998089-779010,Limburg,1,d,de
288,4722-1451131721-784773,Limburg,1,d@,de
289,4769-1451319929-800902,Limburg,1,d,de
290,4772-1451326115-803955,Limburg,1,d@,de
291,4773-1451382044-801114,Limburg,1,d,de
292,4777-1451379276-801459,Limburg,1,d,de
293,4782-1451322069-801843,Limburg,1,d,de
294,4830-1451420296-821493,Limburg,1,d@,de
295,4851-1451385865-814965,Limburg,1,d,de
296,4858-1451396344-817057,Limburg,1,d,de
297,5058-1452382199-879165,Limburg,1,d@,de
298,5088-1452628215-889740,Limburg,1,d,de
299,5132-1453054879-903364,Limburg,1,d,de
300,5194-1453411322-916594,Limburg,1,d,de
301,5203-1453476229-918814,Limburg,1,d,de
302,5418-1454007527-946165,Limburg,1,d,de
303,5476-1454008613-959995,Limburg,1,d,de
304,5486-1454008312-954605,Limburg,1,d,de
305,5664-1454008429-959484,Limburg,1,d,de
306,5728-1454057876-1063345,Limburg,1,d@,de
307,5882-1454010753-972894,Limburg,1,d@,de
308,5900-1454010251-976438,Limburg,1,d,de
309,5981-1454016989-1005323,Limburg,1,d,de
310,6150-1454028163-1054250,Limburg,1,d,de
311,6178-1454049467-1058910,Limburg,1,d,de
312,6187-1454087411-1107745,Limburg,1,d@,de
313,6352-1454082172-1100505,Limburg,1,d,de
314,6377-1454086609-1107144,Limburg,1,d@,de
315,6420-1454096119-1116979,Limburg,1,d@,de
316,6499-1454143398-1135751,Limburg,1,d@,de
317,6562-1454177570-1154261,Limburg,1,d@,de
318,6628-1454238994-1169272,Limburg,1,d,de
319,6676-1454262778-1186539,Limburg,1,d,de
320,6679-1454262911-1186867,Limburg,1,d@,de
321,6705-1454269257-1196030,Limburg,1,d,de
322,6813-1454367341-1234587,Limburg,1,d,de
323,6875-1454450323-1255539,Limburg,1,d,de
324,6969-1454513848-1270053,Limburg,1,d@,de
325,6971-1454522396-1270524,Limburg,1,d,de
326,7017-1454515986-1284071,Limburg,1,d,de
327,7062-1454515049-1274496,Limburg,1,d,de
328,7074-1454514157-1274517,Limburg,1,d@,de
329,7091-1454604777-1331405,Limburg,1,d,de
330,7103-1455013433-1276450,Limburg,1,d@,de
331,7113-1454514888-1277461,Limburg,1,d,de
332,7183-1454519498-1294013,Limburg,1,d,de
333,7202-1454529601-1302764,Limburg,1,d,de
334,7358-1454698798-1358273,Limburg,1,d,de
335,7528-1455145560-1418369,Limburg,1,d,de
336,7538-1455195562-1420277,Limburg,1,d@,de
337,7543-1455196857-1420747,Limburg,1,d,de
338,7545-1455201336-1421749,Limburg,1,d,de
339,7791-1456080068-1491981,Limburg,1,d,de
340,7861-1456255353-1504718,Limburg,1,d,de
341,7922-1456390022-1518176,Limburg,1,d,de
342,7980-1456612045-1535566,Limburg,1,d,de
343,8132-1457613608-1571430,Limburg,1,d@,de
344,8236-1457784146-1577304,Limburg,1,d,de
345,8289-1457714265-1580565,Limburg,1,d@,de
346,8295-1457730996-1579296,Limburg,1,d,de
347,8392-1457713774-1582568,Limburg,1,d@,de
348,8490-1457719885-1598476,Limburg,1,d@,de
349,8595-1457905705-1623513,Limburg,1,d,de
350,8668-1457953225-1626839,Limburg,1,d,de
351,8708-1457951336-1627893,Limburg,1,d,de
352,8788-1457954862-1638195,Limburg,1,d,de
353,8823-1457992320-1655735,Limburg,1,d,de
354,8877-1463054462-1671123,Limburg,1,d,de
355,9006-1458732141-1700656,Limburg,1,d,de
356,9058-1459117800-1715884,Limburg,1,d,de
357,9096-1459547528-1725544,Limburg,1,d@,de
358,9109-1459848876-1730367,Limburg,1,d,de
359,9111-1459849901-1730477,Limburg,1,d,de
360,9114-1459855452-1730640,Limburg,1,d,de
361,9117-1459882812-1741013,Limburg,1,d,de
362,9120-1459852707-1731150,Limburg,1,d@,de
363,9122-1459853335-1731258,Limburg,1,d@,de
364,9128-1459854379-1731557,Limburg,1,d@,de
365,9131-1459854379-1731934,Limburg,1,d,de
366,9132-1459854363-1732072,Limburg,1,d,de
367,9135-1459856630-1732963,Limburg,1,d,de
368,9136-1459856411-1733239,Limburg,1,d,de
369,9140-1459858041-1734067,Limburg,1,d,de
370,9141-1459858347-1734395,Limburg,1,d,de
371,9143-1459860307-1735400,Limburg,1,d,de
372,9144-1459862835-1736299,Limburg,1,d,de
373,9145-1459862133-1736353,Limburg,1,d@,de
374,9157-1459869629-1738066,Limburg,1,d@,de
375,9161-1459873710-1738810,Limburg,1,d@,de
376,9164-1459875086-1739463,Limburg,1,d@,de
377,9175-1459891125-1741930,Limburg,1,d,de
378,9179-1459901812-1742922,Limburg,1,d,de
379,9181-1459944348-1744919,Limburg,1,d@,de
380,9188-1459981107-1747360,Limburg,1,d,de
381,9240-1460550997-1760966,Limburg,1,d,de
382,9254-1460744035-1765414,Limburg,1,d@,de
383,9301-1461529133-1783626,Limburg,1,d,de
384,9531-1463917891-1830615,Limburg,1,d,de
385,9669-1463950694-1845891,Limburg,1,d,de
386,9726-1464120308-1884028,Limburg,1,d,de
387,9888-1465597127-2296258,Limburg,1,d,de
388,9925-1464126828-1890288,Limburg,1,d,de
389,10167-1464126204-1892602,Oost_Overijsel-Gelderland,1,d,de
390,10335-1464334868-2010774,Oost_Overijsel-Gelderland,1,d,de
391,10442-1465763904-2308245,Oost_Overijsel-Gelderland,1,d,de
392,10609-1464158785-1897941,Oost_Overijsel-Gelderland,1,d,de
393,10723-1464113036-1876393,Oost_Overijsel-Gelderland,1,d,de
394,10895-1464105621-1868773,Oost_Overijsel-Gelderland,1,d@,de
395,11156-1464112410-1875338,Oost_Overijsel-Gelderland,1,d,de
396,11194-1464199187-1897995,Oost_Overijsel-Gelderland,1,d,de
397,11791-1464168521-1903525,Oost_Overijsel-Gelderland,1,d@,de
398,11940-1464166365-1902318,Oost_Overijsel-Gelderland,1,d,de
399,12145-1464191656-1905926,Oost_Overijsel-Gelderland,1,d@,de
400,12631-1464259347-1954659,Oost_Overijsel-Gelderland,1,d,de
401,12954-1464213249-1929788,Oost_Overijsel-Gelderland,1,d@,de
402,13104-1464300491-2002864,Oost_Overijsel-Gelderland,1,d,de
403,13285-1464205752-1938369,Oost_Overijsel-Gelderland,1,d,de
404,13452-1464284308-1975789,Oost_Overijsel-Gelderland,1,d,de
405,13550-1465925969-2315531,Oost_Overijsel-Gelderland,1,d,de
406,1383-1449156162-64764,Oost_Overijsel-Gelderland,1,d,de
407,13884-1465540707-2289603,Oost_Overijsel-Gelderland,1,d,de
408,14656-1464295610-1995785,Oost_Overijsel-Gelderland,1,d@,de
409,14712-1464509506-2114200,Oost_Overijsel-Gelderland,1,d,de
410,14949-1464344081-2019854,Oost_Overijsel-Gelderland,1,d,de
411,1496-1449158073-75854,Oost_Overijsel-Gelderland,1,d,de
412,14966-1464382078-2068752,Oost_Overijsel-Gelderland,1,d,de
413,15012-1464459869-2101409,Oost_Overijsel-Gelderland,1,d,de
414,1524-1449157578-77619,Oost_Overijsel-Gelderland,1,d,de
415,15271-1464355981-2034659,Oost_Overijsel-Gelderland,1,d@,de
416,15456-1464342729-2019037,Oost_Overijsel-Gelderland,1,d,de
417,15474-1464431011-2064532,Oost_Overijsel-Gelderland,1,d,de
418,15580-1464347050-2023792,Oost_Overijsel-Gelderland,1,d,de
419,15629-1464793348-2190843,Oost_Overijsel-Gelderland,1,d@,de
420,15664-1464353929-2031054,Oost_Overijsel-Gelderland,1,d,de
421,16057-1464361701-2041776,Oost_Overijsel-Gelderland,1,d,de
422,16156-1464645736-2164469,Oost_Overijsel-Gelderland,1,d,de
423,16188-1464548211-2109497,Oost_Overijsel-Gelderland,1,d@,de
424,1621-1449159534-89743,Oost_Overijsel-Gelderland,1,d,de
425,16213-1464372685-2057131,Oost_Overijsel-Gelderland,1,d@,de
426,16242-1464367632-2051136,Oost_Overijsel-Gelderland,1,d,de
427,16270-1464079112-1853517,Oost_Overijsel-Gelderland,1,d,de
428,16295-1464104732-1867732,Oost_Overijsel-Gelderland,1,d,de
429,16300-1464109548-1871951,Oost_Overijsel-Gelderland,1,d,de
430,16318-1464119566-1883717,Oost_Overijsel-Gelderland,1,d,de
431,16368-1464205542-1938314,Oost_Overijsel-Gelderland,1,d,de
432,16439-1464357551-2024922,Oost_Overijsel-Gelderland,1,d,de
433,16497-1464628651-2109617,Oost_Overijsel-Gelderland,1,d,de
434,16501-1464549643-2133201,Oost_Overijsel-Gelderland,1,d,de
435,16505-1464530929-2123252,Oost_Overijsel-Gelderland,1,d@,de
436,16532-1464620225-2148611,Oost_Overijsel-Gelderland,1,d@,de
437,1654-1449397419-340186,Oost_Overijsel-Gelderland,1,d,de
438,16621-1464988266-2226790,Oost_Overijsel-Gelderland,1,d@,de
439,17187-1472372277-2440905,Oost_Overijsel-Gelderland,1,d,de
440,17226-1472378397-2462808,Oost_Overijsel-Gelderland,1,d@,de
441,17237-1472372983-2444734,Oost_Overijsel-Gelderland,1,d,de
442,17518-1476280951-2508901,Oost_Overijsel-Gelderland,1,d,de
443,17700-1479846464-2531242,Oost_Overijsel-Gelderland,1,d,de
444,1814-1449178446-145838,Oost_Overijsel-Gelderland,1,d,de
445,1959-1449220647-177579,Oost_Overijsel-Gelderland,1,d,de
446,1982-1449232885-192849,Oost_Overijsel-Gelderland,1,d,de
447,2057-1449242292-203886,Oost_Overijsel-Gelderland,1,d,de
448,2426-1449315376-267148,Oost_Overijsel-Gelderland,1,d,de
449,2486-1449318199-274815,Oost_Overijsel-Gelderland,1,d@,de
450,2515-1449320213-279181,Oost_Overijsel-Gelderland,1,d,de
451,2612-1449334787-297937,Oost_Overijsel-Gelderland,1,d,de
452,2625-1452202548-303698,Oost_Overijsel-Gelderland,1,d@,de
453,2640-1450563466-304540,Oost_Overijsel-Gelderland,1,d@,de
454,2668-1449343187-309857,Oost_Overijsel-Gelderland,1,d,de
455,2682-1449346805-313030,Oost_Overijsel-Gelderland,1,d@,de
456,2849-1449405127-336235,Oost_Overijsel-Gelderland,1,d,de
457,2982-1449406354-354154,Oost_Overijsel-Gelderland,1,d,de
458,3060-1449412912-365893,Oost_Overijsel-Gelderland,1,d,de
459,309-1449076685-28221,Oost_Overijsel-Gelderland,1,d,de
460,3377-1449531177-465477,Oost_Overijsel-Gelderland,1,d@,de
461,3399-1449524770-459504,Oost_Overijsel-Gelderland,1,d,de
462,3428-1449556948-467116,Oost_Overijsel-Gelderland,1,d,de
463,3437-1449563771-469058,Oost_Overijsel-Gelderland,1,d,de
464,3477-1449583164-479277,Oost_Overijsel-Gelderland,1,d,de
465,3583-1449603224-501445,Oost_Overijsel-Gelderland,1,d@,de
466,3601-1449606968-506524,Oost_Overijsel-Gelderland,1,d,de
467,3702-1449668720-532233,Oost_Overijsel-Gelderland,1,d,de
468,3748-1449692852-550624,Oost_Overijsel-Gelderland,1,d,de
469,3823-1449750847-566524,Oost_Overijsel-Gelderland,1,d,de
