3385-1450451698-716429,sc@nect,lacxt,n@dact,s,dor,@,ocn@kecnd@,pson,ics,gc@kust,
3419-1449672885-518557,z@nect,lacx,nadact,z@,do,n,ocnb@kecnd@,pson,ics,gc@kust,
3526-1452208970-866410,sc@nect,lacxt,nacdact,z,do,n,ocnb@kecnd@,prson,ics,x@kust,
3966-1449926020-608163,z@nect,lacx,nadact,z,dor,@,ocn@kecnd@,p@son,ics,gc@kust,
3984-1450771934-760361,sc@nect,lacx,ndact,s,do,@,ocnb@kecnd@,pson,ics,x@kus,
4111-1449999461-632755,z@nect,lacx,nacdact,s,do,n,ocnb@kecnd@,p@rson,ics,gc@kust,
420-1449480525-417124,z@nect,lacxt,nadact,s@,do,n,ocn@kecnd@,p@son,ics,gc@kust,
4357-1450262021-695223,z@nect,lacx,nadact,z@,dor,@,ocn@kecnd@,p@rson,ics,gc@kus,
4378-1450346050-706093,z@nect,lacx,nadact,s,do,n,ocn@kecnd@,p@son,ics,x@kust,
4406-1451942923-852611,sc@nect,lacxt,n@dact,s,do,n,ocnb@kecnd@,p@son,ics,x@kus,
4441-1450692060-750315,z@nect,lacxt,nadact,s,do,n,ocnb@kecnd@,p@son,ics,x@kust,
4616-1450703112-752916,z@nect,lacx,nadact,s,dor,@,ocn@kecnd@,prson,ics,x@kust,
4725-1451142965-786503,sc@nect,lacx,nadact,z@,dor,@,ocnb@kecnd@,prson,ics,gc@kust,
4737-1451217787-791687,sc@nect,lacx,nadact,s,do,@n,ocn@kecnd@,prson,ics,gc@kust,
4766-1451398370-817269,z@nect,lacxt,nadact,s,dor,@,ocn@kecnd@,prson,ics,gc@kust,
4895-1451511870-828756,sc@nect,lacx,nadact,z@,dor,@,ocnb@kecnd@,prson,ics,gc@kus,
4923-1453397040-915432,sc@nect,lacxt,nadact,s@,dor,@n,ocnb@kecnd@,prson,ics,gc@kust,
5153-1453228107-908929,sc@nect,lacxt,n@dact,s@,do,@n,ocn@kecnd@,p@rson,ics,x@kus,
5383-1454010274-984702,sc@nect,lacxt,nadact,s@,dor,n,ocn@kecnd@,prson,ics,x@kust,
56-1449068083-4739,z@nect,lacx,nadact,z,dor,@,ocnb@kecnd@,p@son,ics,x@kus,
5658-1454019977-1042536,z@nect,lacxt,nadact,s@,do,n,ocn@kecnd@,pson,ics,gc@kust,
5669-1454569787-1318997,sc@nect,lacxt,n@dact,z,do,n,ocnb@kecnd@,p@son,ics,gc@kus,
6225-1454061457-1070932,z@nect,lacxt,nadact,z@,dor,n,ocn@kecnd@,prson,ics,x@kust,
6259-1454339072-1220172,sc@nect,lacx,ndact,z@,do,@n,ocnb@kecnd@,pson,ics,gc@kust,
6556-1463069497-1809457,sc@nect,lacxt,ndact,z,do,@,ocnb@kecnd@,prson,ics,gc@kust,
6944-1454519146-1294523,sc@nect,lacxt,n@dact,z,do,n,ocnb@kecnd@,prson,ics,gc@kust,
7039-1454516947-1285558,z@nect,lacxt,nadact,s,dor,n,ocnb@kecnd@,prson,ics,x@kus,
7055-1458852073-1705387,z@nect,lacxt,nadact,s@,do,@,ocnb@kecnd@,p@son,ics,gc@kust,
7140-1454517465-1289657,sc@nect,lacxt,n@dact,s,dor,n,ocnb@kecnd@,p@rson,ics,x@kust,
7168-1460976335-1770641,sc@nect,lacxt,nadact,s,do,@n,ocnb@kecnd@,prson,ics,x@kust,
7275-1454889886-1386983,sc@nect,lacxt,nadact,s@,dor,@,ocn@kecnd@,prson,ics,x@kus,
7355-1454696177-1357370,z@nect,lacx,nacdact,z,dor,n,ocnb@kecnd@,prson,ics,x@kust,
7436-1455052917-1407414,z@nect,lacx,nadact,s,dor,@,ocn@kecnd@,p@son,ics,gc@kust,
7440-1454901393-1387181,sc@nect,lacx,ndact,s,do,n,ocnb@kecnd@,prson,ics,gc@kus,
7470-1455009678-1399581,sc@nect,lacxt,nadact,s,dor,@,ocnb@kecnd@,prson,ics,gc@kust,
778-1455565703-1459546,sc@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,prson,ics,x@kust,
7790-1456078174-1491556,z@nect,lacxt,n@dact,s@,do,n,ocnb@kecnd@,prson,ics,x@kust,
7834-1456830319-1542771,sc@nect,lacxt,nadact,s@,do,n,ocn@kecnd@,prson,ics,x@kus,
7863-1457790263-1611616,z@nect,lacx,nacdact,s,do,n,ocnb@kecnd@,prson,ics,x@kus,
7955-1463164647-1812765,sc@nect,lacx,nadact,z,dor,n,ocnb@kecnd@,pson,ics,x@kust,
7961-1456567943-1531420,z@nect,lacx,n@dact,z@,dor,n,ocn@kecnd@,p@son,ics,x@kust,
8404-1457723306-1601219,sc@nect,lacxt,nadact,z@,dor,@,ocn@kecnd@,prson,ics,gc@kust,
8674-1457953372-1635911,sc@nect,lacxt,nadact,s,dor,@,ocnb@kecnd@,prson,ics,gc@kust,
8763-1458123392-1666196,sc@nect,lacx,nadact,s@,dor,@,ocnb@kecnd@,p@son,ics,gc@kust,
8834-1458056554-1660607,z@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,pson,ics,x@kust,
8937-1458987579-1710456,z@nect,lacx,nadact,s,dor,@,ocnb@kecnd@,p@son,ics,gc@kus,
8963-1458481340-1689355,z@nect,lacx,nadact,s@,do,@,ocnb@kecnd@,prson,ics,gc@kus,
9007-1467871713-1757397,sc@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,p@rson,ics,x@kust,
9363-1462390048-1799670,z@nect,lacxt,nadact,s@,dor,@n,ocn@kecnd@,p@son,ics,x@kust,
9571-1463950313-1845703,z@nect,lacx,nadact,z,do,n,ocnb@kecnd@,p@rson,ics,x@kust,
9623-1463764307-1834253,sc@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,p@son,ics,x@kust,
9753-1463939919-1844169,sc@nect,lacxt,nadact,z@,do,@n,ocnb@kecnd@,prson,ics,gc@kust,
9789-1464979953-2216376,sc@nect,lacxt,nadact,s,dor,@,ocnb@kecnd@,pson,ics,gc@kust,
9822-1464260544-1960084,sc@nect,lacxt,nadact,s@,dor,@,ocn@kecnd@,p@son,ics,gc@kust,
9935-1464217418-1951174,sc@nect,lacxt,n@dact,s,do,n,ocnb@kecnd@,p@rson,ics,x@kus,
